FeatureID,Name,Formula,MW,KEGG Pathways,Metabolika Pathways,name4plot,C,H,N,O,P,S,F,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment,KEGGPathways
Feature0307,(-)-Shikimic acid,C7 H10 O5,174.05282,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Degradation of aromatic compounds;Biosynthesis of amino acids;Biosynthesis of phenylpropanoids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant hormones;Other,Superpathway of branched chain amino acid biosynthesis;Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Superpathway of chorismate metabolism;Other,(-)-Shikimic acid-peak1,7,10,0,5,0,0,0,0,1.4285714285714286,0.7142857142857143,0,60.3,3,-2,-1,0.1111111111111111,-2,Tannin,119953.66075537929,334913.49945545365,2.7920239978206296,1.481311341758176,9.460380583181951e-5,2.0355327074469363e-4,Upregulated,Biosynthesis of secondary metabolites
Feature0301,S-inosyl-L-homocysteine,C14 H19 N5 O6 S,385.10554,Metabolic pathways;Biosynthesis of secondary metabolites;Other,NA,S-inosyl-L-homocysteine,14,19,5,6,0,1,0,0,1.3571428571428572,0.42857142857142855,0.7142857142857144,39.942857142857136,8,2,-2,-0.2,-4,Lignin,311221.40637770353,877621.9831227474,2.8199280805821263,1.4956583686132117,0.015467369309791597,0.023267532629342662,Upregulated,Biosynthesis of secondary metabolites
Feature0284,Cystathionine,C7 H14 N2 O4 S,222.06744,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of amino acids;Other,Other,Cystathionine,7,14,2,4,0,1,0,0,2,0.5714285714285714,0.2857142857142856,52.15714285714286,2,-2,-Inf,-1.5,-5,Amino Sugar,168580.20813932404,869521.0450823598,5.157907056110284,2.366785776442968,0.021845189312157814,0.032125278400232084,Upregulated,Biosynthesis of secondary metabolites
Feature0240,2-Keto-4-methylthiobutyric acid,C5 H8 O3 S,148.01946,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Other,Other,2-Keto-4-methylthiobutyric acid,5,8,0,3,0,1,0,0,1.6,0.6,0,60.3,2,-1,-2,-0.2,-2,Amino Sugar,206535.74534366914,7543805.6954344325,36.525424123953805,5.190829120222018,2.7846772575281837e-6,8.914363171965221e-6,Upregulated,Biosynthesis of secondary metabolites
Feature0239,"3,4-Dihydroxyphenylpropionic acid",C9 H10 O4,182.05789,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Other,"3,4-Dihydroxyphenylpropionic acid-peak3",9,10,0,4,0,0,0,0,1.1111111111111112,0.4444444444444444,-0.22222222222222232,66.63333333333333,5,1,0.2,0.42857142857142855,1,Lignin,38972.44431149214,12099123.41164056,310.45328629984823,8.278232393184625,6.96085743791299e-5,1.5550851722997104e-4,Upregulated,Biosynthesis of secondary metabolites
Feature0238,2-Hydroxycinnamic acid,C9 H8 O3,164.04733,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Degradation of aromatic compounds;Biosynthesis of amino acids;Biosynthesis of phenylpropanoids;2-Oxocarboxylic acid metabolism;Other,Superpathway of scopolin and esculin biosynthesis;Superpathway of chorismate metabolism;Other,2-Hydroxycinnamic acid-peak2,9,8,0,3,0,0,0,0,0.8888888888888888,0.3333333333333333,-0.22222222222222232,66.63333333333333,6,3,0.5,0.6,3,Lignin,72914.63211644698,14816581.853937708,203.20450674804414,7.666788588887524,6.338069317410542e-4,0.0011594029239165625,Upregulated,Biosynthesis of secondary metabolites
Feature0227,N-Acetylalanine,C5 H9 N O3,131.05829,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;Other,Other,N-Acetylalanine-peak1,5,9,1,3,0,0,0,0,1.8,0.6,0,60.3,2,-1,-2,-0.2,-2,Amino Sugar,694170.662258427,24039599.887815993,34.630676856329735,5.11397868016225,3.569810235986924e-10,8.148479886491891e-9,Upregulated,Biosynthesis of secondary metabolites
Feature0219,4-Acetamidobutanoic acid,C6 H11 N O3,145.07394,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;Other,Superpathway of L-lysine degradation;Other,4-Acetamidobutanoic acid,6,11,1,3,0,0,0,0,1.8333333333333333,0.5,-0.33333333333333304,69.79999999999998,2,-1,-1,-0.14285714285714285,-2,Protein,1825941.5570138856,10490424.486525826,5.745213720685394,2.5223605618074907,3.372280008248178e-10,8.047486383319515e-9,Upregulated,Biosynthesis of secondary metabolites
Feature0217,Mevalonic acid,C6 H12 O4,148.07362,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant hormones;Biosynthesis of terpenoids and steroids;Other,Superpathway of branched chain amino acid biosynthesis;Methanobacterium thermoautotrophicum biosynthetic metabolism;Superpathway of L-threonine metabolism;Superpathway of coenzyme A biosynthesis II (plants);Superpathway of L-isoleucine biosynthesis I;Other,Mevalonic acid-peak5,6,12,0,4,0,0,0,0,2,0.6666666666666666,-0.666666666666667,79.30000000000001,1,-3,-1.5,-0.25,-3,Amino Sugar,145810.87262531917,262082.95449079262,1.7974170908657159,0.8459252252651249,0.02473206179843974,0.03571755256490607,Upregulated,Biosynthesis of secondary metabolites
Feature0216,DL-Lactic Acid,C3 H6 O3,90.03171,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Galactose metabolism;Carbon metabolism;Fructose and mannose metabolism;Glucagon signaling pathway;Central carbon metabolism in cancer;Other,Superpathway of anaerobic sucrose degradation;Superpathway of microbial D-galacturonate and D-glucuronate degradation;Homolactic fermentation;Superpathway of coenzyme A biosynthesis II (plants);Other,DL-Lactic Acid-peak4,3,6,0,3,0,0,0,0,2,1,0,60.3,1,-2,-Inf,-0.3333333333333333,-2,Carbohydrate,1108212.422121057,4832588.217573103,4.3607056924373735,2.1245616250471406,2.2404863698975174e-4,4.37269644682601e-4,Upregulated,Biosynthesis of secondary metabolites
Feature0210,DL-4-Hydroxyphenyllactic acid,C9 H10 O4,182.05791,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Other,DL-4-Hydroxyphenyllactic acid,9,10,0,4,0,0,0,0,1.1111111111111112,0.4444444444444444,-0.22222222222222232,66.63333333333333,5,1,0.2,0.42857142857142855,1,Lignin,1649989.300145064,3517129.6298072794,2.1316075379992223,1.0919418400190235,3.4133443815120966e-5,8.07209819952185e-5,Upregulated,Biosynthesis of secondary metabolites
Feature0190,"3,5-Dihydroxybenzoic acid",C7 H6 O4,154.02666,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of phenylpropanoids;Other,Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Superpathway of chorismate metabolism;Other,"3,5-Dihydroxybenzoic acid",7,6,0,4,0,0,0,0,0.8571428571428571,0.5714285714285714,0.2857142857142856,52.15714285714286,5,1,0.3333333333333333,0.6,1,Lignin,173909.05479204454,17328567.824071124,99.64155026195806,6.638675562650779,6.205802135398176e-5,1.3923274021726675e-4,Upregulated,Biosynthesis of secondary metabolites
Feature0189,Mevalonic acid,C6 H12 O4,148.07362,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant hormones;Biosynthesis of terpenoids and steroids;Other,Superpathway of branched chain amino acid biosynthesis;Methanobacterium thermoautotrophicum biosynthetic metabolism;Superpathway of L-threonine metabolism;Superpathway of coenzyme A biosynthesis II (plants);Superpathway of L-isoleucine biosynthesis I;Other,Mevalonic acid-peak3,6,12,0,4,0,0,0,0,2,0.6666666666666666,-0.666666666666667,79.30000000000001,1,-3,-1.5,-0.25,-3,Amino Sugar,4814823.016869669,15103056.274636934,3.136783267364229,1.6492858511768336,0.024764169778334878,0.03571755256490607,Upregulated,Biosynthesis of secondary metabolites
Feature0183,MFCD00155202,C10 H12 O4,196.07358,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Other,MFCD00155202-peak2,10,12,0,4,0,0,0,0,1.2,0.4,-0.4000000000000003,71.7,5,1,0.16666666666666666,0.375,1,Lignin,190068.5473175076,158642560.82940587,834.659721812863,9.70504434220049,1.3854249754934167e-5,3.6186473240499694e-5,Upregulated,Biosynthesis of secondary metabolites
Feature0177,"3,4-Dihydroxyphenylpropionic acid",C9 H10 O4,182.05789,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Other,"3,4-Dihydroxyphenylpropionic acid-peak2",9,10,0,4,0,0,0,0,1.1111111111111112,0.4444444444444444,-0.22222222222222232,66.63333333333333,5,1,0.2,0.42857142857142855,1,Lignin,1186795.4828060858,80094606.17498736,67.48812860798044,6.076561844389529,1.960507908045402e-8,1.3581051856735754e-7,Upregulated,Biosynthesis of secondary metabolites
Feature0172,2-Hydroxycinnamic acid,C9 H8 O3,164.04733,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Degradation of aromatic compounds;Biosynthesis of amino acids;Biosynthesis of phenylpropanoids;2-Oxocarboxylic acid metabolism;Other,Superpathway of scopolin and esculin biosynthesis;Superpathway of chorismate metabolism;Other,2-Hydroxycinnamic acid-peak1,9,8,0,3,0,0,0,0,0.8888888888888888,0.3333333333333333,-0.22222222222222232,66.63333333333333,6,3,0.5,0.6,3,Lignin,716203.5639683157,548312587.6315814,765.5820428950537,9.580413180870766,2.4130178591038355e-5,5.837946433315731e-5,Upregulated,Biosynthesis of secondary metabolites
Feature0159,Perillic acid,C10 H14 O2,166.09931,Metabolic pathways;Biosynthesis of secondary metabolites;Other,NA,Perillic acid,10,14,0,2,0,0,0,0,1.4,0.2,-1,88.8,4,2,0.25,0.3333333333333333,2,Lignin,328322.1396983677,221137197.856174,673.5372706188336,9.3956139701308,1.7261075942190958e-5,4.377809115773069e-5,Upregulated,Biosynthesis of secondary metabolites
Feature0157,MFCD00155202,C10 H12 O4,196.07357,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Other,MFCD00155202-peak1,10,12,0,4,0,0,0,0,1.2,0.4,-0.4000000000000003,71.7,5,1,0.16666666666666666,0.375,1,Lignin,4352579.054299704,254652775.9711453,58.50618054130138,5.870517132665389,5.975320705828738e-6,1.7925962117486214e-5,Upregulated,Biosynthesis of secondary metabolites
Feature0156,3-Allyl-2-hydroxybenzoic acid,C10 H10 O3,178.06297,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of phenylpropanoids;2-Oxocarboxylic acid metabolism;Other,NA,3-Allyl-2-hydroxybenzoic acid-peak3,10,10,0,3,0,0,0,0,1,0.3,-0.4000000000000003,71.7,6,3,0.42857142857142855,0.5294117647058824,3,Lignin,4784621.662272579,190432820.6930521,39.80101962808093,5.314733485292805,7.240764712134582e-6,2.100221808768318e-5,Upregulated,Biosynthesis of secondary metabolites
Feature0146,Phenylacetaldehyde,C8 H8 O,120.05755,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Other,Phenylacetaldehyde,8,8,0,1,0,0,0,0,1,0.125,-0.75,81.675,5,4,0.5714285714285714,0.6,4,Unsaturated HC,118772.9287283083,44665303.85402178,376.05626410200887,8.554804718348722,3.500186717797426e-5,8.240349896159859e-5,Upregulated,Biosynthesis of secondary metabolites
Feature0140,D-Glucose 6-phosphate,C6 H13 O9 P,260.02974,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Galactose metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of phenylpropanoids;Biosynthesis of plant hormones;Ascorbate and aldarate metabolism;Biosynthesis of terpenoids and steroids;Fructose and mannose metabolism;Glucagon signaling pathway;Central carbon metabolism in cancer;Phosphotransferase system (PTS);Other,Superpathway of anaerobic sucrose degradation;Chitin biosynthesis;Homolactic fermentation;Superpathway of CMP-sialic acids biosynthesis;Superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;Methanobacterium thermoautotrophicum biosynthetic metabolism;Superpathway of butirocin biosynthesis;Other,D-Glucose 6-phosphate-peak2,6,13,0,9,1,0,0,0,2.1666666666666665,1.5,0,60.3,1,-8,2.25,-9,-9,Carbohydrate,2718282.203689755,20597338.652628567,7.577336387174979,2.9216907961076397,1.6510578799287397e-8,1.3129562712972194e-7,Upregulated,Biosynthesis of secondary metabolites
Feature0135,L-Saccharopine,C11 H20 N2 O6,276.13221,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Other,Superpathway of L-lysine degradation,L-Saccharopine,11,20,2,6,0,0,0,0,1.818181818181818,0.5454545454545454,-0.18181818181818168,65.48181818181817,3,-3,-1.6666666666666667,-0.3333333333333333,-5,Protein,783258.5655016326,2018052.1396255414,2.576482694872406,1.3654029025605696,0.00354701578781547,0.00591169297969245,Upregulated,Biosynthesis of secondary metabolites
Feature0131,"2,4,6-Trihydroxyacetophenone",C8 H8 O4,168.04223,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Degradation of aromatic compounds;Other,Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Other,"2,4,6-Trihydroxyacetophenone-peak1",8,8,0,4,0,0,0,0,1,0.5,0,60.3,5,1,0.25,0.5,1,Lignin,218623.3129411779,35693372.85197674,163.2642574654437,7.35106517405202,6.013918854790481e-7,2.3215495579154434e-6,Upregulated,Biosynthesis of secondary metabolites
Feature0127,3-Allyl-2-hydroxybenzoic acid,C10 H10 O3,178.06298,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of phenylpropanoids;2-Oxocarboxylic acid metabolism;Other,NA,3-Allyl-2-hydroxybenzoic acid-peak2,10,10,0,3,0,0,0,0,1,0.3,-0.4000000000000003,71.7,6,3,0.42857142857142855,0.5294117647058824,3,Lignin,4472237.422982294,47727080.28137952,10.671857454641328,3.4157393963898617,7.781936671053051e-5,1.723846730929473e-4,Upregulated,Biosynthesis of secondary metabolites
Feature0116,9(S)-HpOTrE,C18 H30 O4,310.2145,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Other,9(S)-HpOTrE,18,30,0,4,0,0,0,0,1.6666666666666667,0.2222222222222222,-1.2222222222222223,95.13333333333333,4,0,0,0.125,0,Lipid,460658.8763372268,1356942.8183086393,2.945656510730698,1.5585892093428586,0.0125292102301858,0.019121614450138213,Upregulated,Biosynthesis of secondary metabolites
Feature0113,Glucose 1-phosphate,C6 H13 O9 P,260.02973,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Galactose metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of phenylpropanoids;Biosynthesis of plant hormones;Ascorbate and aldarate metabolism;Biosynthesis of terpenoids and steroids;Fructose and mannose metabolism;Glucagon signaling pathway;Central carbon metabolism in cancer;Phosphotransferase system (PTS);Other,Superpathway of anaerobic sucrose degradation;Chitin biosynthesis;Homolactic fermentation;Superpathway of CMP-sialic acids biosynthesis;Superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;Methanobacterium thermoautotrophicum biosynthetic metabolism;Superpathway of butirocin biosynthesis;Other,Glucose 1-phosphate-peak1,6,13,0,9,1,0,0,0,2.1666666666666665,1.5,0,60.3,1,-8,2.25,-9,-9,Carbohydrate,1330773.1803128219,10947435.90285614,8.226372506457299,3.0402564014092763,4.1818897376114354e-7,1.7100106569103195e-6,Upregulated,Biosynthesis of secondary metabolites
Feature0094,D-Glucose 6-phosphate,C6 H13 O9 P,260.02973,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Galactose metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of phenylpropanoids;Biosynthesis of plant hormones;Ascorbate and aldarate metabolism;Biosynthesis of terpenoids and steroids;Fructose and mannose metabolism;Glucagon signaling pathway;Central carbon metabolism in cancer;Phosphotransferase system (PTS);Other,Superpathway of anaerobic sucrose degradation;Chitin biosynthesis;Homolactic fermentation;Superpathway of CMP-sialic acids biosynthesis;Superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;Methanobacterium thermoautotrophicum biosynthetic metabolism;Superpathway of butirocin biosynthesis;Other,D-Glucose 6-phosphate-peak1,6,13,0,9,1,0,0,0,2.1666666666666665,1.5,0,60.3,1,-8,2.25,-9,-9,Carbohydrate,658403.0956925903,4039199.0306276474,6.134842100611199,2.6170262120875707,4.287529425056967e-7,1.7315022678114674e-6,Upregulated,Biosynthesis of secondary metabolites
Feature0085,Mevalonic acid,C6 H12 O4,148.07361,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant hormones;Biosynthesis of terpenoids and steroids;Other,Superpathway of branched chain amino acid biosynthesis;Methanobacterium thermoautotrophicum biosynthetic metabolism;Superpathway of L-threonine metabolism;Superpathway of coenzyme A biosynthesis II (plants);Superpathway of L-isoleucine biosynthesis I;Other,Mevalonic acid-peak2,6,12,0,4,0,0,0,0,2,0.6666666666666666,-0.666666666666667,79.30000000000001,1,-3,-1.5,-0.25,-3,Amino Sugar,82552.57128968302,230684.01797453797,2.7943892524564844,1.4825329990844829,7.66422211023252e-4,0.0013971238221778032,Upregulated,Biosynthesis of secondary metabolites
Feature0080,Uridine 5'-diphosphogalactose,C15 H24 N2 O17 P2,566.05509,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Galactose metabolism;Ascorbate and aldarate metabolism;Other,Superpathway of anaerobic sucrose degradation;Superpathway of scopolin and esculin biosynthesis;Superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;Superpathway of betalain biosynthesis;Other,Uridine 5'-diphosphogalactose,15,24,2,17,2,0,0,0,1.6,1.1333333333333333,0.3999999999999999,48.9,6,-11,2.5,-2.6,-15,Carbohydrate,819706.3676743382,5093532.61417508,6.213850245700049,2.6354874728100466,1.8081582352338808e-7,8.709019022915481e-7,Upregulated,Biosynthesis of secondary metabolites
Feature0073,Mevalonic acid,C6 H12 O4,148.07361,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant hormones;Biosynthesis of terpenoids and steroids;Other,Superpathway of branched chain amino acid biosynthesis;Methanobacterium thermoautotrophicum biosynthetic metabolism;Superpathway of L-threonine metabolism;Superpathway of coenzyme A biosynthesis II (plants);Superpathway of L-isoleucine biosynthesis I;Other,Mevalonic acid-peak1,6,12,0,4,0,0,0,0,2,0.6666666666666666,-0.666666666666667,79.30000000000001,1,-3,-1.5,-0.25,-3,Amino Sugar,102371.27349675632,212163.944451809,2.0724949217177757,1.051368566656342,0.019412244006294984,0.028870901142506702,Upregulated,Biosynthesis of secondary metabolites
Feature0062,3-Allyl-2-hydroxybenzoic acid,C10 H10 O3,178.06297,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of phenylpropanoids;2-Oxocarboxylic acid metabolism;Other,NA,3-Allyl-2-hydroxybenzoic acid-peak1,10,10,0,3,0,0,0,0,1,0.3,-0.4000000000000003,71.7,6,3,0.42857142857142855,0.5294117647058824,3,Lignin,88466.34392739231,4409432.356109826,49.84304946216399,5.639320431896083,1.5869908088796917e-4,3.254570994772805e-4,Upregulated,Biosynthesis of secondary metabolites
Feature0038,"3,4-Dihydroxyphenylpropionic acid",C9 H10 O4,182.05788,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Other,"3,4-Dihydroxyphenylpropionic acid-peak1",9,10,0,4,0,0,0,0,1.1111111111111112,0.4444444444444444,-0.22222222222222232,66.63333333333333,5,1,0.2,0.42857142857142855,1,Lignin,537473.981462946,11380026.618723197,21.173167467098583,4.4041652049154205,4.614096159418771e-7,1.8077615549961603e-6,Upregulated,Biosynthesis of secondary metabolites
Feature0037,4-Pyridoxic acid,C8 H9 N O4,183.0532,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,NA,4-Pyridoxic acid,8,9,1,4,0,0,0,0,1.125,0.5,0.25,53.175,5,1,0,0.4,0,Lignin,3513160.121108096,7788388.012373446,2.216918029320248,1.1485554274539975,1.3779127423176801e-11,7.888140639912277e-10,Upregulated,Biosynthesis of secondary metabolites
