FeatureID,Name,Formula,MW,KEGG Pathways,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,SampleID,AUC,gap_status,Plant,Fungi,KEGGPathways
Feature0357,Trigonelline,C7 H7 N O2,137.04767,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of various plant secondary metabolites;Other",Trigonelline,7,7,1,2,0,0,0,1,0.2857142857142857,0,60.3,5,3,0.5,0.6,2,Phenol,59_CTRL_1154.1,339130.9567,Full gap,CTRL,1154,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of various plant secondary metabolites;Other"
Feature0356,Tolycaine,C15 H22 N2 O3,278.16307,NA,Tolycaine,15,22,2,3,0,0,0,1.4666666666666666,0.2,-0.666666666666667,79.30000000000001,6,3,0.1,0.21739130434782608,1,Phenol,59_CTRL_1154.1,3419382.815,Full gap,CTRL,1154,NA
Feature0355,Tn Antigen,C11 H20 N2 O8,308.12198,NA,Tn Antigen,11,20,2,8,0,0,0,1.818181818181818,0.7272727272727273,0.18181818181818168,55.11818181818182,3,-5,-7,-0.6,-7,Carbohydrate,59_CTRL_1154.1,7620814.456,Full gap,CTRL,1154,NA
Feature0354,Tiglic acid,C5 H8 O2,100.05241,NA,Tiglic acid,5,8,0,2,0,0,0,1.6,0.4,-0.7999999999999998,83.1,2,0,0,0.25,0,Protein,59_CTRL_1154.1,14697997.1,Full gap,CTRL,1154,NA
Feature0353,Thymine,C5 H6 N2 O2,126.04289,Metabolic pathways;Other,Thymine,5,6,2,2,0,0,0,1.2,0.4,0.7999999999999998,37.5,4,2,0,0.5,0,Phenol,59_CTRL_1154.1,23543722.39,Full gap,CTRL,1154,Metabolic pathways;Other
Feature0352,Tetrolic Acid,C4 H4 O2,84.02115,Metabolic pathways;Other,Tetrolic Acid-peak4,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Phenol,59_CTRL_1154.1,4114659.063,Full gap,CTRL,1154,Metabolic pathways;Other
Feature0351,Tetrolic Acid,C4 H4 O2,84.02115,Metabolic pathways;Other,Tetrolic Acid-peak3,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Phenol,59_CTRL_1154.1,15218358.83,Full gap,CTRL,1154,Metabolic pathways;Other
Feature0350,Tetrolic Acid,C4 H4 O2,84.02115,Metabolic pathways;Other,Tetrolic Acid-peak2,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Phenol,59_CTRL_1154.1,2950992.257,Full gap,CTRL,1154,Metabolic pathways;Other
Feature0349,Tetrolic Acid,C4 H4 O2,84.02115,Metabolic pathways;Other,Tetrolic Acid-peak1,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Phenol,59_CTRL_1154.1,12889029.64,Full gap,CTRL,1154,Metabolic pathways;Other
Feature0348,tert-Butyl N-[1-(aminocarbonyl)-3-methylbutyl]carbamate,C11 H22 N2 O3,230.16305,NA,tert-Butyl N-[1-(aminocarbonyl)-3-methylbutyl]carbamate,11,22,2,3,0,0,0,2,0.2727272727272727,-0.9090909090909092,86.2090909090909,2,-1,-0.5,-0.2,-3,Lipid,59_CTRL_1154.1,15994686.15,Full gap,CTRL,1154,NA
Feature0347,Stavudine,C10 H12 N2 O4,224.07968,Metabolic pathways;Biosynthesis of cofactors;Other,Stavudine,10,12,2,4,0,0,0,1.2,0.4,0.20000000000000015,54.599999999999994,6,2,0,0.3333333333333333,0,Phenol,59_CTRL_1154.1,135086.3951,Full gap,CTRL,1154,Metabolic pathways;Biosynthesis of cofactors;Other
Feature0346,Sorbic acid,C6 H8 O2,112.05238,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Sorbic acid,6,8,0,2,0,0,0,1.3333333333333333,0.3333333333333333,-0.666666666666667,79.30000000000001,3,1,0.25,0.4,1,Phenol,59_CTRL_1154.1,17109254.25,Full gap,CTRL,1154,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other
Feature0345,RV0540000,C5 H12 O4,136.07356,NA,RV0540000,5,12,0,4,0,0,0,2.4,0.8,-0.7999999999999998,83.1,0,-4,-4,-0.6666666666666666,-4,Carbohydrate,59_CTRL_1154.1,30175286.02,Full gap,CTRL,1154,NA
Feature0344,Pyrone,C5 H4 O2,96.02112,Metabolic pathways;Microbial metabolism in diverse environments;Other,Pyrone-peak2,5,4,0,2,0,0,0,0.8,0.4,0,60.3,4,2,0.6666666666666666,0.75,2,Condensed HC,59_CTRL_1154.1,1317354.33,Full gap,CTRL,1154,Metabolic pathways;Microbial metabolism in diverse environments;Other
Feature0343,Pyrone,C5 H4 O2,96.02111,Metabolic pathways;Microbial metabolism in diverse environments;Other,Pyrone-peak1,5,4,0,2,0,0,0,0.8,0.4,0,60.3,4,2,0.6666666666666666,0.75,2,Condensed HC,59_CTRL_1154.1,3547294.169,Full gap,CTRL,1154,Metabolic pathways;Microbial metabolism in diverse environments;Other
Feature0342,pyroglutamine,C5 H8 N2 O2,128.05857,Metabolic pathways;Cyanoamino acid metabolism;Other,pyroglutamine,5,8,2,2,0,0,0,1.6,0.4,0.3999999999999999,48.9,3,1,-1,0,-1,Protein,59_CTRL_1154.1,5044334.166,Full gap,CTRL,1154,Metabolic pathways;Cyanoamino acid metabolism;Other
Feature0341,Pyrogallol,C6 H6 O3,126.03165,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,Pyrogallol-peak3,6,6,0,3,0,0,0,1,0.5,0,60.3,4,1,0.3333333333333333,0.5555555555555556,1,Phenol,59_CTRL_1154.1,445347.5178,Full gap,CTRL,1154,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other
Feature0340,Pyrogallol,C6 H6 O3,126.03165,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,Pyrogallol-peak2,6,6,0,3,0,0,0,1,0.5,0,60.3,4,1,0.3333333333333333,0.5555555555555556,1,Phenol,59_CTRL_1154.1,9286314.488,Full gap,CTRL,1154,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other
Feature0339,Pyrogallol,C6 H6 O3,126.03166,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,Pyrogallol-peak1,6,6,0,3,0,0,0,1,0.5,0,60.3,4,1,0.3333333333333333,0.5555555555555556,1,Phenol,59_CTRL_1154.1,974331.7091,Full gap,CTRL,1154,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other
Feature0338,Pyridoxine,C8 H11 N O3,169.07391,Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,Pyridoxine,8,11,1,3,0,0,0,1.375,0.375,-0.25,67.425,4,1,0,0.2727272727272727,0,Phenol,59_CTRL_1154.1,8774005.865,Full gap,CTRL,1154,Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other
Feature0337,PYRIDOXAMINE,C8 H12 N2 O2,168.08991,Metabolic pathways;Microbial metabolism in diverse environments;Other,PYRIDOXAMINE,8,12,2,2,0,0,0,1.5,0.25,-0.25,67.425,4,2,0,0.2,0,Lipid,59_CTRL_1154.1,102211110.6,No gap,CTRL,1154,Metabolic pathways;Microbial metabolism in diverse environments;Other
Feature0336,"Propane, 1,3-diacetoxy-2-acetoxymethyl-2-nitro-",C10 H15 N O8,277.07983,NA,"Propane, 1,3-diacetoxy-2-acetoxymethyl-2-nitro-",10,15,1,8,0,0,0,1.5,0.8,0.3999999999999999,48.9,4,-4,-5,-0.2,-5,Carbohydrate,59_CTRL_1154.1,52801671.85,Full gap,CTRL,1154,NA
Feature0335,Proline,C5 H9 N O2,115.06328,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Other,Proline,5,9,1,2,0,0,0,1.8,0.4,-0.4000000000000003,71.7,2,0,-0.5,0,-1,Protein,59_CTRL_1154.1,211678334.1,No gap,CTRL,1154,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Other
Feature0334,pro-his,C11 H16 N4 O3,252.12226,NA,pro-his,11,16,4,3,0,0,0,1.4545454545454546,0.2727272727272727,0.18181818181818168,55.11818181818182,6,3,-0.25,0.09090909090909093,-1,Phenol,59_CTRL_1154.1,14914061.64,Full gap,CTRL,1154,NA
Feature0333,Piptamine(antibiotic),C23 H41 N,331.32396,NA,Piptamine(antibiotic),23,41,1,0,0,0,0,1.7826086956521738,0,-1.6521739130434785,107.38695652173914,4,4,0.13636363636363635,0.13636363636363635,3,Lipid,59_CTRL_1154.1,97844066.32,No gap,CTRL,1154,NA
Feature0332,Pipecolic acid,C6 H11 N O2,129.07898,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",Pipecolic acid-peak2,6,11,1,2,0,0,0,1.8333333333333333,0.3333333333333333,-0.666666666666667,79.30000000000001,2,0,-0.3333333333333333,0,-1,Protein,59_CTRL_1154.1,11529060.82,Full gap,CTRL,1154,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis;Other"
Feature0331,Pipecolic acid,C6 H11 N O2,129.07895,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",Pipecolic acid-peak1,6,11,1,2,0,0,0,1.8333333333333333,0.3333333333333333,-0.666666666666667,79.30000000000001,2,0,-0.3333333333333333,0,-1,Protein,59_CTRL_1154.1,11175078.26,Full gap,CTRL,1154,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis;Other"
Feature0330,Pinolenic acid,C18 H30 O2,278.22458,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,Pinolenic acid,18,30,0,2,0,0,0,1.6666666666666667,0.1111111111111111,-1.4444444444444446,101.46666666666668,4,2,0.125,0.17647058823529413,2,Lipid,59_CTRL_1154.1,4409291.155,Full gap,CTRL,1154,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other
Feature0329,Phloroglucinol,C6 H6 O3,126.03166,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,Phloroglucinol,6,6,0,3,0,0,0,1,0.5,0,60.3,4,1,0.3333333333333333,0.5555555555555556,1,Phenol,59_CTRL_1154.1,4352656.787,Full gap,CTRL,1154,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other
Feature0328,Phenacetin,C10 H13 N O2,179.09459,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Phenacetin-peak4,10,13,1,2,0,0,0,1.3,0.2,-0.5999999999999996,77.39999999999999,5,3,0.2857142857142857,0.375,2,Phenol,59_CTRL_1154.1,7678136.265,Full gap,CTRL,1154,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other"
Feature0327,Phenacetin,C10 H13 N O2,179.09462,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Phenacetin-peak3,10,13,1,2,0,0,0,1.3,0.2,-0.5999999999999996,77.39999999999999,5,3,0.2857142857142857,0.375,2,Phenol,59_CTRL_1154.1,7089561.369,Full gap,CTRL,1154,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other"
Feature0326,Phenacetin,C10 H13 N O2,179.09465,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Phenacetin-peak2,10,13,1,2,0,0,0,1.3,0.2,-0.5999999999999996,77.39999999999999,5,3,0.2857142857142857,0.375,2,Phenol,59_CTRL_1154.1,7217381.919,Full gap,CTRL,1154,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other"
Feature0325,Phenacetin,C10 H13 N O2,179.0946,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Phenacetin-peak1,10,13,1,2,0,0,0,1.3,0.2,-0.5999999999999996,77.39999999999999,5,3,0.2857142857142857,0.375,2,Phenol,59_CTRL_1154.1,116143325.4,No gap,CTRL,1154,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other"
Feature0324,"pentane-1,2,3,4,5-pentol",C5 H12 O5,152.06848,Metabolic pathways;ABC transporters;Other,"pentane-1,2,3,4,5-pentol",5,12,0,5,0,0,0,2.4,1,-0.4000000000000003,71.7,0,-5,-Inf,-1,-5,Carbohydrate,59_CTRL_1154.1,234377456.2,No gap,CTRL,1154,Metabolic pathways;ABC transporters;Other
Feature0323,Penicillic acid,C8 H10 O4,170.05795,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Penicillic acid,8,10,0,4,0,0,0,1.25,0.5,-0.25,67.425,4,0,0,0.3333333333333333,0,Phenol,59_CTRL_1154.1,17129352.8,Full gap,CTRL,1154,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other
Feature0322,"Octahydro-1,6,7,8-indolizinetetrol",C8 H15 N O4,189.10014,NA,"Octahydro-1,6,7,8-indolizinetetrol",8,15,1,4,0,0,0,1.875,0.5,-0.5,74.55,2,-2,-1,-0.2,-3,Protein,59_CTRL_1154.1,1173987.828,Full gap,CTRL,1154,NA
Feature0321,O-Ethylthreonine,C6 H13 N O3,147.08956,Biosynthesis of secondary metabolites;Cyanoamino acid metabolism,O-Ethylthreonine,6,13,1,3,0,0,0,2.1666666666666665,0.5,-0.666666666666667,79.30000000000001,1,-2,-1.5,-0.42857142857142855,-3,Protein,59_CTRL_1154.1,4910933.728,Full gap,CTRL,1154,Biosynthesis of secondary metabolites;Cyanoamino acid metabolism
Feature0320,N~2~-Acetyl-L-ornithine,C7 H14 N2 O3,174.10047,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,N~2~-Acetyl-L-ornithine,7,14,2,3,0,0,0,2,0.42857142857142855,-0.2857142857142856,68.44285714285714,2,-1,-1.5,-0.42857142857142855,-3,Protein,59_CTRL_1154.1,5821622.652,Full gap,CTRL,1154,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other
Feature0319,NP-021733,C7 H13 N O2,143.09464,ABC transporters,NP-021733,7,13,1,2,0,0,0,1.8571428571428572,0.2857142857142857,-0.8571428571428568,84.72857142857141,2,0,-0.25,0,-1,Lipid,59_CTRL_1154.1,198335.1181,Full gap,CTRL,1154,ABC transporters
Feature0318,NP-019988,C10 H10 O4,194.05792,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,NP-019988,10,10,0,4,0,0,0,1,0.4,-0.20000000000000015,66,6,2,0.3333333333333333,0.5,2,Phenol,59_CTRL_1154.1,4155541.268,Full gap,CTRL,1154,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids
Feature0317,NP-019811,C6 H7 N O2,125.04764,"Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",NP-019811,6,7,1,2,0,0,0,1.1666666666666667,0.3333333333333333,0,60.3,4,2,0.3333333333333333,0.5,1,Phenol,59_CTRL_1154.1,2822106.403,Full gap,CTRL,1154,"Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Tropane, piperidine and pyridine alkaloid biosynthesis;Other"
Feature0316,NP-019445,C10 H10 O4,194.05792,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,NP-019445,10,10,0,4,0,0,0,1,0.4,-0.20000000000000015,66,6,2,0.3333333333333333,0.5,2,Phenol,59_CTRL_1154.1,35205229.57,Full gap,CTRL,1154,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids
Feature0315,NP-016455,C11 H18 N2 O4,242.12665,NA,NP-016455,11,18,2,4,0,0,0,1.6363636363636365,0.3636363636363637,-0.3636363636363633,70.66363636363636,4,0,-0.4,0,-2,Protein,59_CTRL_1154.1,502190.558,Full gap,CTRL,1154,NA
Feature0314,NP-014287,C18 H32 O3,296.23516,Metabolic pathways;Other,NP-014287,18,32,0,3,0,0,0,1.7777777777777777,0.16666666666666666,-1.4444444444444446,101.46666666666668,3,0,0,0.09090909090909093,0,Lipid,59_CTRL_1154.1,9191325.299,Full gap,CTRL,1154,Metabolic pathways;Other
Feature0313,NP-013538,C12 H16 O8,288.08457,NA,NP-013538,12,16,0,8,0,0,0,1.3333333333333333,0.6666666666666666,0,60.3,5,-3,-0.75,0.125,-3,Other,59_CTRL_1154.1,2201883.116,Full gap,CTRL,1154,NA
Feature0312,NP-011220,C11 H18 N2 O2,210.13681,NA,NP-011220,11,18,2,2,0,0,0,1.6363636363636365,0.18181818181818185,-0.7272727272727275,81.02727272727273,4,2,0,0.125,0,Lipid,59_CTRL_1154.1,164116057,No gap,CTRL,1154,NA
Feature0311,NP-007065,C8 H10 O3,154.06301,Microbial metabolism in diverse environments;Other,NP-007065,8,10,0,3,0,0,0,1.25,0.375,-0.5,74.55,4,1,0.2,0.38461538461538464,1,Phenol,59_CTRL_1154.1,2063500.329,Full gap,CTRL,1154,Microbial metabolism in diverse environments;Other
Feature0310,NP-003553,C20 H34 O4,338.24574,Metabolic pathways;Biosynthesis of secondary metabolites;Other,NP-003553,20,34,0,4,0,0,0,1.7,0.2,-1.2999999999999998,97.35,4,0,0,0.1111111111111111,0,Lipid,59_CTRL_1154.1,1987907.113,Full gap,CTRL,1154,Metabolic pathways;Biosynthesis of secondary metabolites;Other
Feature0309,Nonylbenzene,C15 H24,204.18777,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Nonylbenzene,15,24,0,0,0,0,0,1.6,0,-1.5999999999999996,105.89999999999998,4,4,0.26666666666666666,0.26666666666666666,4,Lipid,59_CTRL_1154.1,27691140.23,Full gap,CTRL,1154,Metabolic pathways;Biosynthesis of secondary metabolites;Other
Feature0308,Nicotinic acid,C6 H5 N O2,123.03198,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Degradation of aromatic compounds;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",Nicotinic acid,6,5,1,2,0,0,0,0.8333333333333334,0.3333333333333333,0.3333333333333335,50.8,5,3,0.6666666666666666,0.75,2,Phenol,59_CTRL_1154.1,24546985.47,Full gap,CTRL,1154,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;Degradation of aromatic compounds;Tropane, piperidine and pyridine alkaloid biosynthesis;Other"
Feature0307,Nicotinamide,C6 H6 N2 O,122.04796,Metabolic pathways;Biosynthesis of cofactors;Other,Nicotinamide,6,6,2,1,0,0,0,1,0.16666666666666666,0.3333333333333335,50.8,5,4,0.6666666666666666,0.7142857142857143,2,Phenol,59_CTRL_1154.1,258037.9414,Full gap,CTRL,1154,Metabolic pathways;Biosynthesis of cofactors;Other
Feature0306,Ne-Acetyllysine,C8 H16 N2 O3,188.11612,Metabolic pathways;Other,Ne-Acetyllysine-peak2,8,16,2,3,0,0,0,2,0.375,-0.5,74.55,2,-1,-1,-0.3333333333333333,-3,Protein,59_CTRL_1154.1,9076923.493,Full gap,CTRL,1154,Metabolic pathways;Other
Feature0305,Ne-Acetyllysine,C8 H16 N2 O3,188.11612,Metabolic pathways;Other,Ne-Acetyllysine-peak1,8,16,2,3,0,0,0,2,0.375,-0.5,74.55,2,-1,-1,-0.3333333333333333,-3,Protein,59_CTRL_1154.1,286116.7615,Full gap,CTRL,1154,Metabolic pathways;Other
Feature0304,N8-Acetylspermidine,C9 H21 N3 O,187.16849,NA,N8-Acetylspermidine,9,21,3,1,0,0,0,2.3333333333333335,0.1111111111111111,-1.1111111111111107,91.96666666666664,1,0,-0.6,-0.4545454545454546,-3,Lipid,59_CTRL_1154.1,2691453.093,Full gap,CTRL,1154,NA
Feature0303,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13244,NA,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak2,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid,59_CTRL_1154.1,142266.8286,Full gap,CTRL,1154,NA
Feature0302,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13243,NA,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak1,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid,59_CTRL_1154.1,140474.6073,Full gap,CTRL,1154,NA
Feature0301,N-Caffeoylputrescine,C13 H18 N2 O3,250.1317,NA,N-Caffeoylputrescine,13,18,2,3,0,0,0,1.3846153846153846,0.2307692307692308,-0.4615384615384617,73.45384615384616,6,3,0.125,0.2631578947368421,1,Phenol,59_CTRL_1154.1,137850.6802,Full gap,CTRL,1154,NA
Feature0300,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,C11 H19 N3 O2,225.14773,NA,N-Allyl-N'-(4-piperidinylmethyl)ethanediamide,11,19,3,2,0,0,0,1.7272727272727273,0.18181818181818185,-0.5454545454545459,75.84545454545456,4,2,-0.16666666666666666,0,-1,Lipid,59_CTRL_1154.1,58724779.15,No gap,CTRL,1154,NA
