FeatureID,Name,Formula,MW,KEGG Pathways,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,gap_status,control_means,treatment_means,log2FC,pval,pval.adj,Comment,isolate
Feature0242,L-Threonine,C4 H9 N O3,119.05821,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;D-Amino acid metabolism;Other,L-Threonine,4,9,1,3,0,0,0,2.25,0.75,0,60.3,1,-2,-Inf,-1,-3,Carbohydrate,No gap,19.39847557716714,7.014566892159493,-12.383908685007647,0.00897116241628426,0.02103239188706643,Downregulated,1154
Feature0241,L-Saccharopine,C11 H20 N2 O6,276.13215,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Other,L-Saccharopine,11,20,2,6,0,0,0,1.818181818181818,0.5454545454545454,-0.18181818181818168,65.48181818181817,3,-3,-1.6666666666666667,-0.3333333333333333,-5,Protein,No gap,0,25.87816796725668,25.87816796725668,1.4051807630816855e-9,1.1859725640409426e-8,Upregulated,1154
Feature0237,L-Iditol,C6 H14 O6,182.07905,Metabolic pathways;ABC transporters;Other,L-Iditol,6,14,0,6,0,0,0,2.3333333333333335,1,-0.33333333333333304,69.79999999999998,0,-6,-Inf,-1,-6,Carbohydrate,No gap,3.8057748666325533,29.729658391484755,25.9238835248522,9.17307250540295e-8,6.67420102979318e-7,Upregulated,1154
Feature0201,Glycerol 3-phosphate,C3 H9 O6 P,172.01368,Metabolic pathways;Biosynthesis of secondary metabolites;ABC transporters;Other,Glycerol 3-phosphate,3,9,0,6,0,1,0,3,2,-0.666666666666667,79.30000000000001,0,-6,1.75,4,-7,Other,No gap,0,26.087300471329513,26.087300471329513,4.1103545202870136e-26,1.0841060047256999e-24,Upregulated,1154
Feature0198,Furan,C4 H4 O,68.02622,Other,Furan-peak2,4,4,0,1,0,0,0,1,0.25,-0.5,74.55,3,2,0.6666666666666666,0.7142857142857143,2,Phenol,No gap,6.9322811843797805,24.10332318342122,17.171041999041442,7.161631727752519e-5,2.6680272508316523e-4,Upregulated,1154
Feature0194,DL-Stachydrine,C7 H13 N O2,143.09464,ABC transporters,DL-Stachydrine,7,13,1,2,0,0,0,1.8571428571428572,0.2857142857142857,-0.8571428571428568,84.72857142857141,2,0,-0.25,0,-1,Lipid,No gap,0,23.753292191906187,23.753292191906187,1.8056365829063707e-7,1.0885409114092693e-6,Upregulated,1154
Feature0192,DL-Carbidopa,C10 H14 N2 O4,226.09535,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,DL-Carbidopa,10,14,2,4,0,0,0,1.4,0.4,0,60.3,5,1,-0.25,0.16666666666666666,-1,Phenol,No gap,28.441705488122313,29.625936891120325,1.1842314029980123,1.329136126303167e-5,5.393225435576312e-5,Upregulated,1154
Feature0171,Caffeic acid,C9 H8 O4,180.04228,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Degradation of aromatic compounds;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Caffeic acid,9,8,0,4,0,0,0,0.8888888888888888,0.4444444444444444,0,60.3,6,2,0.4,0.5714285714285714,2,Phenol,No gap,0,13.868782530712359,13.868782530712359,0.001317502087760659,0.003711754493954199,Upregulated,1154
Feature0169,Butyl glyoxylate,C6 H10 O3,130.06295,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Other,Butyl glyoxylate,6,10,0,3,0,0,0,1.6666666666666667,0.5,-0.666666666666667,79.30000000000001,2,-1,-0.3333333333333333,0.1111111111111111,-1,Protein,No gap,0,11.986523790161353,11.986523790161353,0.00353542770176782,0.0090035844084108,Upregulated,1154
Feature0148,AC-LYS-OH,C8 H16 N2 O3,188.1161,Metabolic pathways;Other,AC-LYS-OH,8,16,2,3,0,0,0,2,0.375,-0.5,74.55,2,-1,-1,-0.3333333333333333,-3,Protein,No gap,1.75010097195698,20.5637800237861,18.813679051829123,6.237419785537605e-6,2.6504826655953273e-5,Upregulated,1154
Feature0135,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -142.1228 Da],C3 H5 Cl N2 O4 S,199.96577,NA,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -142.1228 Da],4,5,2,4,1,0,1,1.25,1,2.75,-18.075000000000003,3.5,-0.5,1.1666666666666667,1.5,-3.5,Other,No gap,21.360865419438365,5.214496076245633,-16.14636934319273,3.707748530111029e-4,0.0012223983435209799,Downregulated,1154
Feature0134,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],C3 H7 Cl N2 O5 S,217.97633,NA,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],4,7,2,5,1,0,1,1.75,1.25,2.75,-18.075000000000003,2.5,-2.5,1.375,2,-5.5,Carbohydrate,Missing ions,27.724819823089888,26.919857175233034,-0.8049626478568541,2.661818697493978e-8,2.005870518468676e-7,Downregulated,1154
Feature0130,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],C6 H11 N O7,209.05353,NA,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],6,11,1,7,0,0,0,1.8333333333333333,1.1666666666666667,1,31.799999999999997,2,-5,3,-1.6666666666666667,-6,Carbohydrate,No gap,5.77652236699784,26.26230373770428,20.48578137070644,8.883310149181024e-6,3.675251846033718e-5,Upregulated,1154
Feature0104,5-Methylhexan-3-one,C8 H15 N O4,189.10013,NA,5-Methylhexan-3-one,8,15,1,4,0,0,0,1.875,0.5,-0.5,74.55,2,-2,-1,-0.2,-3,Protein,No gap,0,10.002569247950667,10.002569247950667,0.008568159007718214,0.020313650024940375,Upregulated,1154
Feature0098,4-Phenylbutyric acid,C10 H12 O2,164.08376,Metabolic pathways;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Degradation of aromatic compounds;Other,4-Phenylbutyric acid,10,12,0,2,0,0,0,1.2,0.2,-0.7999999999999998,83.1,5,3,0.375,0.4444444444444444,3,Phenol,No gap,0,14.180442299574574,14.180442299574574,0.001317234579292269,0.003711754493954199,Upregulated,1154
Feature0055,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.5999999999999996,77.39999999999999,5,2,0.2857142857142857,0.4117647058823529,2,Phenol,No gap,0,27.96953515495313,27.96953515495313,2.4982668072911776e-19,4.39278580282032e-18,Upregulated,1154
Feature0046,"2,4-Pentadienoic acid",C5 H6 O2,98.03676,Microbial metabolism in diverse environments;Other,"2,4-Pentadienoic acid",5,6,0,2,0,0,0,1.2,0.4,-0.4000000000000003,71.7,3,1,0.3333333333333333,0.5,1,Phenol,No gap,0,11.692014364539133,11.692014364539133,0.0035359835500167664,0.0090035844084108,Upregulated,1154
Feature0324,"pentane-1,2,3,4,5-pentol",C5 H12 O5,152.06848,Metabolic pathways;ABC transporters;Other,"pentane-1,2,3,4,5-pentol",5,12,0,5,0,0,0,2.4,1,-0.4000000000000003,71.7,0,-5,-Inf,-1,-5,Carbohydrate,Missing ions,0,25.45905739946302,25.45905739946302,1.27450072147181e-9,1.1346207031865205e-8,Upregulated,1154
Feature0316,NP-019445,C10 H10 O4,194.05792,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,NP-019445,10,10,0,4,0,0,0,1,0.4,-0.20000000000000015,66,6,2,0.3333333333333333,0.5,2,Phenol,No gap,0,22.833330983745352,22.833330983745352,2.9942712776381675e-6,1.3162317491284443e-5,Upregulated,1154
Feature0241,L-Saccharopine,C11 H20 N2 O6,276.13215,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Other,L-Saccharopine,11,20,2,6,0,0,0,1.818181818181818,0.5454545454545454,-0.18181818181818168,65.48181818181817,3,-3,-1.6666666666666667,-0.3333333333333333,-5,Protein,Missing ions,0,25.87816796725668,25.87816796725668,1.4051807630816855e-9,1.1859725640409426e-8,Upregulated,1154
Feature0231,L-Cystathionine,C7 H14 N2 O4 S,222.06742,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of cofactors;Other,L-Cystathionine,7,14,2,4,1,0,0,2,0.5714285714285714,0.2857142857142856,52.15714285714286,2,-2,-Inf,-1.5,-5,Amino Sugar,No gap,0,13.309810006273807,13.309810006273807,0.001316688757444121,0.003711754493954199,Upregulated,1154
Feature0362,Val-Leu,C11 H22 N2 O3,230.16304,NA,Val-Leu-peak2,11,22,2,3,0,0,0,2,0.2727272727272727,-0.9090909090909092,86.2090909090909,2,-1,-0.5,-0.2,-3,Lipid,No gap,13.783829845983286,0,-13.783829845983286,0.001316816319150084,0.003711754493954199,Downregulated,1154
Feature0184,D-Glucose 6-phosphate,C6 H13 O9 P,260.02972,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;ABC transporters;Biosynthesis of phenylpropanoids;Phenylalanine, tyrosine and tryptophan biosynthesis;Central carbon metabolism in cancer;Other",D-Glucose 6-phosphate,6,13,0,9,0,1,0,2.1666666666666665,1.5,0,60.3,1,-8,2.25,-9,-9,Carbohydrate,No gap,26.774519851852407,0,-26.774519851852407,1.2333116690098213e-30,5.827660404624217e-29,Downregulated,1154
Feature0167,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,NA,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak2",12,20,0,10,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,3,-7,-3.5,-0.2857142857142857,-7,Carbohydrate,No gap,26.164142597071432,0,-26.164142597071432,1.6895071364774773e-7,1.0484882523433757e-6,Downregulated,1154
Feature0166,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,NA,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak1",12,20,0,10,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,3,-7,-3.5,-0.2857142857142857,-7,Carbohydrate,No gap,27.885430377859993,0,-27.885430377859993,8.601885397962993e-26,1.8149978189701915e-24,Downregulated,1154
Feature0129,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],C16 H29 N O12,427.16893,NA,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],16,29,1,12,0,0,0,1.8125,0.75,-0.125,63.8625,3,-9,-3.3333333333333335,-0.4444444444444444,-10,Carbohydrate,Missing ions,29.491691147517013,0,-29.491691147517013,4.71918683163764e-33,9.95748421475542e-31,Downregulated,1154
Feature0329,Phloroglucinol,C6 H6 O3,126.03166,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,Phloroglucinol,6,6,0,3,0,0,0,1,0.5,0,60.3,4,1,0.3333333333333333,0.5555555555555556,1,Phenol,No gap,17.899428272712875,0,-17.899428272712875,1.139594480407432e-4,3.827265749653828e-4,Downregulated,1154
Feature0240,L-Pyroglutamic acid,C5 H7 N O3,129.04256,Metabolic pathways;Biosynthesis of secondary metabolites;D-Amino acid metabolism;Other,L-Pyroglutamic acid,5,7,1,3,0,0,0,1.4,0.6,0.3999999999999999,48.9,3,0,-1,0.2,-1,Phenol,No gap,28.839470547449853,0,-28.839470547449853,5.854452680440954e-26,1.372543906192268e-24,Downregulated,1154
Feature0210,Hordenine,C10 H15 N O,165.11539,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Hordenine,10,15,1,1,0,0,0,1.5,0.1,-1,88.8,4,3,0.25,0.29411764705882354,2,Lipid,No gap,27.330957699598873,0,-27.330957699598873,1.6256339837279771e-28,4.900125293808616e-27,Downregulated,1154
Feature0139,[Similar to: Muramic acid; ΔMass: 162.0529 Da],C15 H27 N O12,413.15341,NA,[Similar to: Muramic acid; ΔMass: 162.0529 Da],15,27,1,12,0,0,0,1.8,0.8,0,60.3,3,-9,-5,-0.5,-10,Carbohydrate,Missing ions,27.84528926712004,0,-27.84528926712004,1.3809621811905726e-30,5.827660404624217e-29,Downregulated,1154
Feature0082,4-guanidinobutanal,C5 H11 N3 O,129.09017,Metabolic pathways;Other,4-guanidinobutanal,5,11,3,1,0,0,0,2.2,0.2,0,60.3,2,1,-2,-1,-2,Lipid,No gap,17.736562385620147,0,-17.736562385620147,1.1394425656127321e-4,3.827265749653828e-4,Downregulated,1154
Feature0069,3-O-(2-Acetamido-2-deoxy-beta-D-glucopyranosyl)-D-galactitol,C14 H27 N O11,385.1585,NA,3-O-(2-Acetamido-2-deoxy-beta-D-glucopyranosyl)-D-galactitol,14,27,1,11,0,0,0,1.9285714285714288,0.7857142857142857,-0.14285714285714324,64.37142857142858,2,-9,-5,-0.6,-10,Carbohydrate,No gap,26.000207912561926,0,-26.000207912561926,3.111687640542223e-30,1.0942768202573484e-28,Downregulated,1154
