"","FeatureID","Name","Formula","MW","KEGG Pathways","Metabolika Pathways","name4plot","C","H","O","N","S","P","H_to_C","O_to_C","NOSC","GFE","DBE","DBE_O","AI","AI_mod","DBE_AI","Class","control_means","treatment_means","ratio","log2FC","pval","pval.adj","Comment","Plant"
"121","Feature0547",NA,"C15 H27 N3 O6",345.19012,NA,NA,"Feature0547",15,27,6,3,0,0,1.8,0.4,-0.4,71.7,4,-2,-0.833333333333333,-0.222222222222222,-5,"Protein",6557086.26726705,11937018.4663605,1.8204760437498,0.864315756003102,0.0193761046529026,0.191421554979227,"Upregulated","ERLE"
"122","Feature0544","Pyroquilon","C11 H11 N O",173.08408,NA,NA,"Pyroquilon",11,11,1,1,0,0,1,0.0909090909090909,-0.545454545454546,75.8454545454546,7,6,0.555555555555556,0.578947368421053,5,"Unsaturated HC",270219.757341004,1515992.8290241,5.61022200575435,2.48805786179015,0.0171585517235156,0.191421554979227,"Upregulated","ERLE"
"123","Feature0543",NA,"C11 H19 N O5",245.12631,NA,NA,"Feature0543",11,19,5,1,0,0,1.72727272727273,0.454545454545455,-0.545454545454546,75.8454545454546,3,-2,-0.6,-0.0666666666666667,-3,"Protein",224059.266395964,641859.500525764,2.86468625399965,1.51837714087227,0.00235108842530436,0.130243138638824,"Upregulated","ERLE"
"124","Feature0540",NA,"C20 H30 N2 O8",426.2003,NA,NA,"Feature0540",20,30,8,2,0,0,1.5,0.4,-0.4,71.7,7,-1,-0.3,0.0714285714285714,-3,"Protein",5094754.51599552,3621798.14177712,0.710887665030003,-0.492306492719577,0.00780148516073985,0.159150297279093,"Downregulated","ERLE"
"125","Feature0539","N1-(2-{2-[2-(acetylamino)phenoxy]ethoxy}phenyl)acetamide","C18 H20 N2 O4",328.14237,NA,NA,"N1-(2-{2-[2-(acetylamino)phenoxy]ethoxy}phenyl)acetamide",18,20,4,2,0,0,1.11111111111111,0.222222222222222,-0.333333333333333,69.8,10,6,0.333333333333333,0.428571428571429,4,"Phenol",1391211.27360325,4005180.62777451,2.87891616734893,1.52552577892883,0.0349112954293699,0.225185000801873,"Upregulated","ERLE"
"126","Feature0536",NA,"C13 H24 N2 O9",352.14823,NA,NA,"Feature0536",13,24,9,2,0,0,1.84615384615385,0.692307692307692,0,60.3,3,-6,-4,-0.538461538461538,-8,"Amino Sugar",5252073.05089418,2925029.94603752,0.556928648496145,-0.844435587886733,0.0425197972288644,0.229430808387016,"Downregulated","ERLE"
"127","Feature0529",NA,"C12 H19 N O9",321.10608,NA,NA,"Feature0529",12,19,9,1,0,0,1.58333333333333,0.75,0.166666666666667,55.55,4,-5,-3,-0.230769230769231,-6,"Carbohydrate",525756.540125486,18547396.4849885,35.2775383080574,5.14067798699972,0.0492123926399618,0.239245432239397,"Upregulated","ERLE"
"128","Feature0519","(2R)-2-{[(2R)-2-{[(2S,3R,4R,5S,6R)-3-Acetamido-2,5-dihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-4-yl]oxy}propanoyl]amino}propanoic acid","C14 H24 N2 O9",364.14823,NA,NA,"(2R)-2-{[(2R)-2-{[(2S,3R,4R,5S,6R)-3-Acetamido-2,5-dihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-4-yl]oxy}propanoyl]amino}propanoic acid",14,24,9,2,0,0,1.71428571428571,0.642857142857143,0,60.3,4,-5,-2.33333333333333,-0.333333333333333,-7,"Amino Sugar",10910470.8690586,8710640.76682075,0.798374412191828,-0.324862611681524,0.0222856472172872,0.202913517900705,"Downregulated","ERLE"
"129","Feature0516",NA,"C12 H22 N2 O9",338.1325,NA,NA,"Feature0516",12,22,9,2,0,0,1.83333333333333,0.75,0.166666666666667,55.55,3,-6,-8,-0.636363636363636,-8,"Carbohydrate",5507846.8048586,2201187.05042706,0.399645656172815,-1.32320668650295,0.0373433053558216,0.227967607810908,"Downregulated","ERLE"
"130","Feature0514",NA,"C12 H17 N3 O7",315.10673,NA,NA,"Feature0514",12,17,7,3,0,0,1.41666666666667,0.583333333333333,0.5,46.05,6,-1,-2,-0.0909090909090909,-4,"Phenol",1599886.56334768,169892.913640365,0.106190599716565,-3.23527203441891,0.00893132110198817,0.165459082746861,"Downregulated","ERLE"
"131","Feature0508","UNII:74D1OHC38H","C19 H32 O4",324.23009,"Metabolic pathways;Biosynthesis of secondary metabolites;Other",NA,"UNII:74D1OHC38H-peak1",19,32,4,0,0,0,1.68421052631579,0.210526315789474,-1.26315789473684,96.3,4,0,0,0.117647058823529,0,"Lipid",1166934.86410694,5158140.82809475,4.42024742490001,2.14412712723788,0.00562291230436208,0.149375076711941,"Upregulated","ERLE"
"132","Feature0504","asn-phe","C13 H17 N3 O4",279.12195,NA,NA,"asn-phe-peak2",13,17,4,3,0,0,1.30769230769231,0.307692307692308,0,60.3,7,3,0,0.25,0,"Phenol",2698067.73332108,4368064.56485197,1.61896030663221,0.695067614345316,0.00899554727946395,0.165459082746861,"Upregulated","ERLE"
"133","Feature0503","N-Acetylvanilalanine","C12 H15 N O5",253.09509,NA,NA,"N-Acetylvanilalanine-peak2",12,15,5,1,0,0,1.25,0.416666666666667,-0.166666666666667,65.05,6,1,0,0.294117647058824,0,"Phenol",7861724.54903757,5741983.80446087,0.730372040974623,-0.453296555632174,0.0293089090064079,0.209880723233336,"Downregulated","ERLE"
"134","Feature0499",NA,"C20 H42 N9 O17 P",711.2437,NA,NA,"Feature0499",20,42,17,9,0,1,2.1,0.85,0.7,40.35,5,-12,3.14285714285714,-9,-22,"Carbohydrate",39517.8756681954,58503.4882705606,1.48043100195401,0.566017252786029,0.0308103679823805,0.209880723233336,"Upregulated","ERLE"
"135","Feature0496","8-Methyl-1,2-naphthalenediol","C11 H10 O2",174.0681,"Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other",NA,"8-Methyl-1,2-naphthalenediol",11,10,2,0,0,0,0.909090909090909,0.181818181818182,-0.545454545454546,75.8454545454546,7,5,0.555555555555556,0.6,5,"Phenol",303966.68201987,992518.012550227,3.26521974696341,1.70718008738771,0.00752146869333614,0.156279405072651,"Upregulated","ERLE"
"136","Feature0493","N-(Carboxyacetyl)phenylalanine","C12 H13 N O5",251.07938,NA,NA,"N-(Carboxyacetyl)phenylalanine",12,13,5,1,0,0,1.08333333333333,0.416666666666667,0,60.3,7,2,0.166666666666667,0.411764705882353,1,"Phenol",103927.761558167,18752370.4542515,180.436585692804,7.49534808183876,0.0208480047662975,0.200327237039573,"Upregulated","ERLE"
"137","Feature0490","1-Deoxynojirimycin","C6 H13 N O4",163.08449,"Biosynthesis of secondary metabolites;Other","Superpathway of butirocin biosynthesis;Superpathway of linamarin and lotaustralin biosynthesis;Kanamycin biosynthesis;Superpathway of neomycin biosynthesis","1-Deoxynojirimycin",6,13,4,1,0,0,2.16666666666667,0.666666666666667,-0.333333333333333,69.8,1,-3,-4,-0.666666666666667,-4,"Amino Sugar",4760617.04014335,18025043.0280725,3.78628292846882,1.92078221987627,0.0143699506914954,0.18115825478492,"Upregulated","ERLE"
"138","Feature0488",NA,"C15 H29 N3 O4",315.21588,NA,NA,"Feature0488",15,29,4,3,0,0,1.93333333333333,0.266666666666667,-0.8,83.1,3,-1,-0.5,-0.2,-4,"Lipid",1587830.11927353,3231874.65634251,2.035403294794,1.02531467839987,0.0188631598109136,0.191421554979227,"Upregulated","ERLE"
"139","Feature0487","2,3,4,5,6-Pentahydroxy-N-(2-hydroxyethyl)hexanamide","C8 H17 N O7",239.10053,"Metabolic pathways;Biosynthesis of cofactors;Other",NA,"2,3,4,5,6-Pentahydroxy-N-(2-hydroxyethyl)hexanamide",8,17,7,1,0,0,2.125,0.875,0,60.3,1,-6,-Inf,-1,-7,"Carbohydrate",176853.393132725,324257.714450298,1.83348313937606,0.874586999155449,0.0181013469818687,0.191421554979227,"Upregulated","ERLE"
"140","Feature0474",NA,"C21 H32 N2 O8",440.21604,NA,NA,"Feature0474",21,32,8,2,0,0,1.52380952380952,0.380952380952381,-0.476190476190476,73.8714285714286,7,-1,-0.272727272727273,0.0666666666666667,-3,"Protein",6650038.83982424,4658910.42234354,0.700583941622013,-0.513370174985751,0.0108233648130889,0.173306779889617,"Downregulated","ERLE"
"141","Feature0453","propionylcarnitine","C10 H19 N O4",217.13149,NA,NA,"propionylcarnitine",10,19,4,1,0,0,1.9,0.4,-0.8,83.1,2,-2,-0.6,-0.142857142857143,-3,"Protein",8470480.94020404,3467968.654336,0.409418152147151,-1.28835302713247,0.0191353602633396,0.191421554979227,"Downregulated","ERLE"
"142","Feature0451","glu-asp","C9 H14 N2 O7",262.08011,NA,NA,"glu-asp",9,14,7,2,0,0,1.55555555555556,0.777777777777778,0.666666666666667,41.3,4,-3,-Inf,-0.428571428571429,-5,"Carbohydrate",3768027.09721515,2285580.23579262,0.606572133592626,-0.72124887396317,0.0361532993786541,0.227887651139606,"Downregulated","ERLE"
"143","Feature0447","Marimastat","C15 H29 N3 O5",331.21084,NA,NA,"Marimastat-peak3",15,29,5,3,0,0,1.93333333333333,0.333333333333333,-0.666666666666667,79.3,3,-2,-0.714285714285714,-0.263157894736842,-5,"Protein",1518090.72449553,2613602.24536351,1.72163771452594,0.783781587307578,0.0465919357416259,0.232338452898241,"Upregulated","ERLE"
"144","Feature0437","Apaxifylline","C16 H22 N4 O3",318.1693,NA,NA,"Apaxifylline",16,22,3,4,0,0,1.375,0.1875,-0.25,67.425,8,5,0.111111111111111,0.238095238095238,1,"Phenol",442874.555185057,115927.89383338,0.261762371479975,-1.93367037109889,0.00155880959008212,0.130243138638824,"Downregulated","ERLE"
"145","Feature0423","asn-phe","C13 H17 N3 O4",279.12194,NA,NA,"asn-phe-peak1",13,17,4,3,0,0,1.30769230769231,0.307692307692308,0,60.3,7,3,0,0.25,0,"Phenol",819473.682815847,1843531.18832107,2.24965270633999,1.16970230032526,0.0215384565305177,0.20138456856034,"Upregulated","ERLE"
"146","Feature0414","Methionylleucine","C11 H22 N2 O3 S",262.13515,NA,NA,"Methionylleucine-peak1",11,22,3,2,1,0,2,0.272727272727273,-0.727272727272728,81.0272727272727,2,-1,-0.8,-0.384615384615385,-4,"Lipid",999870.82059509,3629511.08522608,3.62998000388282,1.8599616010093,0.0289609160779171,0.209880723233336,"Upregulated","ERLE"
"147","Feature0395",NA,"C17 H31 N3 O6",373.22139,NA,NA,"Feature0395",17,31,6,3,0,0,1.82352941176471,0.352941176470588,-0.588235294117647,77.0647058823529,4,-2,-0.625,-0.181818181818182,-5,"Protein",1804279.41989807,3868788.95585547,2.14422938774862,1.10045925228127,0.000845347504240099,0.130243138638824,"Upregulated","ERLE"
"148","Feature0393",NA,"C9 H16 N2 O3",200.1161,NA,NA,"Feature0393",9,16,3,2,0,0,1.77777777777778,0.333333333333333,-0.444444444444445,72.9666666666667,3,0,-0.5,-0.0909090909090909,-2,"Protein",8642697.78116602,6494804.47147224,0.75147883634501,-0.412195620326611,0.0464225094334315,0.232338452898241,"Downregulated","ERLE"
"149","Feature0387",NA,"C10 H21 N O10",315.11663,NA,NA,"Feature0387",10,21,10,1,0,0,2.1,1,0.2,54.6,1,-9,10,-1.25,-10,"Carbohydrate",4407883.52563808,9108738.25042309,2.06646527691644,1.04716512212458,0.0369968262765179,0.227967607810908,"Upregulated","ERLE"
"150","Feature0384","gln-phe","C14 H19 N3 O4",293.13766,NA,NA,"gln-phe-peak2",14,19,4,3,0,0,1.35714285714286,0.285714285714286,-0.142857142857143,64.3714285714286,7,3,0,0.222222222222222,0,"Phenol",1257826.82651411,1895056.84478895,1.50661188395929,0.591307814279601,0.0234610308064118,0.202913517900705,"Upregulated","ERLE"
"151","Feature0375",NA,"C20 H20 N6 O5",424.14931,NA,NA,"Feature0375",20,20,5,6,0,0,1,0.25,0.4,48.9,14,9,0.333333333333333,0.478260869565217,3,"Phenol",231355.632729331,412680.306083567,1.78374868688144,0.834912367651796,0.0278272831962604,0.208148078308028,"Upregulated","ERLE"
"152","Feature0369","N-valeryl-Glycine","C7 H13 N O3",159.08952,"Metabolic pathways;Lysine degradation;Other","Superpathway of L-lysine degradation","N-valeryl-Glycine",7,13,3,1,0,0,1.85714285714286,0.428571428571429,-0.571428571428571,76.5857142857143,2,-1,-0.666666666666667,-0.111111111111111,-2,"Protein",634479.236628926,1473444.25401318,2.32228916085858,1.21554762119724,0.0286127483774205,0.209880723233336,"Upregulated","ERLE"
"153","Feature0368","gamma-Glutamyl-N~5~-acetylornithine","C12 H21 N3 O6",303.14309,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Other",NA,"gamma-Glutamyl-N~5~-acetylornithine",12,21,6,3,0,0,1.75,0.5,0,60.3,4,-2,-1.66666666666667,-0.333333333333333,-5,"Protein",1956645.5294857,2925090.50328042,1.49495167070413,0.580098845251134,0.0168944986043194,0.191421554979227,"Upregulated","ERLE"
"154","Feature0361",NA,"C13 H25 N3 O4",287.18455,NA,NA,"Feature0361",13,25,4,3,0,0,1.92307692307692,0.307692307692308,-0.615384615384615,77.8384615384615,3,-1,-0.666666666666667,-0.25,-4,"Protein",842195.56225149,1186306.37554922,1.40858777785268,0.494249469802246,0.030802923420517,0.209880723233336,"Upregulated","ERLE"
"155","Feature0359","tyr-his","C15 H18 N4 O4",318.13296,NA,NA,"tyr-his",15,18,4,4,0,0,1.2,0.266666666666667,0.133333333333333,56.5,9,5,0.142857142857143,0.333333333333333,1,"Phenol",1617090.257555,2169164.46281949,1.34139974728388,0.423739235365455,0.0373850622435001,0.227967607810908,"Upregulated","ERLE"
"156","Feature0356","met-val","C10 H20 N2 O3 S",248.11947,NA,NA,"met-val",10,20,3,2,1,0,2,0.3,-0.6,77.4,2,-1,-1,-0.454545454545455,-4,"Lipid",700644.30101142,2073966.04646244,2.96008408755848,1.56563815929359,0.0351224377364776,0.225185000801873,"Upregulated","ERLE"
"157","Feature0355","N,N-dimethyl-9H-purin-6-amine","C7 H9 N5",163.08581,NA,NA,"N,N-dimethyl-9H-purin-6-amine",7,9,0,5,0,0,1.28571428571429,0,0.857142857142857,35.8714285714286,6,6,0.5,0.5,1,"Unsaturated HC",1496492.77365395,931609.342138893,0.622528460237203,-0.683788300269695,0.0040608195576866,0.130243138638824,"Downregulated","ERLE"
"158","Feature0350","Lys-phe","C15 H23 N3 O3",293.17398,NA,NA,"Lys-phe",15,23,3,3,0,0,1.53333333333333,0.2,-0.533333333333333,75.5,6,3,0,0.142857142857143,0,"Lipid",598049.008257304,1474301.52358135,2.46518513236469,1.30169599529087,0.0405497318382377,0.229430808387016,"Upregulated","ERLE"
"159","Feature0348",NA,"C14 H23 N3 O",249.18412,NA,NA,"Feature0348",14,23,1,3,0,0,1.64285714285714,0.0714285714285714,-0.857142857142857,84.7285714285714,5,4,0.1,0.142857142857143,1,"Lipid",7428427.05779913,4349385.68262969,0.585505605532367,-0.772245111974647,0.00498915744912572,0.143534221997925,"Downregulated","ERLE"
"160","Feature0345",NA,"C17 H25 N3 O4",335.18463,NA,NA,"Feature0345",17,25,4,3,0,0,1.47058823529412,0.235294117647059,-0.470588235294118,73.7117647058824,7,3,0,0.166666666666667,0,"Phenol",105312.393000543,278362.28996751,2.64320543894654,1.40228856051903,0.0124567692163483,0.173306779889617,"Upregulated","ERLE"
"161","Feature0342","mycosporine","C11 H19 N O6",261.12129,"Biosynthesis of secondary metabolites;Other","Superpathway of linamarin and lotaustralin biosynthesis","mycosporine-peak1",11,19,6,1,0,0,1.72727272727273,0.545454545454545,-0.363636363636363,70.6636363636364,3,-3,-1,-0.142857142857143,-4,"Protein",193731.376479974,417518.50208838,2.15514135951818,1.10778250132707,0.00323785454555386,0.130243138638824,"Upregulated","ERLE"
"162","Feature0336","Alpha-Methyltryptamine","C11 H14 N2",174.11571,"Metabolic pathways;Other",NA,"Alpha-Methyltryptamine",11,14,0,2,0,0,1.27272727272727,0,-0.727272727272728,81.0272727272727,6,6,0.444444444444444,0.444444444444444,4,"Unsaturated HC",2997902.41503689,1212755.93058772,0.404534825584973,-1.30566418818754,0.0228836150161526,0.202913517900705,"Downregulated","ERLE"
"163","Feature0334","acetoacetic acid","C4 H6 O3",102.03167,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Tyrosine metabolism;Lysine degradation;Other","Superpathway of L-lysine degradation;Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Superpathway of L-isoleucine biosynthesis I;Other","acetoacetic acid-peak1",4,6,3,0,0,0,1.5,0.75,0,60.3,2,-1,-1,0.2,-1,"Carbohydrate",3972947.18031837,1489922.54514485,0.375016952786534,-1.41497228021686,0.00296970838136488,0.130243138638824,"Downregulated","ERLE"
"164","Feature0333",NA,"C28 H40",376.313,NA,NA,"Feature0333",28,40,0,0,0,0,1.42857142857143,0,-1.42857142857143,101.014285714286,9,9,0.321428571428571,0.321428571428571,9,"Unsaturated HC",750043.866121366,2148833.9986105,2.86494443281374,1.51850715738306,0.00318077821283818,0.130243138638824,"Upregulated","ERLE"
"165","Feature0332",NA,"C16 H29 N3 O6",359.20566,NA,NA,"Feature0332",16,29,6,3,0,0,1.8125,0.375,-0.5,74.55,4,-2,-0.714285714285714,-0.2,-5,"Protein",1033142.6346404,2649964.82913707,2.56495544785976,1.35893376707599,0.0459820241846323,0.232338452898241,"Upregulated","ERLE"
"166","Feature0331","2-Aminoadipic acid","C6 H11 N O4",161.06884,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Lysine degradation;Other","Superpathway of L-lysine degradation;Superpathway of butirocin biosynthesis;Kanamycin biosynthesis;Superpathway of neomycin biosynthesis;Other","2-Aminoadipic acid",6,11,4,1,0,0,1.83333333333333,0.666666666666667,0,60.3,2,-2,-3,-0.333333333333333,-3,"Amino Sugar",6159828.72623714,3404521.26997717,0.552697391645968,-0.855438290854025,0.0257690861413654,0.20361207500431,"Downregulated","ERLE"
"167","Feature0328",NA,"C11 H21 N O12",359.10644,NA,NA,"Feature0328",11,21,12,1,0,0,1.90909090909091,1.09090909090909,0.545454545454545,44.7545454545455,2,-10,5.5,-1.25,-11,"Carbohydrate",2095120.95337633,12058849.9895115,5.75568201448151,2.5249868893675,0.0121792177990347,0.173306779889617,"Upregulated","ERLE"
"168","Feature0327",NA,"C17 H33 N O15",491.18523,NA,NA,"Feature0327",17,33,15,1,0,0,1.94117647058824,0.882352941176471,0,60.3,2,-13,-14,-0.764705882352941,-14,"Carbohydrate",6416242.20511605,4868255.88863763,0.758739419898439,-0.398323600773048,0.0180088485663779,0.191421554979227,"Downregulated","ERLE"
"169","Feature0323",NA,"C11 H19 N3 O7",305.12233,NA,NA,"Feature0323",11,19,7,3,0,0,1.72727272727273,0.636363636363636,0.363636363636364,49.9363636363636,4,-3,-6,-0.555555555555556,-6,"Amino Sugar",655966.844450812,2317129.54654577,3.53238820856214,1.82064390351603,0.0108802222158419,0.173306779889617,"Upregulated","ERLE"
"170","Feature0321","Gly-Lys","C8 H17 N3 O3",203.12694,NA,NA,"Gly-Lys",8,17,3,3,0,0,2.125,0.375,-0.25,67.425,2,-1,-2,-0.714285714285714,-4,"Protein",2264493.17554906,2988091.89085231,1.31954113314022,0.400036323496682,0.0156578444440235,0.1889043168408,"Upregulated","ERLE"
"171","Feature0318","eutypine","C12 H10 O2",186.06813,"Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other",NA,"eutypine",12,10,2,0,0,0,0.833333333333333,0.166666666666667,-0.5,74.55,8,6,0.6,0.636363636363636,6,"Phenol",123615.336299071,264334.304268231,2.13836172907146,1.0965059225604,0.0220983644445679,0.202913517900705,"Upregulated","ERLE"
"172","Feature0317","threonylphenylalanine","C13 H18 N2 O4",266.12661,"Metabolic pathways;Biosynthesis of cofactors;Other",NA,"threonylphenylalanine-peak1",13,18,4,2,0,0,1.38461538461538,0.307692307692308,-0.307692307692307,69.0692307692308,6,2,0,0.222222222222222,0,"Phenol",202637.611008148,299716.936014643,1.47907851125718,0.564698634448567,0.0150513166340228,0.185577772124984,"Upregulated","ERLE"
"173","Feature0315",NA,"C13 H25 N3 O5",303.17947,NA,NA,"Feature0315",13,25,5,3,0,0,1.92307692307692,0.384615384615385,-0.461538461538462,73.4538461538462,3,-2,-1,-0.333333333333333,-5,"Protein",526253.252512485,813332.410451676,1.54551521832614,0.62808786014603,0.0408079707860936,0.229430808387016,"Upregulated","ERLE"
"174","Feature0310","TC2700000","C2 H7 O4 P",126.00817,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various antibiotics;Other",NA,"TC2700000",2,7,4,0,0,1,3.5,2,-2,117.3,0,-4,1.66666666666667,3,-5,"Other",250850.700034424,422190.347202364,1.68303435926002,0.751064629685122,0.0107557456012991,0.173306779889617,"Upregulated","ERLE"
"175","Feature0309","dictyoquinazol B","C18 H20 N2 O4",328.14238,NA,NA,"dictyoquinazol B",18,20,4,2,0,0,1.11111111111111,0.222222222222222,-0.333333333333333,69.8,10,6,0.333333333333333,0.428571428571429,4,"Phenol",250726.234227376,934780.544625293,3.72829172625618,1.89851475043123,0.0391105579094999,0.229430808387016,"Upregulated","ERLE"
"176","Feature0301",NA,"C19 H36 N4 O6",416.26354,NA,NA,"Feature0301",19,36,6,4,0,0,1.89473684210526,0.315789473684211,-0.631578947368421,78.3,4,-2,-0.666666666666667,-0.25,-6,"Protein",105292.717986939,176302.325089299,1.67440188134538,0.743645837708485,0.0178386716051375,0.191421554979227,"Upregulated","ERLE"
"177","Feature0297","gln-phe","C14 H19 N3 O4",293.13756,NA,NA,"gln-phe-peak1",14,19,4,3,0,0,1.35714285714286,0.285714285714286,-0.142857142857143,64.3714285714286,7,3,0,0.222222222222222,0,"Phenol",826836.862837159,2654611.22245258,3.21056225449807,1.68282597359181,0.0451250373242428,0.231053725641857,"Upregulated","ERLE"
"178","Feature0293","Asp-Trp","C15 H17 N3 O5",319.11688,NA,NA,"Asp-Trp",15,17,5,3,0,0,1.13333333333333,0.333333333333333,0.133333333333333,56.5,9,4,0.142857142857143,0.368421052631579,1,"Phenol",487573.353471903,1181488.33898575,2.42320120772111,1.2769142022839,0.0441210143632541,0.231053725641857,"Upregulated","ERLE"
"179","Feature0284","?-Ribazole","C14 H18 N2 O4",278.12667,"Metabolic pathways;Biosynthesis of cofactors;Other",NA,"?-Ribazole-peak2",14,18,4,2,0,0,1.28571428571429,0.285714285714286,-0.285714285714286,68.4428571428571,7,3,0.125,0.3,1,"Phenol",3693112.99779026,1538660.68240663,0.416629733053733,-1.26316229295841,0.00375785215533391,0.130243138638824,"Downregulated","ERLE"
"180","Feature0275","Penicillic acid","C8 H10 O4",170.05799,"Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Tyrosine metabolism;Other",NA,"Penicillic acid-peak1",8,10,4,0,0,0,1.25,0.5,-0.25,67.425,4,0,0,0.333333333333333,0,"Phenol",575281.096050731,1532872.58861539,2.66456276616503,1.41389881747344,0.0426081767072705,0.229430808387016,"Upregulated","ERLE"
"181","Feature0272","Aniflorine","C20 H21 N3 O3",351.15844,NA,NA,"Aniflorine",20,21,3,3,0,0,1.05,0.15,-0.3,68.85,12,9,0.428571428571429,0.483870967741935,6,"Phenol",1227971.1473371,2339984.98762845,1.90557000683834,0.930222610859732,0.0102242691836943,0.171218358568732,"Upregulated","ERLE"
"182","Feature0260","Gly-Ser","C5 H10 N2 O4",162.06409,NA,NA,"Gly-Ser",5,10,4,2,0,0,2,0.8,0.8,37.5,2,-2,4,-2,-4,"Carbohydrate",2653979.02384146,4937938.48898898,1.86057932057113,0.895751897023891,0.0309785394064797,0.209880723233336,"Upregulated","ERLE"
"183","Feature0257","(5-Benzyl-3,6-dioxo-2-piperazinyl)acetic acid","C13 H14 N2 O4",262.09538,NA,NA,"(5-Benzyl-3,6-dioxo-2-piperazinyl)acetic acid",13,14,4,2,0,0,1.07692307692308,0.307692307692308,0,60.3,8,4,0.285714285714286,0.444444444444444,2,"Phenol",5409207.56493807,3200708.42933664,0.591714847491398,-0.757025998796455,0.0146270215085358,0.18235020147308,"Downregulated","ERLE"
"184","Feature0254","N-Acetyl-L-leucine","C8 H15 N O3",173.10526,"Other",NA,"N-Acetyl-L-leucine-peak2",8,15,3,1,0,0,1.875,0.375,-0.75,81.675,2,-1,-0.5,-0.0909090909090909,-2,"Protein",3710696.93569331,1995439.41709535,0.537753271602744,-0.894983698092216,0.0268509564000793,0.20533948787436,"Downregulated","ERLE"
"185","Feature0243","6-Quinolinecarboxylic acid","C10 H7 N O2",173.04768,"Other",NA,"6-Quinolinecarboxylic acid",10,7,2,1,0,0,0.7,0.2,0,60.3,8,6,0.714285714285714,0.75,5,"Condensed HC",441198.171260315,1705592.62626782,3.86581980019469,1.95077438989666,0.0101977819199489,0.171218358568732,"Upregulated","ERLE"
"186","Feature0238",NA,"C13 H23 N3 O6",317.15873,NA,NA,"Feature0238",13,23,6,3,0,0,1.76923076923077,0.461538461538462,-0.153846153846154,64.6846153846154,4,-2,-1.25,-0.285714285714286,-5,"Protein",1094952.09148645,2387684.98699628,2.18062964175436,1.12474476338731,0.0239685345544645,0.202913517900705,"Upregulated","ERLE"
"187","Feature0231",NA,"C9 H15 N O5",217.09502,NA,NA,"Feature0231",9,15,5,1,0,0,1.66666666666667,0.555555555555556,-0.222222222222222,66.6333333333333,3,-2,-1,-0.0909090909090909,-3,"Amino Sugar",319699.702192894,8870881.11624466,27.7475426326557,4.79428810459651,0.0413502167505948,0.229430808387016,"Upregulated","ERLE"
"188","Feature0230","ser-trp","C14 H17 N3 O4",291.12193,NA,NA,"ser-trp",14,17,4,3,0,0,1.21428571428571,0.285714285714286,0,60.3,8,4,0.142857142857143,0.333333333333333,1,"Phenol",1572575.79497903,3732882.78947996,2.37373791546228,1.24716065573148,0.0073720075784648,0.156064009491274,"Upregulated","ERLE"
"189","Feature0229","Caffeic acid","C9 H8 O4",180.04231,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of cofactors;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of various antibiotics;Phenylalanine metabolism;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other","Superpathway of chorismate metabolism;Superpathway of scopolin and esculin biosynthesis;Superpathway of aromatic amino acid biosynthesis;Superpathway of 4-hydroxybenzoate biosynthesis (yeast);Other","Caffeic acid-peak1",9,8,4,0,0,0,0.888888888888889,0.444444444444444,0,60.3,6,2,0.4,0.571428571428571,2,"Phenol",2555668.73473527,840405.834872789,0.328839893625667,-1.6045427628853,0.00352806914296515,0.130243138638824,"Downregulated","ERLE"
"190","Feature0222","cys-val","C8 H16 N2 O3 S",220.08817,NA,NA,"cys-val-peak1",8,16,3,2,1,0,2,0.375,-0.25,67.425,2,-1,-2,-0.714285714285714,-4,"Protein",412806.933352139,1292516.81649537,3.13104435044168,1.64664394402724,0.0354645271228277,0.226086360408026,"Upregulated","ERLE"
"191","Feature0216",NA,"C19 H41 N O",299.31886,NA,NA,"Feature0216",19,41,1,1,0,0,2.15789473684211,0.0526315789473684,-1.89473684210526,114.3,0,-1,-0.117647058823529,-0.0857142857142857,-2,"Lipid",2151644.47882101,278574.75724229,0.129470625832635,-2.94930327707251,2.02241857715329e-05,0.0226915364356599,"Downregulated","ERLE"
