FeatureID,Name,Formula,MW,KEGG Pathways,name4plot,C,H,O,NA,F,N,Cl,P,S,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,gap_status,control_means,treatment_means,log2FC,pval,pval.adj,Comment
Feature0540,NA,NA,103.99596,NA,Feature0540,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,Full gap,27.001646350425034,26.962318488775274,-0.039327861649759654,0.5817012131873041,0.6188310778588341,Downregulated
Feature0539,NA,C4 H2 O8 S2,241.91814,NA,Feature0539,4,2,8,0,0,0,0,0,2,0.5,2,4.5,-67.95,4,-4,1,1,-6,Other,Full gap,26.33901527749522,26.68644843315014,0.34743315565491883,8.843689022403093e-6,1.7187381492302832e-5,Upregulated
Feature0538,NA,C10 H19 N O8,281.11106,NA,Feature0538,10,19,8,0,0,1,0,0,0,1.9,0.8,0,60.3,2,-6,-7,-0.6,-7,Carbohydrate,Full gap,25.60366153921874,24.603309954299146,-1.0003515849195956,2.083486478967606e-4,3.626321403266403e-4,Downregulated
Feature0537,NA,C12 H12 N2 O S,232.07112,NA,Feature0537,12,12,1,0,0,2,0,0,1,1,0.08333333333333333,-0.16666666666666696,65.05000000000001,8,7,0.5,0.5294117647058824,4,Unsaturated HC,Full gap,26.264105674984066,26.729377938734533,0.4652722637504674,0.016174262154193805,0.02175023028070072,Upregulated
Feature0536,NA,C11 H20 N4 O3,256.15356,NA,Feature0536,11,20,3,0,0,4,0,0,0,1.818181818181818,0.2727272727272727,-0.18181818181818168,65.48181818181817,4,1,-0.75,-0.2727272727272727,-3,Lipid,Full gap,20.489882725458674,20.60565999020522,0.11577726474654426,0.9271343273563892,0.932219159133481,Upregulated
Feature0535,NA,C23 H40 N2 O3,370.31962,NA,Feature0535,23,40,3,0,0,2,0,0,0,1.7391304347826086,0.13043478260869565,-1.2173913043478262,94.99565217391304,5,2,0,0.07692307692307693,0,Lipid,Full gap,26.381356729000625,26.882398004050508,0.5010412750498823,2.8735705117387717e-4,4.8779746341244583e-4,Upregulated
Feature0534,NA,C19 H20 N4 O2,336.16458,NA,Feature0534,19,20,2,0,0,4,0,0,0,1.0526315789473684,0.10526315789473684,-0.21052631578947345,66.29999999999998,12,10,0.4615384615384616,0.5,6,Unsaturated HC,Full gap,25.093803704600262,26.056601830261194,0.9627981256609317,1.7410252873920425e-9,5.232589661560783e-9,Upregulated
Feature0533,NA,C2 H3 P S,89.96937,NA,Feature0533,2,3,0,0,0,0,0,1,1,1.5,0,-3,145.8,2,2,NA,NA,0,Lipid,Full gap,25.883034527438088,26.409475518805294,0.5264409913672061,6.945144194238885e-7,1.5279317227325549e-6,Upregulated
Feature0532,NA,C11 H22 N2 O3,230.16304,NA,Feature0532,11,22,3,0,0,2,0,0,0,2,0.2727272727272727,-0.9090909090909092,86.2090909090909,2,-1,-0.5,-0.2,-3,Lipid,Full gap,24.83171795826866,23.985418132689865,-0.846299825578793,0.0012623128257576626,0.0019612204919963686,Downregulated
Feature0531,NA,C16 H29 N O13,443.16395,NA,Feature0531,16,29,13,0,0,1,0,0,0,1.8125,0.8125,0,60.3,3,-10,-5.5,-0.5294117647058824,-11,Carbohydrate,Full gap,27.651878652880335,23.300691311359852,-4.3511873415204825,2.4236259321384094e-10,8.128013796805641e-10,Downregulated
Feature0530,NA,NA,101.96297,NA,Feature0530,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,Full gap,25.8229993438638,25.711018891009953,-0.11198045285384595,0.3479403064884007,0.3858209043722185,Downregulated
Feature0529,NA,C18 H25 N5 O10,471.15896,NA,Feature0529,18,25,10,0,0,5,0,0,0,1.3888888888888888,0.5555555555555556,0.5555555555555554,44.46666666666667,9,-1,-2,-0.125,-6,Phenol,Full gap,26.453889791211488,23.862941035468772,-2.5909487557427155,7.991433843377135e-13,3.9957169216885675e-12,Downregulated
Feature0528,NA,C14 H26 N6 O10,438.1713,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Feature0528,14,26,10,0,0,6,0,0,0,1.8571428571428572,0.7142857142857143,0.8571428571428572,35.87142857142857,5,-5,5.5,-2,-11,Carbohydrate,Full gap,23.115091015148767,20.43049178678737,-2.684599228361396,0.014435868174131365,0.01960426542165988,Downregulated
Feature0527,NA,C18 H11 F3 N2,312.08214,NA,Feature0527,18,11,0,0,3,2,0,0,0,0.6111111111111112,0,-0.2777777777777777,68.21666666666667,14.5,14.5,0.78125,0.78125,12.5,Condensed HC,Full gap,25.567657295352053,20.94657716108078,-4.621080134271274,7.52650642109583e-9,2.0492963027736172e-8,Downregulated
Feature0526,NA,C20 H32 N6 O3,404.25385,NA,Feature0526,20,32,3,0,0,6,0,0,0,1.6,0.15,-0.4000000000000003,71.7,8,5,-0.09090909090909093,0.04,-1,Lipid,Full gap,21.01014215004214,21.63108844326082,0.6209462932186796,0.007258294028639452,0.010315404950262787,Upregulated
Feature0525,NA,C18 H23 N5,309.19516,NA,Feature0525,18,23,0,0,0,5,0,0,0,1.2777777777777777,0,-0.44444444444444464,72.96666666666667,10,10,0.38461538461538464,0.38461538461538464,5,Unsaturated HC,Full gap,23.57872023830786,24.702265523158275,1.1235452848504153,0.3598079554387079,0.3973782640387336,Upregulated
Feature0524,NA,C10 H7 Cl N4,218.04022,NA,Feature0524,11,7,0,0,0,4,1,0,0,0.6363636363636364,0,0.4545454545454546,47.345454545454544,10.5,10.5,0.9285714285714286,0.9285714285714286,6.5,Condensed HC,Full gap,25.996652163546635,22.018811603014314,-3.9778405605323215,1.6012018375857934e-10,5.436179078223373e-10,Downregulated
Feature0523,NA,C9 H9 N O4,179.07955,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Feature0523,9,9,4,0,0,1,0,0,0,1,0.4444444444444444,0.22222222222222232,53.96666666666666,6,2,0.25,0.5,1,Phenol,Full gap,25.75472529328518,24.35527984079194,-1.3994454524932394,7.73043711755073e-10,2.3752739746664256e-9,Downregulated
Feature0522,NA,C19 H20 N4 O2,318.1539,NA,Feature0522,19,20,2,0,0,4,0,0,0,1.0526315789473684,0.10526315789473684,-0.21052631578947345,66.29999999999998,12,10,0.4615384615384616,0.5,6,Unsaturated HC,Full gap,23.694950668526907,25.74597255825112,2.051021889724211,6.988334890537579e-13,3.5501427733905194e-12,Upregulated
Feature0521,NA,C11 H11 N3 O S,233.0664,NA,Feature0521,11,11,1,0,0,3,0,0,1,1,0.09090909090909093,0.18181818181818168,55.11818181818182,8,7,0.5,0.5384615384615384,3,Unsaturated HC,Full gap,24.232281121117428,25.013270810840808,0.7809896897233806,1.429482943781817e-5,2.7299153440277754e-5,Upregulated
Feature0520,NA,C9 H11 N O3,181.07154,NA,Feature0520,9,11,3,0,0,1,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,Full gap,21.831673245821115,23.584128355111332,1.7524551092902172,0.002261105378250526,0.0033885775423373008,Upregulated
Feature0519,NA,C22 H23 N3 O5,431.14036,NA,Feature0519,22,23,5,0,0,3,0,0,0,1.0454545454545454,0.2272727272727273,-0.18181818181818168,65.48181818181817,13,8,0.35714285714285715,0.4545454545454546,5,Phenol,Full gap,28.328084588656893,20.915493054639246,-7.412591534017647,1.649787396609993e-20,3.9451437745021575e-19,Downregulated
Feature0518,NA,C30 H30 N6 O9,618.20799,NA,Feature0518,30,30,9,0,0,6,0,0,0,1,0.3,0.20000000000000015,54.599999999999994,19,10,0.26666666666666666,0.4358974358974359,4,Phenol,Full gap,20.44440408183162,20.744368097768675,0.2999640159370536,0.007147753390444614,0.010184622706592067,Upregulated
Feature0517,NA,C11 H21 N O8 S,327.09887,Other,Feature0517,11,21,8,0,0,1,0,0,1,1.9090909090909092,0.7272727272727273,0,60.3,2,-6,-8,-0.8,-8,Carbohydrate,Full gap,25.648261041281007,21.66858024589662,-3.979680795384386,1.1858856043770112e-10,4.1021200151406047e-10,Downregulated
Feature0516,NA,C35 H63 N O3,545.48105,NA,Feature0516,35,63,3,0,0,1,0,0,0,1.8,0.08571428571428572,-1.5428571428571427,104.27142857142856,5,2,0.03225806451612903,0.07692307692307693,1,Lipid,Full gap,24.587330405340545,24.17780076703407,-0.4095296383064735,0.7110086233066413,0.7434500814042827,Downregulated
Feature0515,NA,C12 H15 N3 S,233.10278,NA,Feature0515,12,15,0,0,0,3,0,0,1,1.25,0,-0.33333333333333304,69.79999999999998,7,7,0.375,0.375,3,Unsaturated HC,Full gap,19.972402517197253,27.551073232646495,7.578670715449242,1.2434221819171385e-12,5.9989666671440896e-12,Upregulated
Feature0514,NA,C35 H63 N O3,545.48106,NA,Feature0514,35,63,3,0,0,1,0,0,0,1.8,0.08571428571428572,-1.5428571428571427,104.27142857142856,5,2,0.03225806451612903,0.07692307692307693,1,Lipid,Full gap,24.87399933243978,25.128783259846735,0.25478392740695455,0.7895333517758841,0.8107398636519006,Upregulated
Feature0513,NA,NA,257.89211,NA,Feature0513,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,Full gap,24.461493467603887,24.897749389554185,0.4362559219502984,1.474533467384934e-4,2.591033249398447e-4,Upregulated
Feature0512,NA,C18 H34 N2 O12,470.2113,NA,Feature0512,18,34,12,0,0,2,0,0,0,1.8888888888888888,0.6666666666666666,-0.22222222222222232,66.63333333333333,3,-9,-2.75,-0.5,-11,Amino Sugar,Full gap,26.345377181680732,22.292772977607587,-4.052604204073145,1.9682883070581262e-14,1.304287432387915e-13,Downregulated
Feature0511,NA,C3 H2 N4 O18 S2,445.88051,NA,Feature0511,3,2,18,0,0,4,0,0,2,0.6666666666666666,6,16.666666666666664,-414.69999999999993,5,-13,0.9047619047619048,0.8333333333333334,-19,Other,Full gap,25.00570505405318,25.486529471068966,0.4808244170157856,1.2970792606257917e-8,3.413366475331031e-8,Upregulated
Feature0510,NA,C18 H19 F3 N2,283.12969,NA,Feature0510,18,19,0,0,3,2,0,0,0,1.0555555555555556,0,-0.7222222222222223,80.88333333333333,10.5,10.5,0.53125,0.53125,8.5,Unsaturated HC,Full gap,19.42005076116568,19.58808055019608,0.168029789030399,8.143813513394273e-4,0.0013135183086119794,Upregulated
Feature0509,NA,C6 H5 O13 P3,377.89309,NA,Feature0509,6,5,13,0,0,0,0,3,0,0.8333333333333334,2.1666666666666665,1,31.799999999999997,6,-7,1,1,-10,Other,Full gap,24.705886553255954,25.221296002896405,0.5154094496404511,8.067376086942327e-9,2.1644179745455025e-8,Upregulated
Feature0508,NA,C16 H28 N2 O13,456.15919,NA,Feature0508,16,28,13,0,0,2,0,0,0,1.75,0.8125,0.25,53.175,4,-9,-11,-0.6,-11,Carbohydrate,Full gap,27.7261920268389,20.338175423166692,-7.388016603672206,1.272489666223119e-28,1.1664488607045257e-26,Downregulated
Feature0507,NA,C10 H17 N7 O8,363.11421,NA,Feature0507,10,17,8,0,0,7,0,0,0,1.7,0.8,2,3.299999999999997,6,-2,1.8,5,-9,Carbohydrate,Full gap,25.666238074002315,22.8619585889562,-2.8042794850461163,2.1234635111748634e-13,1.1563415159863118e-12,Downregulated
Feature0506,NA,C22 H39 N O17,589.22211,NA,Feature0506,22,39,17,0,0,1,0,0,0,1.7727272727272727,0.7727272727272727,-0.09090909090909084,62.89090909090909,4,-13,-3.5,-0.44,-14,Carbohydrate,Full gap,27.56877756586204,21.094941536636046,-6.473836029225993,8.142495728350173e-22,2.487984805884775e-20,Downregulated
Feature0505,NA,C18 H15 N3 O,289.11625,NA,Feature0505,18,15,1,0,0,3,0,0,0,0.8333333333333334,0.05555555555555555,-0.22222222222222232,66.63333333333333,13,12,0.6428571428571429,0.6551724137931034,9,Unsaturated HC,Full gap,22.93809213661444,23.31834105702548,0.3802489204110415,0.30190580073970497,0.3400892545729305,Upregulated
Feature0504,NA,C12 H23 N O4,245.16269,NA,Feature0504,12,23,4,0,0,1,0,0,0,1.9166666666666667,0.3333333333333333,-1,88.8,2,-2,-0.42857142857142855,-0.1111111111111111,-3,Protein,Full gap,21.055660817090413,21.070555301860452,0.014894484770039185,0.9787099418161123,0.9804926557356315,Upregulated
Feature0503,NA,NA,100.00105,NA,Feature0503,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,Full gap,24.58178124344561,24.81291336359218,0.2311321201465688,0.01567897584154103,0.021234510517497862,Upregulated
Feature0502,NA,C39 H74 N2 O6,666.55504,NA,Feature0502,39,74,6,0,0,2,0,0,0,1.8974358974358976,0.15384615384615383,-1.435897435897436,101.22307692307692,4,-2,-0.12903225806451613,-0.02941176470588235,-4,Lipid,Full gap,21.5881350790315,22.713298714413607,1.1251636353821084,0.10940907984112591,0.13110020460265634,Upregulated
Feature0501,NA,C10 H10 N2 O2,190.06944,NA,Feature0501,10,10,2,0,0,2,0,0,0,1,0.2,0,60.3,7,5,0.5,0.5714285714285714,3,Phenol,Full gap,23.4454749385353,25.04774144140928,1.6022665028739809,4.142234234249084e-11,1.5604307046828743e-10,Upregulated
Feature0500,NA,C11 H18 N3 O6 P S,351.06551,NA,Feature0500,11,18,6,0,0,3,0,1,1,1.6363636363636365,0.5454545454545454,0,60.3,5,-1,-Inf,-1,-6,Protein,Full gap,21.658184664260848,21.698129859123647,0.03994519486279913,0.7915769214201285,0.8107398636519006,Upregulated
Feature0499,NA,C9 H9 N2 O6 P3 S4,461.85452,NA,Feature0499,9,9,6,0,0,2,0,3,4,1,0.6666666666666666,0.22222222222222232,53.96666666666666,8,2,1.1666666666666667,1.3333333333333333,-7,Other,Full gap,24.005304226978353,24.512563431349335,0.5072592043709818,5.333202233456412e-6,1.0513481105380023e-5,Upregulated
Feature0498,NA,C4 H N4 O7 P3,309.90566,NA,Feature0498,4,1,7,0,0,4,0,3,0,0.25,1.75,2.5,-10.950000000000005,8,1,0.6,0.38461538461538464,-6,Other,Full gap,24.121154397755333,24.80591984193608,0.6847654441807478,1.591618353286469e-13,8.753900943075579e-13,Upregulated
Feature0497,NA,C9 H8 O17 P2 S2,513.86803,NA,Feature0497,9,8,17,0,0,0,0,2,2,0.8888888888888888,1.8888888888888888,2.2222222222222223,-3.0333333333333385,7,-10,1.1666666666666667,1.5714285714285714,-14,Other,Full gap,24.301384727806738,24.961559880566867,0.6601751527601287,2.614110853866717e-12,1.1502087757013555e-11,Upregulated
Feature0496,NA,C3 H5 N2 P S,131.99089,NA,Feature0496,3,5,0,0,0,2,0,1,1,1.6666666666666667,0,-0.666666666666667,79.30000000000001,3,3,1,1,-1,Lipid,Full gap,24.363647487243927,24.574120968668428,0.21047348142450062,0.029510750489009675,0.037922693385409635,Upregulated
Feature0495,NA,NA,581.85559,NA,Feature0495,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,Full gap,24.216989188252633,24.888145460220986,0.6711562719683535,1.6864013955830726e-12,7.860345487887203e-12,Upregulated
Feature0494,NA,C11 H23 N3 O3,245.17392,NA,Feature0494,11,23,3,0,0,3,0,0,0,2.090909090909091,0.2727272727272727,-0.7272727272727275,81.02727272727273,2,-1,-0.8,-0.38461538461538464,-4,Lipid,Full gap,23.109678040414906,23.40481399653485,0.2951359561199425,0.038714416862187684,0.04928918813472969,Upregulated
Feature0493,NA,C H3 N O5,109.00137,NA,Feature0493,1,3,5,0,0,1,0,0,0,3,5,10,-224.7,1,-4,1,1,-5,Other,Full gap,23.914689706049845,24.266921588550602,0.35223188250075665,0.010643074986256438,0.014819471499850738,Upregulated
Feature0492,NA,C6 H N6 O5 P3 S2,393.86699,NA,Feature0492,6,1,5,0,0,6,0,3,2,0.16666666666666666,0.8333333333333334,2.666666666666667,-15.700000000000015,11,6,0.5,0.3333333333333333,-5,Other,Full gap,23.78781174047738,24.291018411868468,0.5032066713910872,1.3730445772242159e-5,2.6404703408157997e-5,Upregulated
Feature0491,NA,NA,121.9172,Microbial metabolism in diverse environments;Other,Feature0491,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,Full gap,23.678040300009627,24.13795157795252,0.45991127794289355,0.001647592014537811,0.0025312167821111625,Upregulated
Feature0490,"?,?'-diglycerol",C6 H14 O5,166.08414,NA,"?,?'-diglycerol",6,14,5,0,0,0,0,0,0,2.3333333333333335,0.8333333333333334,-0.666666666666667,79.30000000000001,0,-5,-5,-0.7142857142857143,-5,Carbohydrate,Full gap,20.266667447185412,28.3371346166937,8.070467169508287,6.5503190768373275e-31,1.20089183075351e-28,Upregulated
Feature0489,.alpha.-Glucoheptitol,C7 H16 O7,212.08956,NA,.alpha.-Glucoheptitol,7,16,7,0,0,0,0,0,0,2.2857142857142856,1,-0.2857142857142856,68.44285714285714,0,-7,-Inf,-1,-7,Carbohydrate,Full gap,22.422800925233048,24.991787822193487,2.568986896960439,9.238300742861787e-6,1.7858241663277515e-5,Upregulated
Feature0488,(+)-Piperitol,C20 H20 O6,356.12609,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Other,(+)-Piperitol,20,20,6,0,0,0,0,0,0,1,0.3,-0.4000000000000003,71.7,11,5,0.35714285714285715,0.4705882352941176,5,Phenol,Full gap,21.218807601991426,21.776150086130702,0.5573424841392765,1.0053810257643462e-4,1.7953232602934755e-4,Upregulated
Feature0487,(±)13-HpODE,C18 H32 O4,294.21938,Metabolic pathways;Biosynthesis of secondary metabolites;Other,(±)13-HpODE,18,32,4,0,0,0,0,0,0,1.7777777777777777,0.2222222222222222,-1.333333333333333,98.29999999999998,3,-1,-0.07142857142857142,0.0625,-1,Lipid,Full gap,20.37593475605434,25.198404852805027,4.822470096750688,3.200396929777785e-7,7.273629385858603e-7,Upregulated
Feature0486,"(1R,4aS,5R,8aS)-5-(5-hydroxy-3-methylpentyl)-1,4a-dimethyl-6-methylidene-decahydronaphthalene-1-carboxylic acid",C20 H34 O3,322.25075,Metabolic pathways;Biosynthesis of secondary metabolites;Other,"(1R,4aS,5R,8aS)-5-(5-hydroxy-3-methylpentyl)-1,4a-dimethyl-6-methylidene-decahydronaphthalene-1-carboxylic acid",20,34,3,0,0,0,0,0,0,1.7,0.15,-1.4000000000000004,100.20000000000002,4,1,0.0588235294117647,0.13513513513513514,1,Lipid,Full gap,20.87138544460196,21.673484412873528,0.8020989682715687,0.024624910229503614,0.0321703102760736,Upregulated
Feature0485,(2E)-2-Pentenedioate,C5 H4 O4,128.01091,NA,(2E)-2-Pentenedioate,5,4,4,0,0,0,0,0,0,0.8,0.8,0.7999999999999998,37.5,4,0,0,0.6666666666666666,0,Condensed HC,Full gap,24.973029283649666,24.189421031672598,-0.7836082519770677,0.036452822332407174,0.04662570298331151,Downregulated
Feature0484,"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",C9 H17 N O8,267.09545,Metabolic pathways;ABC transporters;Other,"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",9,17,8,0,0,1,0,0,0,1.8888888888888888,0.8888888888888888,0.22222222222222232,53.96666666666666,2,-6,-Inf,-0.75,-7,Carbohydrate,Full gap,26.059144493642446,24.208886154990086,-1.8502583386523597,1.1419113219450868e-13,6.408685990508141e-13,Downregulated
Feature0483,"(2S)-3-Phenyl-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",C15 H21 N O7,327.13187,NA,"(2S)-3-Phenyl-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",15,21,7,0,0,1,0,0,0,1.4,0.4666666666666667,-0.2666666666666666,67.89999999999999,6,-1,-0.2857142857142857,0.14285714285714285,-2,Phenol,Full gap,26.07598413346632,23.974664186186672,-2.1013199472796487,2.105500014165887e-6,4.38685698833764e-6,Downregulated
Feature0482,"(2Z,4Z)-6-Amino-2,4-diimino-5-nitro-1,3(2H,4H)-pyrimidinediol",C4 H6 N6 O4,202.04538,NA,"(2Z,4Z)-6-Amino-2,4-diimino-5-nitro-1,3(2H,4H)-pyrimidinediol",4,6,4,0,0,6,0,0,0,1.5,1,5,-82.2,5,1,0.8333333333333334,0.75,-5,Carbohydrate,Full gap,28.823994351023288,24.28138396745072,-4.542610383572569,4.264474820388411e-8,1.0661187050971026e-7,Downregulated
Feature0481,"(6R)-5-Acetamido-3,5-dideoxy-6-[(1R,2R)-1,2-dihydroxy-3-(lactoyloxy)propyl]-alpha-L-threo-hex-2-ulopyranosonic acid",C14 H23 N O11,381.12721,NA,"(6R)-5-Acetamido-3,5-dideoxy-6-[(1R,2R)-1,2-dihydroxy-3-(lactoyloxy)propyl]-alpha-L-threo-hex-2-ulopyranosonic acid",14,23,11,0,0,1,0,0,0,1.6428571428571428,0.7857142857142857,0.1428571428571428,56.22857142857143,4,-7,-4,-0.3333333333333333,-8,Carbohydrate,Full gap,27.1073779621749,23.230649267514092,-3.876728694660809,7.90059340966353e-9,2.1300619486837948e-8,Downregulated
Feature0480,(S)-malyl alpha-D-glucosaminide,C10 H17 N O9,295.09039,NA,(S)-malyl alpha-D-glucosaminide,10,17,9,0,0,1,0,0,0,1.7,0.9,0.3999999999999999,48.9,3,-6,-Inf,-0.5555555555555556,-7,Carbohydrate,Full gap,26.37725078719814,25.531030094370852,-0.8462206928272877,4.355888950828278e-5,8.066461020052367e-5,Downregulated
Feature0479,[Similar to: (±)5(6)-DiHET; ΔMass: -166.1745 Da],NA,172.07118,NA,[Similar to: (±)5(6)-DiHET; ΔMass: -166.1745 Da],0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,Inf,Inf,1,Other,Full gap,19.0281153664423,27.561087128760928,8.532971762318628,8.805939529960159e-17,1.0090139044746016e-15,Upregulated
Feature0478,"[Similar to: (2R,3R,3aR,5R)-5,7-dimethoxy-2-(7-methoxy-2H-1,3-benzodioxol-5-yl)-3-methyl-3a-(prop-2-en-1-yl)-2,3,3a,4,5,6-hexahydro-1-benzofuran-6-one; ΔMass: 150.0318 Da]",C30 H32 O10,552.19968,NA,"[Similar to: (2R,3R,3aR,5R)-5,7-dimethoxy-2-(7-methoxy-2H-1,3-benzodioxol-5-yl)-3-methyl-3a-(prop-2-en-1-yl)-2,3,3a,4,5,6-hexahydro-1-benzofuran-6-one; ΔMass: 150.0318 Da]",30,32,10,0,0,0,0,0,0,1.0666666666666669,0.3333333333333333,-0.4000000000000003,71.7,15,5,0.25,0.4,5,Phenol,Full gap,20.5794465311749,21.34976702402877,0.7703204928538696,3.215238139174826e-5,5.9945117849022177e-5,Upregulated
Feature0477,"[Similar to: (2R,3R,3aR,5R)-5,7-dimethoxy-2-(7-methoxy-2H-1,3-benzodioxol-5-yl)-3-methyl-3a-(prop-2-en-1-yl)-2,3,3a,4,5,6-hexahydro-1-benzofuran-6-one; ΔMass: 186.0293 Da]",C29 H28 N6 O8,588.19719,NA,"[Similar to: (2R,3R,3aR,5R)-5,7-dimethoxy-2-(7-methoxy-2H-1,3-benzodioxol-5-yl)-3-methyl-3a-(prop-2-en-1-yl)-2,3,3a,4,5,6-hexahydro-1-benzofuran-6-one; ΔMass: 186.0293 Da]",29,28,8,0,0,6,0,0,0,0.9655172413793104,0.27586206896551724,0.2068965517241379,54.40344827586207,19,11,0.3333333333333333,0.47368421052631576,5,Phenol,Full gap,20.2278018846781,20.824736529726106,0.5969346450480053,0.2531063213607382,0.2894147125746486,Upregulated
