FeatureID,Name,Formula,MW,KEGG Pathways,Area: 2,Area: 10,Area: 14,Area: 19,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0269,Citric acid,C6 H8 O7,192.02696,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;2-Oxocarboxylic acid metabolism;Biosynthesis of phenylpropanoids;Central carbon metabolism in cancer;Other,1414006569,18353706.89,5249703.767,51025485.35,23793018.37,6685672.121,15108284.09,461060593.3,1539752182,571926322.2,1385809330,229366.333,Citric acid-peak1,6,8,0,7,0,0,0,1.3333333333333333,1.1666666666666667,1,31.799999999999997,3,-4,4,-0.2,-4,Other,24.6486063831307,28.477637214781033,1.1553447189724644,0.2083233712531304,0.3096074408059011,0.45033754241833424,Upregulated
Feature0268,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,C10 H19 N O7,265.11614,NA,502369597.5,79698117.86,23169906.2,1441632291,555393728.8,536760591.2,26406342.01,33511708.23,1095664071,100516511.3,989159664.9,124542.1197,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose-peak2,10,19,1,7,0,0,0,1.9,0.7,-0.20000000000000015,66,2,-5,-3,-0.4545454545454546,-6,Amino Sugar,28.124298291962102,29.705903921133302,1.0562362698884908,0.07893258779242679,0.01854928351585048,0.07211241637599082,Upregulated
Feature0267,Adenosine,C10 H13 N5 O4,267.09675,Metabolic pathways;ABC transporters;Other,171950044,743269264,696101538.9,1175248996,155975869.1,188386905.4,616581587.1,1357108263,845637758.7,925647307.9,778356683.2,298650.9187,Adenosine-peak2,10,13,5,4,0,0,0,1.3,0.4,1,31.799999999999997,7,3,-2,0,-2,Phenol,26.984032606156266,29.239851625048868,1.083598291323512,0.11583002373466246,0.0029819443484844018,0.023110068700754112,Upregulated
Feature0266,DL-Carbidopa,C10 H14 N2 O4,226.09535,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,296704218.5,1159091671,1103375942,1101375243,276582992.2,343090102.8,882899621,1086193946,961638007,1352782325,803965985.4,321550.9151,DL-Carbidopa-peak2,10,14,2,4,0,0,0,1.4,0.4,0,60.3,5,1,-0.25,0.16666666666666666,-1,Phenol,27.9175058849391,29.257455889054967,1.0479967662454668,0.06763426522571982,0.020214686567004016,0.07621483178640703,Upregulated
Feature0265,methoxyresorcinol,C7 H8 O3,140.04735,Microbial metabolism in diverse environments;Other,611513.5352,7449786.748,8153301.295,1328496974,2529981.849,1253515.598,7311472.835,4501771.277,1074872485,9697784.924,984413795.7,1434514.421,methoxyresorcinol-peak2,7,8,0,3,0,0,0,1.1428571428571428,0.42857142857142855,-0.2857142857142856,68.44285714285714,4,1,0.25,0.4545454545454546,1,Phenol,18.991504405420667,29.961450015348,1.5776238351500067,0.6577532536039119,4.833047328908409e-5,0.00144140565723791,Upregulated
Feature0264,Choline,C5 H13 N O,103.09967,NA,1258592902,730362497,770699118.2,346675206.1,1228856029,1327208320,822407853.3,1130348199,315737652.6,917177209.4,289742797.9,118222.4358,Choline,5,13,1,1,0,0,0,2.6,0.2,-1.5999999999999996,105.89999999999998,0,-1,-0.6666666666666666,-0.42857142857142855,-2,Other,29.979102560381165,27.675475634497133,0.9231589097357308,-0.11534908455190634,0.010368285505510359,0.05033428384231519,Downregulated
Feature0263,3-hydroxy-3-methylpentanedioic acid,C6 H10 O5,162.05285,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,1052393347,37699282.43,6691492.787,910969149.9,798053697.2,1266241191,13710344.87,19288284.53,805564655,9114557.041,665504032.8,612498.9898,3-hydroxy-3-methylpentanedioic acid,6,10,0,5,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,2,-3,-3,-0.14285714285714285,-3,Carbohydrate,29.0145037133352,29.156004595674634,1.0048769016950099,0.007018780815770485,0.7542435685107579,0.8383822932848662,Upregulated
Feature0262,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,801393.4383,593936.1114,693410.2379,1261449757,918919.0132,610581.8145,555218.437,624575.9897,1159624125,619974.5323,1247678745,372753.6115,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak5",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,19.720386937112302,29.5990171745755,1.5009349090849913,0.585861413083535,3.4039962448157083e-6,6.833868707352539e-4,Upregulated
Feature0261,lactosamine,C12 H23 N O10,341.13223,Metabolic pathways;Other,1241391359,22211282.11,33292305.31,244343124.2,1204503847,1239607570,7929260.382,34195143.3,223559758.3,21321236.42,163742657,198208.0092,lactosamine,12,23,1,10,0,0,0,1.9166666666666667,0.8333333333333334,0,60.3,2,-8,-9,-0.6666666666666666,-9,Carbohydrate,29.1144881962509,27.255522459153767,0.936149805397008,-0.09518868237559962,0.01170041841810478,0.05351481610221613,Downregulated
Feature0260,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,NA,1194768561,21130064.97,28225625,241167282.8,1166139855,1201971210,7261480.84,32704524.58,220555487.3,14015788.63,156862319.8,132935.8948,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak2",12,20,0,10,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,3,-7,-3.5,-0.2857142857142857,-7,Carbohydrate,29.0007201272744,27.231256066771067,0.9389855130238922,-0.09082519520832914,0.0123275020474874,0.05459322335315849,Downregulated
Feature0259,L-Glutamic acid,C5 H9 N O4,147.05318,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Biosynthesis of cofactors;2-Oxocarboxylic acid metabolism;Protein digestion and absorption;Central carbon metabolism in cancer;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Cyanoamino acid metabolism;Other,602576875.4,497248612.7,333902479.2,1171896090,655433370.9,886745024.7,574516796.7,939888432.6,522764080.6,523372546.6,557217616.6,377826.0532,L-Glutamic acid,5,9,1,4,0,0,0,1.8,0.8,0.3999999999999999,48.9,2,-2,-Inf,-0.5,-3,Carbohydrate,29.010586665156566,28.849638477095098,0.9944520877871533,-0.008026230491987469,0.5657580348437566,0.7015399632062582,Downregulated
Feature0258,DL-Carbidopa,C10 H14 N2 O4,226.09535,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,296856630.4,1159091671,1103375942,1101375243,277620167.4,343090102.8,882899621,1086193946,961638007,1045269849,67820963.14,205179.3044,DL-Carbidopa-peak1,10,14,2,4,0,0,0,1.4,0.4,0,60.3,5,1,-0.25,0.16666666666666666,-1,Phenol,27.817191724163468,28.095557100189268,1.010006954648265,0.014365227038475214,0.8031092865626073,0.871857941443453,Upregulated
Feature0257,Adenosine,C10 H13 N5 O4,267.09676,Metabolic pathways;ABC transporters;Other,7961141.119,647420268.7,613175222.5,1152326006,153407001.2,186051840.4,525758452.4,60441321.41,821615467.7,829545130.1,755940589.5,226883.2077,Adenosine-peak1,10,13,5,4,0,0,0,1.3,0.4,1,31.799999999999997,7,3,-2,0,-2,Phenol,25.256643958121167,29.267479258143698,1.1588031769649612,0.2126355450068632,0.09059244837096449,0.195932504616272,Upregulated
Feature0256,L-Phenylalanine,C9 H11 N O2,165.07901,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Protein digestion and absorption;Biosynthesis of phenylpropanoids;Central carbon metabolism in cancer;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Biosynthesis of various plant secondary metabolites;Cyanoamino acid metabolism;Other",1026682426,17707384.78,17754906.73,11344181.72,26881124.58,36940646.21,14503270,41707383.87,201643473.8,1142999795,92552629.54,123507.2297,L-Phenylalanine-peak1,9,11,1,2,0,0,0,1.2222222222222223,0.2222222222222222,-0.44444444444444464,72.96666666666667,5,3,0.3333333333333333,0.42857142857142855,2,Phenol,25.1948611782502,25.514636797578532,1.012692096894917,0.018195597825425205,0.9035038262662081,0.9301755259345833,Upregulated
Feature0255,L-Iditol,C6 H14 O6,182.07906,Metabolic pathways;ABC transporters;Other,32725855.72,961964058.2,666561028.9,29896025.32,33395689.7,34603911.74,1029209088,1113135697,26513627.87,1025941581,29557190.36,163712.4014,L-Iditol,6,14,0,6,0,0,0,2.3333333333333335,1,-0.33333333333333304,69.79999999999998,0,-6,-Inf,-1,-6,Carbohydrate,24.1861564753769,24.354750833624067,1.0069706965808647,0.01002170071054872,0.7509642945865245,0.8380761527585614,Upregulated
Feature0254,Isoleucine,C6 H13 N O2,131.0946,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;2-Oxocarboxylic acid metabolism;Protein digestion and absorption;Central carbon metabolism in cancer;Aminoacyl-tRNA biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Cyanoamino acid metabolism;Other",598472223,474245844.2,405734711,299405508.1,602726902.4,690581257.1,425204660.4,1083152870,3407404.451,9023292.215,1538905.937,238120.8703,Isoleucine-peak6,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,28.350372615702632,23.067863762423364,0.8136705670544377,-0.2974832899241607,0.11074389742380655,0.22389527087856542,Downregulated
Feature0253,methoxyresorcinol,C7 H8 O3,140.04733,Microbial metabolism in diverse environments;Other,582567.6317,7348471.269,1173314.752,6203298.626,614122.5862,1185520.871,7064030.415,4361081.41,1074872485,9355430.69,984413795.7,1298796.598,methoxyresorcinol-peak1,7,8,0,3,0,0,0,1.1428571428571428,0.42857142857142855,-0.2857142857142856,68.44285714285714,4,1,0.25,0.4545454545454546,1,Phenol,18.923111182329933,27.330628962991103,1.4442989157360107,0.5303693569212128,0.08604168623512314,0.19052087666348697,Upregulated
Feature0252,DL-Carnitine,C7 H15 N O3,161.10522,Other,9637438.535,1060131791,756974997.9,407891999.1,12893917.96,10665770.03,846557165.4,975636374.6,382768014.7,1057461702,383521723.6,154070.1291,DL-Carnitine,7,15,1,3,0,0,0,2.142857142857143,0.42857142857142855,-0.8571428571428568,84.72857142857141,1,-2,-1,-0.3333333333333333,-3,Protein,22.691249021018535,28.0994876563954,1.2383402795662461,0.3084078025872671,0.002435811929239458,0.020593682674479055,Upregulated
Feature0251,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],C6 H11 N O7,209.05353,NA,749589617,314124152.6,132865269.8,972581721.9,730045800.2,849257203.1,215515881.7,232727398.6,326896.3194,6443182.545,12216957.39,54409.81371,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da]-peak2,6,11,1,7,0,0,0,1.8333333333333333,1.1666666666666667,1,31.799999999999997,2,-5,3,-1.6666666666666667,-6,Carbohydrate,28.4219714959772,23.53601343049007,0.8280922185085338,-0.2721366559349275,0.2502401619618025,0.40124715624909707,Downregulated
Feature0250,Proline,C5 H9 N O2,115.06328,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Central carbon metabolism in cancer;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Other,740088477.4,163866357.2,216613461.5,231194434.7,789911298.8,880947057.5,115747221.8,332545681,161004273.7,210962261.1,143259130.8,694260.1783,Proline,5,9,1,2,0,0,0,1.8,0.4,-0.4000000000000003,71.7,2,0,-0.5,0,-1,Protein,28.922945965506933,26.9249918415849,0.9309214861340624,-0.10326859879132079,0.006913025859869951,0.039884626615077926,Downregulated
Feature0249,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],C6 H11 N O7,209.05353,NA,749589617,2584537.053,1649921.556,10466036.24,7584304.276,5178917.388,4359846.653,6167949.245,866289828,304101284,783591342,55062.23915,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da]-peak1,6,11,1,7,0,0,0,1.8333333333333333,1.1666666666666667,1,31.799999999999997,2,-5,3,-1.6666666666666667,-6,Carbohydrate,23.6385960258894,27.3455250359629,1.156816801049166,0.21016041056063828,0.3568717332818681,0.4929069979487188,Upregulated
Feature0248,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],C16 H29 N O12,427.16895,NA,662427563.8,3628410.086,1880121.766,227680891.5,643515210,756433558.5,2324156.858,2067347.156,95927320.41,692677.8532,19295734.18,103645.5293,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],16,29,1,12,0,0,0,1.8125,0.75,-0.125,63.8625,3,-9,-3.3333333333333335,-0.4444444444444444,-10,Carbohydrate,28.1053316816048,26.024556777914935,0.9259651183888447,-0.11097024748746351,0.07017375718578941,0.1659193072443665,Downregulated
Feature0247,DL-Tryptophan,C11 H12 N2 O2,204.08988,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;2-Oxocarboxylic acid metabolism;Protein digestion and absorption;Biosynthesis of phenylpropanoids;Central carbon metabolism in cancer;Aminoacyl-tRNA biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",322798979.2,304870039.8,231136782.6,101662100.6,330454074.3,392782887.8,287785096.6,707162830.2,133061050.1,9956688.188,644883.1165,235042.4274,DL-Tryptophan,11,12,2,2,0,0,0,1.0909090909090908,0.18181818181818185,-0.18181818181818168,65.48181818181817,7,5,0.42857142857142855,0.5,3,Phenol,27.3687658289507,23.911321536697265,0.8736718961365753,-0.19483651160149779,0.24938819554164368,0.40124715624909707,Downregulated
Feature0246,Isoleucine,C6 H13 N O2,131.09459,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;2-Oxocarboxylic acid metabolism;Protein digestion and absorption;Central carbon metabolism in cancer;Aminoacyl-tRNA biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Cyanoamino acid metabolism;Other",7475678.793,5831398.786,5726398.956,18156871.08,10219539.07,11967812.14,4261904.32,35714334.12,179022694.6,703674377.3,76678778.9,263851.1982,Isoleucine-peak5,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,21.96146635611497,25.7750080213668,1.1736469506823248,0.23099849098563902,0.10300270529919629,0.21130702042996885,Upregulated
Feature0245,L-Pyroglutamic acid,C5 H7 N O3,129.04257,Metabolic pathways;Biosynthesis of secondary metabolites;D-Amino acid metabolism;Other,22270508.84,9687403.272,12213304.89,703193745.4,501289274.8,612164340.4,8423362.452,16658248.46,4698286.379,635631.3788,2590626.169,220390.7053,L-Pyroglutamic acid-peak2,5,7,1,3,0,0,0,1.4,0.6,0.3999999999999999,48.9,3,0,-1,0.2,-1,Phenol,26.2593973843861,24.122273293608366,0.9186148844356773,-0.12246793496494501,0.45330924792815763,0.5937712684129389,Downregulated
Feature0244,9-O-acetylneuraminic acid,C11 H19 N O9,309.10605,Metabolic pathways;Other,689483123.6,26087245.55,22281338.63,134458063.9,679759477.5,700618923.3,16746792.93,110099644.6,134261921,31405565.37,93487566.69,146254.5213,9-O-acetylneuraminic acid,11,19,1,9,0,0,0,1.7272727272727273,0.8181818181818182,0.18181818181818168,55.11818181818182,3,-6,-7,-0.4545454545454546,-7,Carbohydrate,28.2123061525781,26.4635257543287,0.938013560862709,-0.09231931495272322,0.018609655838965372,0.07211241637599082,Downregulated
Feature0243,Isoleucine,C6 H13 N O2,131.0946,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;2-Oxocarboxylic acid metabolism;Protein digestion and absorption;Central carbon metabolism in cancer;Aminoacyl-tRNA biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Cyanoamino acid metabolism;Other",4546665.498,474245844.2,405734711,299405508.1,602726902.4,690581257.1,425204660.4,55822609.66,3455552.991,9184624.663,2486249.184,238769.0126,Isoleucine-peak4,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,25.6702558256295,23.355039048266434,0.9098093609549647,-0.13636381640878506,0.4587295186051358,0.5980632508917425,Downregulated
Feature0242,methyl N-acetylneuraminate,C12 H21 N O9,323.12166,NA,30594649.83,2298103.696,2726050.699,17694361.44,496183265.4,656655264.7,2097908.878,2943676.18,6907848.529,2509829.793,3333517.586,291478.3063,methyl N-acetylneuraminate-peak3,12,21,1,9,0,0,0,1.75,0.75,0,60.3,3,-6,-3.5,-0.38461538461538464,-7,Carbohydrate,26.728333469500768,22.7376660069384,0.8506952381780163,-0.2332857163454289,0.08375953444868559,0.18908996626211794,Downregulated
Feature0241,"1-{[(3S,4S,5R)-2,3,4-Trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}-2-pyrrolidinecarboxylic acid (non-preferred name)",C11 H19 N O7,277.11615,NA,534915672.6,325487765.3,96494163.04,656250129.8,482559252,578265116.6,84389851.72,62240844.58,564725141.7,275871330.3,401158896.7,224823.6809,"1-{[(3S,4S,5R)-2,3,4-Trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}-2-pyrrolidinecarboxylic acid (non-preferred name)",11,19,1,7,0,0,0,1.7272727272727273,0.6363636363636364,-0.18181818181818168,65.48181818181817,3,-4,-1.6666666666666667,-0.2307692307692308,-5,Amino Sugar,28.232052509363232,28.550370459332868,1.0112750551829013,0.01617544707090742,0.35086352913679464,0.48932613345635834,Upregulated
Feature0240,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.1679,NA,256300.8884,262116.3609,580133.8115,633309591.3,1186209.35,262879.3887,290674.2275,292591.6259,562782673.9,255802.4188,620469719.7,480005.627,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak4",22,26,0,7,0,0,0,1.181818181818182,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,19.7939087951263,27.764233797654132,1.4026655414563851,0.4881710465878061,0.004275379618176098,0.028613650804828156,Upregulated
Feature0239,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,112358.174,389306311.7,179447171,259501.7357,109757.5682,115519.0185,486749658.7,54551628.35,91659.79689,625563644.6,88226.95533,258235.0683,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.5999999999999996,77.39999999999999,5,2,0.2857142857142857,0.4117647058823529,2,Phenol,17.525755087868866,15.802933952598,0.9016977513018322,-0.14928417113191217,0.13992688941452316,0.25516079834413047,Downregulated
Feature0238,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",C11 H15 N O7,273.08486,NA,220690735.3,30845287.32,33018001,24610646.05,23253424.34,1115213.288,20263694.33,36506981.97,545589546.9,619038530.8,487483308.6,421356.2482,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate-peak3",11,15,1,7,0,0,0,1.3636363636363635,0.6363636363636364,0.18181818181818168,55.11818181818182,5,-2,-1,0.07692307692307693,-3,Phenol,22.6937212043601,27.166892998793433,1.1971105467521965,0.25955638359899963,0.22046660107899424,0.37054326325927345,Upregulated
