Checked,Tags,Name,KEGG compound names,KEGG Ids,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,KEGG Pathways,MS2,Area: 60_CTRL_1246.1,Area: 59_CTRL_1154.1,Area: 58_ERLE_1154.1,Area: 57_CTRL_1246.3,Area: 56_BOCU_1246.1,Area: 55_LEDU_CTRL.2,Area: 54_LEDU_CTRL.1,Area: 53_ERIN_1177.1,Area: 52_BOCU_1246.2,Area: 51_ERLE_1246.2,Area: 50_BOCU_CTRL.2,Area: 49_ERIN_1246.3,Area: 48_LEDU_CTRL.2,Area: 47_CTRL_1177.1,Area: 46_CTRL_1154.2,Area: 45_LEDU_1154.1,Area: 44_BOCU_1154.2,Area: 43_ERIN_1154.3,Area: 42_ERIN_1154.2,Area: 41_CTRL_CTRL.1,Area: 40_CTRL_CTRL.3,Area: 39_ERIN_1177.2,Area: 38_BOCU_1177.2,Area: 37_ERLE_1246.3,Area: 36_ERIN_CTRL.1,Area: 35_LEDU_1246.3,Area: 34_ERLE_1177.2,Area: 33_BOCU_1177.1,Area: 32_ERLE_CTRL.2,Area: 31_BOCU_CTRL.1,Area: 30_ERLE_1154.3,Area: 29_LEDU_1246.1,Area: 28_ERLE_CTRL.1,Area: 27_LEDU_1177.2,Area: 26_LEDU_1246.2,Area: 25_ERIN_CTRL.2,Area: 24_ERLE_1177.1,Area: 22_BOCU_CTRL.2,Area: 21_LEDU_1177.3,Area: 20_ERIN_1154.1,Area: 19_CTRL_1246.2,Area: 18_BOCU_1154.3,Area: 17_ERIN_CTRL.2,Area: 16_ERLE_CTRL.2,Area: 15_BOCU_1177.3,Area: 14_CTRL_1177.3,Area: 13_ERLE_1246.1,Area: 12_ERLE_1177.3,Area: 11_ERIN_1246.1,Area: 10_CTRL_1154.3,Area: 9_ERLE_1154.2,Area: 8_ERIN_1246.2,Area: 7_BOCU_1154.1,Area: 6_LEDU_1177.1,Area: 5_LEDU_1154.2,Area: 4_BOCU_1246.3,Area: 3_LEDU_1154.3,Area: 2_CTRL_CTRL.2,Area: 1_ERIN_1177.3,Gap Status: 60_CTRL_1246.1,Gap Status: 59_CTRL_1154.1,Gap Status: 58_ERLE_1154.1,Gap Status: 57_CTRL_1246.3,Gap Status: 56_BOCU_1246.1,Gap Status: 55_LEDU_CTRL.2,Gap Status: 54_LEDU_CTRL.1,Gap Status: 53_ERIN_1177.1,Gap Status: 52_BOCU_1246.2,Gap Status: 51_ERLE_1246.2,Gap Status: 50_BOCU_CTRL.2,Gap Status: 49_ERIN_1246.3,Gap Status: 48_LEDU_CTRL.2,Gap Status: 47_CTRL_1177.1,Gap Status: 46_CTRL_1154.2,Gap Status: 45_LEDU_1154.1,Gap Status: 44_BOCU_1154.2,Gap Status: 43_ERIN_1154.3,Gap Status: 42_ERIN_1154.2,Gap Status: 41_CTRL_CTRL.1,Gap Status: 40_CTRL_CTRL.3,Gap Status: 39_ERIN_1177.2,Gap Status: 38_BOCU_1177.2,Gap Status: 37_ERLE_1246.3,Gap Status: 36_ERIN_CTRL.1,Gap Status: 35_LEDU_1246.3,Gap Status: 34_ERLE_1177.2,Gap Status: 33_BOCU_1177.1,Gap Status: 32_ERLE_CTRL.2,Gap Status: 31_BOCU_CTRL.1,Gap Status: 30_ERLE_1154.3,Gap Status: 29_LEDU_1246.1,Gap Status: 28_ERLE_CTRL.1,Gap Status: 27_LEDU_1177.2,Gap Status: 26_LEDU_1246.2,Gap Status: 25_ERIN_CTRL.2,Gap Status: 24_ERLE_1177.1,Gap Status: 22_BOCU_CTRL.2,Gap Status: 21_LEDU_1177.3,Gap Status: 20_ERIN_1154.1,Gap Status: 19_CTRL_1246.2,Gap Status: 18_BOCU_1154.3,Gap Status: 17_ERIN_CTRL.2,Gap Status: 16_ERLE_CTRL.2,Gap Status: 15_BOCU_1177.3,Gap Status: 14_CTRL_1177.3,Gap Status: 13_ERLE_1246.1,Gap Status: 12_ERLE_1177.3,Gap Status: 11_ERIN_1246.1,Gap Status: 10_CTRL_1154.3,Gap Status: 9_ERLE_1154.2,Gap Status: 8_ERIN_1246.2,Gap Status: 7_BOCU_1154.1,Gap Status: 6_LEDU_1177.1,Gap Status: 5_LEDU_1154.2,Gap Status: 4_BOCU_1246.3,Gap Status: 3_LEDU_1154.3,Gap Status: 2_CTRL_CTRL.2,Gap Status: 1_ERIN_1177.3,Gap Status: 1plus_RP_pos_MS2.raw (F193)
FALSE,,Leu-Leu,N-(6-Aminohexanoyl)-6-aminohexanoate,C01255,C12 H24 N2 O3,Full match,Invalid mass,No results,Full match,-0.07,244.17868,9.886,113232715.7,13,148,,,93.7,Microbial metabolism in diverse environments;Other,DDA for preferred ion,33384012.82,7789921.306,20411294.33,72694439.22,58571432.26,25554517.12,15136870.06,41733032.05,70841906.14,41674605.75,73690448.68,32430796.18,15324169.25,26677370.77,7567826.816,9511848.753,11079189.22,12046896.24,11898650.13,24824952.8,17637342.19,85786972.17,43347678.06,90870262.56,24089380.86,113232715.7,11745178.2,39920184.14,26945484.83,13782037.54,22920584.91,56774511.35,18702032.26,47757137.88,65669668.67,22161111.54,42543448.92,11921654.93,16679403.26,27513668.77,74063057.05,21827805.55,56702392.19,26315339,25926791.99,57804158.07,43073594.97,65524956.31,51832014.76,5221361.591,7432079.154,32245628.54,9220041.863,11569137.36,6364121.786,45326729.75,5815249.468,20376728.8,35105167.78,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Leu-Leu,N-(6-Aminohexanoyl)-6-aminohexanoate,C01255,C12 H24 N2 O3,Full match,Invalid mass,No results,Full match,-0.06,244.17868,10.294,72641259.33,13,114,,,94.4,Microbial metabolism in diverse environments;Other,DDA for preferred ion,28013220.74,3738738.867,6224184.766,46350591.13,28198271.54,46104245,28376861.09,29209790,32221334.4,28029560.43,37580974.07,18924876.44,22271711.72,16691264.28,5774092.161,4055704.735,6278130.886,4986126.993,4724401.722,41702203.29,33340116.69,61817647.82,39281730.59,55421250.07,41087483.89,72641259.33,9220238.399,36528331.13,46271870.13,23902287.58,7515191.761,30506985.31,33911416.44,47259958.91,43020835.17,39987307.6,29419602.01,21918357.35,12205928.15,10421164.59,38245802.83,14797583.71,70964053.26,48712277.27,14151680.25,38711401.38,28536087.29,51700684.85,35360690.24,2547279.782,3100553.135,19634984.28,5684979.683,7966433.853,4685154.266,23442280.64,4171364.243,35594223.77,19477466.69,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Leu-Leu,N-(6-Aminohexanoyl)-6-aminohexanoate,C01255,C12 H24 N2 O3,Full match,Invalid mass,No results,Full match,-0.07,244.17868,9.412,71123503.92,13,100,,,91.7,Microbial metabolism in diverse environments;Other,DDA for preferred ion,7375095.176,16527242.02,28451240.4,28289816.25,58451244.39,8658667.56,5015293.715,11626323.02,54476909.69,18478314.69,15554432.48,26855816.43,3181032.955,31897798.1,11738967.28,35704466.65,30048276.55,18243115.36,11816457.74,7616525.648,6679501.995,22588211.69,8827676.892,35907162.57,8141775.47,71123503.92,2289241.384,7185701.092,8538973.813,6361908.402,13633963.36,37094188.94,6487870.72,10541097.79,26634814.42,8514878.654,10684911.73,5031935.969,8325115.855,18833244.79,36859751.05,5963029.295,10121053.43,8967538.456,42844882.71,16887436.64,23970997.65,14863485.86,21947685.04,8856418.537,9767675.49,30690000.68,13218502.23,12293436.17,8728315.082,26231415.59,20312377.74,7981879.03,14949400.18,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
FALSE,,Leu-Leu,N-(6-Aminohexanoyl)-6-aminohexanoate,C01255,C12 H24 N2 O3,Full match,Invalid mass,No results,Full match,-0.1,244.17867,9.382,77057643.53,13,107,,,92.8,Microbial metabolism in diverse environments;Other,DDA for preferred ion,6815239.076,16527137.07,29347305.72,28407624.97,58451244.39,8572347.637,480887.772,10435657.08,54476909.69,19166094.93,14615006.4,26855816.43,233135.037,32396633.53,12006848.12,35818832.71,250898.6617,18198354.13,1383554.454,8756857.817,278344.4623,22685623.81,8827676.892,36598717.23,8535143.298,77057643.53,2272720.557,7215050.442,8354105.771,6272101.754,13770756.18,37083161.21,6563065.154,10552459.49,1088403.795,7940448.757,9282610.175,223667.8491,8354993.907,1156704.903,36958238.83,4796463.738,537638.7844,10135230.51,1982434.936,18743245.88,22252132.72,15584107.32,21329390.68,324066.1805,320844.9229,29398625.47,13242499.53,567086.3679,508279.6125,26264309.11,20383780.77,7428944.029,14865184.71,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Leu-Glu,NA,NA,C11 H20 N2 O5,Full match,Invalid mass,No results,Full match,0.01,260.13722,7.555,49886403.37,12,14,,,90.3,,DDA for preferred ion,841504.2558,546734.0576,1556353.195,1941358.952,901628.4201,13221472.38,7014397.857,8485403.971,34455976.31,17543936.78,24551593.84,20309040.73,7952679.11,28652852.57,8597359.381,19464653.12,14671376.21,7045121,5110769.489,11691822.38,8767880.548,15420956.31,26310457.87,37323687.97,11794762.66,49886403.37,7667685.032,22806795.67,12233405.26,6048131.704,7524165.848,26519543.39,8995863.337,27390107.11,28853351.99,12797899.79,12252577.27,4350471.954,16277499.93,9511637.744,32577136.06,11251355.08,7429103.072,12380827.1,19949307.25,15148902.99,18962996.39,11081062.79,18885519.7,6751042.624,4228406.97,14402825.7,9313400.407,11815802.75,7960131.204,21200449.87,12847855.43,10353885.17,8911479.942,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Leu-arg,NA,NA,C12 H25 N5 O3,Full match,Invalid mass,No results,Full match,0.11,287.19577,4.009,157184067.2,8,12,,,93.2,,DDA for preferred ion,23657611.67,16563498,7746097.22,54405486.58,142872027.7,204779.872,134728.0749,192237.1351,322320.1378,1753925.514,586423.6487,1126905.923,299577.7553,710219.0044,295325.1521,221920.1855,1230909.401,696222.5526,762244.729,1330225.638,1565761.408,18992822.88,22451203.12,4275340.671,22697711.16,157184067.2,4368428.91,20415857.27,24680052.03,9890113.784,6662936.415,7522070.658,16150315.01,26912897.53,3554489.17,21477045.52,7157446.552,528376.9178,5352163.737,10279724.63,77843397.41,14017429.38,12127230.23,2942139.348,2679122.547,3551306.993,3817376.788,3539219.608,4683840.628,2593876.331,921204.9893,5123734.441,1577328.742,254469.355,887404.9296,3391801.459,791185.067,382517.165,246961.8235,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Leu-arg,NA,NA,C12 H25 N5 O3,Full match,Invalid mass,No results,Full match,-0.05,287.19573,3.921,83707789.95,8,12,,,92.8,,DDA for preferred ion,428303.8887,9856143.938,261312.9706,693820.0994,60018956.51,230329.9416,148230.5844,141549.2049,251189.1856,93863.59456,124290.9157,135995.7052,113354.4893,255717.017,119948.8632,206370.13,191614.9514,118459.1348,103803.5186,389949.3671,431118.6873,113854.901,249832.4876,658624.3871,588629.9798,5950154.911,151205.3278,841741.7835,560993.5032,146113.8253,113211.1224,166791.395,159229.4639,466787.5876,119109.8611,456869.9864,111402.2194,95987.90016,198956.5448,129662.9653,721505.53,222409.1216,472854.0757,472565.3307,200678.2928,2614919.751,2896044.243,2605039.16,51407641.65,21330022.9,6987741.653,83707789.95,21955092.67,19615973.22,14543771.78,78773209.25,195800.0692,280695.8389,136068.2246,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Leu-ala,NA,NA,C9 H18 N2 O3,Full match,Invalid mass,No results,Full match,-0.21,202.1317,5.568,108057622.3,21,276,,,98.4,,DDA for preferred ion,1020439.17,176837.2085,1084432.297,1117834.416,4367844.442,43370292.59,23810944.11,22431549.22,95556423.91,32287755.04,46592406.2,33693744.94,13601428.38,24291599.76,9014472.512,10205278.1,14379521.47,16949107.85,14135832.37,39658447.46,28979596.41,39069411.69,28143585.5,64803311.23,39374635.22,108057622.3,6238419.572,26963158.3,43004875.86,19216332.35,21633139.44,68338691.46,30056620.13,33981827.3,51505179.99,38536499.99,20175340.66,13027405.81,11043391.19,29196186.1,79128961.68,18483538.92,55690295.87,43525741.24,25284987.08,40035718.87,40345019.27,30665741.85,39622061.9,7843657.754,10041340.64,42224389.6,12074259.34,7921109.498,5322828.643,50810320.78,6466036.386,34288809.7,20567476.85,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Leu-ala,NA,NA,C9 H18 N2 O3,Full match,Invalid mass,No results,Full match,-0.21,202.1317,5.519,92863647.13,21,261,,,98.6,,DDA for preferred ion,20813861.88,12612352.02,25809661.04,53278934.17,92863647.13,2164741.442,1044249.409,295783.6971,2773313.894,1157187.307,2695267.216,964320.4885,899792.5841,1154950.623,150517.2119,626087.6252,281594.3474,436651.1018,50179.73937,162958.9821,1757053.627,63803.55835,1190986.425,3732398.849,1353284.57,3786776.463,73185.68056,745560.8108,672280.1438,455136.0267,848710.1476,795950.8867,145517.7809,1146599.686,1412687.899,2656680.443,787699.8501,545180.4379,754040.742,107416.2747,3019470.847,829503.6485,1495977.739,2577347.947,621277.1338,947897.5418,1056628.473,948665.6269,1237998.971,690243.3153,623334.4759,1407455.082,328441.4782,179091.858,484019.5693,3448527.983,680900.5413,4486872.296,1603779.415,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Leu-ala,NA,NA,C9 H18 N2 O3,Full match,Invalid mass,No results,Full match,-0.21,202.1317,5.929,59494929.79,21,301,,,98.2,,DDA for preferred ion,1426432.391,208051.9596,292308.8622,2554132.351,3673886.574,31572582.58,16929014.01,14003829.17,30858913.72,19206211.59,17544330.39,11745370.69,9936378.809,10335106.5,3651022.863,2603608.145,3823686.402,4258577.803,3971614.968,29449717.81,23149569.46,27580640.36,27492028.96,43744006.48,28301319.71,59494929.79,5949145.777,27535553.34,33374644.01,13111325.57,7857766.616,27003930.4,20225421.67,34535150.23,38499864,29153668.32,12660547.8,9440234.855,5741297.355,10746317.35,45196020.35,12973802.82,34684358.69,31258241.72,9138136.871,20564139.28,21245922.59,21287942.8,23496721.78,1673601.085,2272672.358,14796491.83,4026614.79,3306827.209,2155949.597,23602387.23,2334675.936,26261838.54,10693970.07,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Lauryldimethylamine oxide,NA,NA,C14 H31 N O,Full match,Invalid mass,No results,Full match,-0.03,229.24056,16.417,59561341.64,2,4,,,97.8,,DDA for preferred ion,58305294.29,59561341.64,56040928.74,56104278.73,50764224.73,217954.5375,804716.5123,322764.8194,313436.336,243581.4906,1587463.307,651079.3665,765774.1587,152270.3813,749512.2812,385571.8801,224454.0135,136466.081,630450.6128,331907.5476,330348.0029,233890.4164,836724.078,322437.4907,516275.8522,357064.7453,407477.7381,487911.5423,673837.7723,425441.5651,388341.2381,134450.7703,383460.7261,482155.2564,563505.5077,305162.946,588866.3515,1066066.217,140219.8382,356704.5791,373767.4425,627515.948,780905.6438,555840.1073,551592.6842,385479.2919,260219.2207,449912.2382,393819.9453,820337.6088,145322.8516,189020.2494,520412.4366,144582.2847,758903.2147,244968.5012,265754.0463,270847.8259,810465.7485,Full gap,No gap,No gap,No gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Lauramide,NA,NA,C12 H25 N O,Full match,No results,No results,Full match,0.03,199.19362,12.408,62722663.17,14,0,,,,,DDA for preferred ion,36214837.68,2195287.697,2568439.38,2310610.054,1325304.651,56107637.75,50670286.68,54891961.88,59720855.73,60442987.32,49775912.03,62284394.72,60684791.28,55831816.12,52201542.33,61612916.3,58164198.05,53708063.8,58507194.31,54008074.19,54974768.46,48322766.83,54210958.26,62494339.01,50108277.25,50898804.49,56587080.41,57623637.54,50381149.85,55564198.85,61339696.38,59485377.11,58392662.98,53795889.82,55579152.94,56585615.6,61530722.13,58559876.78,59191255.01,62722663.17,50571763.57,57467746.24,58160312,52287262.01,51357469.52,56037549.02,59319772.14,51941863.92,59567053.67,56560138.41,59305618.7,53099973.42,57567924.72,56392545.84,51992927.85,50529773.92,58751431.42,53687091.03,54562235.46,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap
TRUE,,Lactamide,L-Alanine; beta-Alanine; D-Alanine; Sarcosine; Alanine,C00041; C00099; C00133; C00213; C01401,C3 H7 N O2,Full match,Full match,Partial match,Not the top hit,0.16,89.04769,1.091,221283155.3,17,3,99.8,10,,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Cyanoamino acid metabolism;Other,DDA for preferred ion,23862380.68,164808481.4,88662187.22,37185442.78,129185274.4,181705137.6,113783090.3,62577550.48,100739060,30724610.5,92339486.52,107279139.2,74328345.81,190725778.1,88205898.81,155708100.2,158334656.6,75634828,58799897.52,178356168.6,152678179.1,77838613.4,184774070.8,54301998.24,183404885.7,82455842,81586315.59,169071143.5,221283155.3,99118189.11,77466068.72,82002646,120064972.7,217106366.2,40148794.13,177501458.4,74207550.17,49180927.84,141778885.1,91595083.68,59152355.38,215879147.1,57382183.37,195527374,158145422.8,116682344.5,33839332.39,65806395.86,34389687.33,135349958.6,49411165.32,56858823.41,120922613.7,150919530,130562897.7,43294246.31,136163740.7,147410364.7,53169484.96,Full gap,Full gap,Full gap,Full gap,No gap,No gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,No gap,No gap,Full gap,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,Full gap,Full gap,No gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,No gap,Full gap
TRUE,,L-Tyrosine,L-Tyrosine; N-Hydroxy-L-phenylalanine; (S)-beta-Tyrosine,C00082; C19712; C21308,C9 H11 N O3,Full match,Full match,Full match,Full match,0.11,181.07391,3.751,546994858,67,82,97.7,97.2,95.9,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;Phenylpropanoid biosynthesis;Protein digestion and absorption;Phenylalanine, tyrosine and tryptophan biosynthesis;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Biosynthesis of various plant secondary metabolites;Cyanoamino acid metabolism;Other",DDA for preferred ion,761664.1125,1467602.911,13479664.09,2056970.502,533600.6746,439347886.4,251271094.2,127461221.2,298528352.7,97637384.77,127871687.1,178772349.4,204596411.8,546994858,212019685,408747697.9,386303638.8,183515470.3,135140729,442683759.9,346957917.8,180024784.6,290823455.5,161683626.8,431333520.1,231273003.4,271689050.4,254411000.6,452478545,253570188,168721746.4,221713399.8,317973067.9,292800441.5,112567769.2,426277157.9,165814978.6,132906189,368897833.3,202781399,168759857.7,13899640.99,157628811.6,464253887.1,335097099.1,188222689.2,102747867.5,149024649.7,98638804.27,268614448.7,116427989.5,181113743.1,301453634.1,385594038.5,304787569.2,130091224.7,336546838.3,20414366.35,149102508.8,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,Full gap,No gap,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,Full gap,No gap
