FeatureID,H_to_C,O_to_C,Class,Fungi,GFE,Comment
Feature0321,1.6363636363636365,0.36363636363636365,Protein,1246,70.66363636363636,Downregulated
Feature0321,1.6363636363636365,0.36363636363636365,Protein,1246,70.66363636363636,Downregulated
Feature0321,1.6363636363636365,0.36363636363636365,Protein,1246,70.66363636363636,Downregulated
Feature0321,1.6363636363636365,0.36363636363636365,Protein,1246,70.66363636363636,Downregulated
Feature0321,1.6363636363636365,0.36363636363636365,Protein,1246,70.66363636363636,Downregulated
Feature0321,1.6363636363636365,0.36363636363636365,Protein,1246,70.66363636363636,Downregulated
Feature0321,1.6363636363636365,0.36363636363636365,Protein,1246,70.66363636363636,Downregulated
Feature0321,1.6363636363636365,0.36363636363636365,Protein,1246,70.66363636363636,Downregulated
Feature0321,1.6363636363636365,0.36363636363636365,Protein,1246,70.66363636363636,Downregulated
Feature0321,1.6363636363636365,0.36363636363636365,Protein,1246,70.66363636363636,Downregulated
Feature0320,1.7777777777777777,0.16666666666666666,Lipid,1246,101.46666666666667,Upregulated
Feature0320,1.7777777777777777,0.16666666666666666,Lipid,1246,101.46666666666667,Upregulated
Feature0320,1.7777777777777777,0.16666666666666666,Lipid,1246,101.46666666666667,Upregulated
Feature0320,1.7777777777777777,0.16666666666666666,Lipid,1246,101.46666666666667,Upregulated
Feature0320,1.7777777777777777,0.16666666666666666,Lipid,1246,101.46666666666667,Upregulated
Feature0320,1.7777777777777777,0.16666666666666666,Lipid,1246,101.46666666666667,Upregulated
Feature0320,1.7777777777777777,0.16666666666666666,Lipid,1246,101.46666666666667,Upregulated
Feature0320,1.7777777777777777,0.16666666666666666,Lipid,1246,101.46666666666667,Upregulated
Feature0320,1.7777777777777777,0.16666666666666666,Lipid,1246,101.46666666666667,Upregulated
Feature0320,1.7777777777777777,0.16666666666666666,Lipid,1246,101.46666666666667,Upregulated
Feature0320,1.7777777777777777,0.16666666666666666,Lipid,1246,101.46666666666667,Upregulated
Feature0317,1.25,0.375,Phenol,1246,74.55,Upregulated
Feature0317,1.25,0.375,Phenol,1246,74.55,Upregulated
Feature0317,1.25,0.375,Phenol,1246,74.55,Upregulated
Feature0317,1.25,0.375,Phenol,1246,74.55,Upregulated
Feature0317,1.25,0.375,Phenol,1246,74.55,Upregulated
Feature0317,1.25,0.375,Phenol,1246,74.55,Upregulated
Feature0317,1.25,0.375,Phenol,1246,74.55,Upregulated
Feature0317,1.25,0.375,Phenol,1246,74.55,Upregulated
Feature0317,1.25,0.375,Phenol,1246,74.55,Upregulated
Feature0317,1.25,0.375,Phenol,1246,74.55,Upregulated
Feature0317,1.25,0.375,Phenol,1246,74.55,Upregulated
Feature0316,1.7,0.2,Lipid,1246,97.35,Downregulated
Feature0316,1.7,0.2,Lipid,1246,97.35,Downregulated
Feature0316,1.7,0.2,Lipid,1246,97.35,Downregulated
Feature0316,1.7,0.2,Lipid,1246,97.35,Downregulated
Feature0316,1.7,0.2,Lipid,1246,97.35,Downregulated
Feature0316,1.7,0.2,Lipid,1246,97.35,Downregulated
Feature0316,1.7,0.2,Lipid,1246,97.35,Downregulated
Feature0316,1.7,0.2,Lipid,1246,97.35,Downregulated
Feature0316,1.7,0.2,Lipid,1246,97.35,Downregulated
Feature0316,1.7,0.2,Lipid,1246,97.35,Downregulated
Feature0316,1.7,0.2,Lipid,1246,97.35,Downregulated
Feature0314,0.8333333333333334,0.3333333333333333,Phenol,1246,50.8,Downregulated
Feature0314,0.8333333333333334,0.3333333333333333,Phenol,1246,50.8,Downregulated
Feature0314,0.8333333333333334,0.3333333333333333,Phenol,1246,50.8,Downregulated
Feature0314,0.8333333333333334,0.3333333333333333,Phenol,1246,50.8,Downregulated
Feature0314,0.8333333333333334,0.3333333333333333,Phenol,1246,50.8,Downregulated
Feature0314,0.8333333333333334,0.3333333333333333,Phenol,1246,50.8,Downregulated
Feature0314,0.8333333333333334,0.3333333333333333,Phenol,1246,50.8,Downregulated
Feature0314,0.8333333333333334,0.3333333333333333,Phenol,1246,50.8,Downregulated
Feature0314,0.8333333333333334,0.3333333333333333,Phenol,1246,50.8,Downregulated
Feature0314,0.8333333333333334,0.3333333333333333,Phenol,1246,50.8,Downregulated
Feature0314,0.8333333333333334,0.3333333333333333,Phenol,1246,50.8,Downregulated
Feature0312,2,0.375,Protein,1246,74.55,Upregulated
Feature0312,2,0.375,Protein,1246,74.55,Upregulated
Feature0312,2,0.375,Protein,1246,74.55,Upregulated
Feature0312,2,0.375,Protein,1246,74.55,Upregulated
Feature0312,2,0.375,Protein,1246,74.55,Upregulated
Feature0312,2,0.375,Protein,1246,74.55,Upregulated
Feature0312,2,0.375,Protein,1246,74.55,Upregulated
Feature0312,2,0.375,Protein,1246,74.55,Upregulated
Feature0312,2,0.375,Protein,1246,74.55,Upregulated
Feature0312,2,0.375,Protein,1246,74.55,Upregulated
Feature0312,2,0.375,Protein,1246,74.55,Upregulated
Feature0310,2.25,0.25,Lipid,1246,67.425,Downregulated
Feature0310,2.25,0.25,Lipid,1246,67.425,Downregulated
Feature0310,2.25,0.25,Lipid,1246,67.425,Downregulated
Feature0310,2.25,0.25,Lipid,1246,67.425,Downregulated
Feature0310,2.25,0.25,Lipid,1246,67.425,Downregulated
Feature0310,2.25,0.25,Lipid,1246,67.425,Downregulated
Feature0310,2.25,0.25,Lipid,1246,67.425,Downregulated
Feature0310,2.25,0.25,Lipid,1246,67.425,Downregulated
Feature0310,2.25,0.25,Lipid,1246,67.425,Downregulated
Feature0310,2.25,0.25,Lipid,1246,67.425,Downregulated
Feature0310,2.25,0.25,Lipid,1246,67.425,Downregulated
Feature0305,1.8571428571428572,0.42857142857142855,Protein,1246,76.58571428571427,Downregulated
Feature0305,1.8571428571428572,0.42857142857142855,Protein,1246,76.58571428571427,Downregulated
Feature0305,1.8571428571428572,0.42857142857142855,Protein,1246,76.58571428571427,Downregulated
Feature0305,1.8571428571428572,0.42857142857142855,Protein,1246,76.58571428571427,Downregulated
Feature0305,1.8571428571428572,0.42857142857142855,Protein,1246,76.58571428571427,Downregulated
Feature0305,1.8571428571428572,0.42857142857142855,Protein,1246,76.58571428571427,Downregulated
Feature0305,1.8571428571428572,0.42857142857142855,Protein,1246,76.58571428571427,Downregulated
Feature0305,1.8571428571428572,0.42857142857142855,Protein,1246,76.58571428571427,Downregulated
Feature0305,1.8571428571428572,0.42857142857142855,Protein,1246,76.58571428571427,Downregulated
Feature0305,1.8571428571428572,0.42857142857142855,Protein,1246,76.58571428571427,Downregulated
Feature0305,1.8571428571428572,0.42857142857142855,Protein,1246,76.58571428571427,Downregulated
Feature0298,1,0,Unsaturated HC,1246,52.15714285714286,Upregulated
Feature0298,1,0,Unsaturated HC,1246,52.15714285714286,Upregulated
Feature0298,1,0,Unsaturated HC,1246,52.15714285714286,Upregulated
Feature0298,1,0,Unsaturated HC,1246,52.15714285714286,Upregulated
Feature0298,1,0,Unsaturated HC,1246,52.15714285714286,Upregulated
Feature0298,1,0,Unsaturated HC,1246,52.15714285714286,Upregulated
Feature0298,1,0,Unsaturated HC,1246,52.15714285714286,Upregulated
Feature0298,1,0,Unsaturated HC,1246,52.15714285714286,Upregulated
Feature0298,1,0,Unsaturated HC,1246,52.15714285714286,Upregulated
Feature0298,1,0,Unsaturated HC,1246,52.15714285714286,Upregulated
Feature0298,1,0,Unsaturated HC,1246,52.15714285714286,Upregulated
Feature0296,1.8888888888888888,0.7777777777777778,Carbohydrate,1246,60.3,Downregulated
Feature0296,1.8888888888888888,0.7777777777777778,Carbohydrate,1246,60.3,Downregulated
Feature0296,1.8888888888888888,0.7777777777777778,Carbohydrate,1246,60.3,Downregulated
Feature0296,1.8888888888888888,0.7777777777777778,Carbohydrate,1246,60.3,Downregulated
Feature0296,1.8888888888888888,0.7777777777777778,Carbohydrate,1246,60.3,Downregulated
Feature0296,1.8888888888888888,0.7777777777777778,Carbohydrate,1246,60.3,Downregulated
Feature0296,1.8888888888888888,0.7777777777777778,Carbohydrate,1246,60.3,Downregulated
Feature0296,1.8888888888888888,0.7777777777777778,Carbohydrate,1246,60.3,Downregulated
Feature0296,1.8888888888888888,0.7777777777777778,Carbohydrate,1246,60.3,Downregulated
Feature0296,1.8888888888888888,0.7777777777777778,Carbohydrate,1246,60.3,Downregulated
Feature0296,1.8888888888888888,0.7777777777777778,Carbohydrate,1246,60.3,Downregulated
Feature0295,1.4545454545454546,0.2727272727272727,Phenol,1246,70.66363636363636,Downregulated
Feature0295,1.4545454545454546,0.2727272727272727,Phenol,1246,70.66363636363636,Downregulated
Feature0295,1.4545454545454546,0.2727272727272727,Phenol,1246,70.66363636363636,Downregulated
Feature0295,1.4545454545454546,0.2727272727272727,Phenol,1246,70.66363636363636,Downregulated
Feature0295,1.4545454545454546,0.2727272727272727,Phenol,1246,70.66363636363636,Downregulated
Feature0295,1.4545454545454546,0.2727272727272727,Phenol,1246,70.66363636363636,Downregulated
Feature0295,1.4545454545454546,0.2727272727272727,Phenol,1246,70.66363636363636,Downregulated
Feature0295,1.4545454545454546,0.2727272727272727,Phenol,1246,70.66363636363636,Downregulated
Feature0295,1.4545454545454546,0.2727272727272727,Phenol,1246,70.66363636363636,Downregulated
Feature0295,1.4545454545454546,0.2727272727272727,Phenol,1246,70.66363636363636,Downregulated
Feature0295,1.4545454545454546,0.2727272727272727,Phenol,1246,70.66363636363636,Downregulated
Feature0294,1.25,0.1875,Phenol,1246,74.55,Downregulated
Feature0294,1.25,0.1875,Phenol,1246,74.55,Downregulated
Feature0294,1.25,0.1875,Phenol,1246,74.55,Downregulated
Feature0294,1.25,0.1875,Phenol,1246,74.55,Downregulated
Feature0294,1.25,0.1875,Phenol,1246,74.55,Downregulated
Feature0294,1.25,0.1875,Phenol,1246,74.55,Downregulated
Feature0294,1.25,0.1875,Phenol,1246,74.55,Downregulated
Feature0294,1.25,0.1875,Phenol,1246,74.55,Downregulated
Feature0294,1.25,0.1875,Phenol,1246,74.55,Downregulated
Feature0294,1.25,0.1875,Phenol,1246,74.55,Downregulated
Feature0294,1.25,0.1875,Phenol,1246,74.55,Downregulated
Feature0291,1.75,0.625,Amino Sugar,1246,53.175,Upregulated
Feature0291,1.75,0.625,Amino Sugar,1246,53.175,Upregulated
Feature0291,1.75,0.625,Amino Sugar,1246,53.175,Upregulated
Feature0291,1.75,0.625,Amino Sugar,1246,53.175,Upregulated
Feature0291,1.75,0.625,Amino Sugar,1246,53.175,Upregulated
Feature0291,1.75,0.625,Amino Sugar,1246,53.175,Upregulated
Feature0291,1.75,0.625,Amino Sugar,1246,53.175,Upregulated
Feature0291,1.75,0.625,Amino Sugar,1246,53.175,Upregulated
Feature0291,1.75,0.625,Amino Sugar,1246,53.175,Upregulated
Feature0291,1.75,0.625,Amino Sugar,1246,53.175,Upregulated
Feature0291,1.75,0.625,Amino Sugar,1246,53.175,Upregulated
Feature0289,1.6666666666666667,0.5,Protein,1246,79.30000000000001,Upregulated
Feature0289,1.6666666666666667,0.5,Protein,1246,79.30000000000001,Upregulated
Feature0289,1.6666666666666667,0.5,Protein,1246,79.30000000000001,Upregulated
Feature0289,1.6666666666666667,0.5,Protein,1246,79.30000000000001,Upregulated
Feature0289,1.6666666666666667,0.5,Protein,1246,79.30000000000001,Upregulated
Feature0289,1.6666666666666667,0.5,Protein,1246,79.30000000000001,Upregulated
Feature0289,1.6666666666666667,0.5,Protein,1246,79.30000000000001,Upregulated
Feature0289,1.6666666666666667,0.5,Protein,1246,79.30000000000001,Upregulated
