FeatureID,Name,Formula,MW,KEGG.Pathways,name4plot,C,H,N,O,Cl,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,gap_status,Study.File.ID,SampleID1,SampleID2,Batch,RT.Range..min.,Instrument.Name,Software.Revision,Ref..File.ID,Sample.Type,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0063,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.6,77.4,5,2,0.285714286,0.411764706,2,Phenol,No gap,F1,CTRL1,Area: 2,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,17.78856003,30.56103794,1.718016404,0.780743812,1.65E-04,0.002008641,Upregulated
Feature0157,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],C7 H11 N7 O4,257.08751,NA,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],7,11,7,4,0,0,0,1.571428571,0.571428571,2.571428571,-12.98571429,6,2,1.25,1.5,-5,Amino Sugar,Full gap,F59,F1246_3,Area: 60,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,18.02780508,26.54565503,1.472484028,0.558251985,6.62E-04,0.004832515,Upregulated
Feature0157,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],C7 H11 N7 O4,257.08751,NA,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -142.1228 Da],7,11,7,4,0,0,0,1.571428571,0.571428571,2.571428571,-12.98571429,6,2,1.25,1.5,-5,Amino Sugar,Full gap,F58,F1154_3,Area: 59,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,18.02780508,26.54565503,1.472484028,0.558251985,6.62E-04,0.004832515,Upregulated
Feature0157,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],C7 H11 N7 O4,257.08751,NA,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],7,11,7,4,0,0,0,1.571428571,0.571428571,2.571428571,-12.98571429,6,2,1.25,1.5,-5,Amino Sugar,Full gap,F56,F1246_2,Area: 57,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,18.02780508,26.54565503,1.472484028,0.558251985,6.62E-04,0.004832515,Upregulated
Feature0157,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],C7 H11 N7 O4,257.08751,NA,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],7,11,7,4,0,0,0,1.571428571,0.571428571,2.571428571,-12.98571429,6,2,1.25,1.5,-5,Amino Sugar,Full gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,18.02780508,26.54565503,1.472484028,0.558251985,6.62E-04,0.004832515,Upregulated
Feature0157,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],C7 H11 N7 O4,257.08751,NA,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],7,11,7,4,0,0,0,1.571428571,0.571428571,2.571428571,-12.98571429,6,2,1.25,1.5,-5,Amino Sugar,Full gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,18.02780508,26.54565503,1.472484028,0.558251985,6.62E-04,0.004832515,Upregulated
Feature0157,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],C7 H11 N7 O4,257.08751,NA,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],7,11,7,4,0,0,0,1.571428571,0.571428571,2.571428571,-12.98571429,6,2,1.25,1.5,-5,Amino Sugar,Full gap,F40,CTRL3,Area: 41,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,18.02780508,26.54565503,1.472484028,0.558251985,6.62E-04,0.004832515,Upregulated
Feature0157,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],C7 H11 N7 O4,257.08751,NA,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],7,11,7,4,0,0,0,1.571428571,0.571428571,2.571428571,-12.98571429,6,2,1.25,1.5,-5,Amino Sugar,Full gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,18.02780508,26.54565503,1.472484028,0.558251985,6.62E-04,0.004832515,Upregulated
Feature0157,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],C7 H11 N7 O4,257.08751,NA,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],7,11,7,4,0,0,0,1.571428571,0.571428571,2.571428571,-12.98571429,6,2,1.25,1.5,-5,Amino Sugar,NA,F18,F1246_1,Area: 19,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,18.02780508,26.54565503,1.472484028,0.558251985,6.62E-04,0.004832515,Upregulated
Feature0157,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],C7 H11 N7 O4,257.08751,NA,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],7,11,7,4,0,0,0,1.571428571,0.571428571,2.571428571,-12.98571429,6,2,1.25,1.5,-5,Amino Sugar,Full gap,F13,F1177_1,Area: 14,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,18.02780508,26.54565503,1.472484028,0.558251985,6.62E-04,0.004832515,Upregulated
Feature0157,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],C7 H11 N7 O4,257.08751,NA,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],7,11,7,4,0,0,0,1.571428571,0.571428571,2.571428571,-12.98571429,6,2,1.25,1.5,-5,Amino Sugar,Full gap,F9,F1154_1,Area: 10,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,18.02780508,26.54565503,1.472484028,0.558251985,6.62E-04,0.004832515,Upregulated
Feature0157,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],C7 H11 N7 O4,257.08751,NA,[Similar to: N1-phenethyl-3-(2-thienyl)acrylamide; ΔMass: 0.0001 Da],7,11,7,4,0,0,0,1.571428571,0.571428571,2.571428571,-12.98571429,6,2,1.25,1.5,-5,Amino Sugar,No gap,F1,CTRL1,Area: 2,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,18.02780508,26.54565503,1.472484028,0.558251985,6.62E-04,0.004832515,Upregulated
Feature0071,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",C9 H17 N O6,235.10555,NA,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",9,17,1,6,0,0,0,1.888888889,0.666666667,-0.222222222,66.63333333,2,-4,-2.5,-0.4,-5,Amino Sugar,Full gap,F59,F1246_3,Area: 60,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,18.26382701,26.81410217,1.468153534,0.554002848,0.003001509,0.013014119,Upregulated
Feature0071,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",C9 H17 N O6,235.10555,NA,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",9,17,1,6,0,0,0,1.888888889,0.666666667,-0.222222222,66.63333333,2,-4,-2.5,-0.4,-5,Amino Sugar,Full gap,F58,F1154_3,Area: 59,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,18.26382701,26.81410217,1.468153534,0.554002848,0.003001509,0.013014119,Upregulated
Feature0071,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",C9 H17 N O6,235.10555,NA,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",9,17,1,6,0,0,0,1.888888889,0.666666667,-0.222222222,66.63333333,2,-4,-2.5,-0.4,-5,Amino Sugar,Full gap,F56,F1246_2,Area: 57,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,18.26382701,26.81410217,1.468153534,0.554002848,0.003001509,0.013014119,Upregulated
Feature0071,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",C9 H17 N O6,235.10555,NA,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",9,17,1,6,0,0,0,1.888888889,0.666666667,-0.222222222,66.63333333,2,-4,-2.5,-0.4,-5,Amino Sugar,Full gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,18.26382701,26.81410217,1.468153534,0.554002848,0.003001509,0.013014119,Upregulated
Feature0071,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",C9 H17 N O6,235.10555,NA,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",9,17,1,6,0,0,0,1.888888889,0.666666667,-0.222222222,66.63333333,2,-4,-2.5,-0.4,-5,Amino Sugar,No gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,18.26382701,26.81410217,1.468153534,0.554002848,0.003001509,0.013014119,Upregulated
Feature0071,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",C9 H17 N O6,235.10555,NA,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",9,17,1,6,0,0,0,1.888888889,0.666666667,-0.222222222,66.63333333,2,-4,-2.5,-0.4,-5,Amino Sugar,Full gap,F40,CTRL3,Area: 41,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,18.26382701,26.81410217,1.468153534,0.554002848,0.003001509,0.013014119,Upregulated
Feature0071,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",C9 H17 N O6,235.10555,NA,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",9,17,1,6,0,0,0,1.888888889,0.666666667,-0.222222222,66.63333333,2,-4,-2.5,-0.4,-5,Amino Sugar,Full gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,18.26382701,26.81410217,1.468153534,0.554002848,0.003001509,0.013014119,Upregulated
Feature0071,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",C9 H17 N O6,235.10555,NA,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",9,17,1,6,0,0,0,1.888888889,0.666666667,-0.222222222,66.63333333,2,-4,-2.5,-0.4,-5,Amino Sugar,NA,F18,F1246_1,Area: 19,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,18.26382701,26.81410217,1.468153534,0.554002848,0.003001509,0.013014119,Upregulated
Feature0071,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",C9 H17 N O6,235.10555,NA,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",9,17,1,6,0,0,0,1.888888889,0.666666667,-0.222222222,66.63333333,2,-4,-2.5,-0.4,-5,Amino Sugar,Full gap,F13,F1177_1,Area: 14,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,18.26382701,26.81410217,1.468153534,0.554002848,0.003001509,0.013014119,Upregulated
Feature0071,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",C9 H17 N O6,235.10555,NA,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",9,17,1,6,0,0,0,1.888888889,0.666666667,-0.222222222,66.63333333,2,-4,-2.5,-0.4,-5,Amino Sugar,Full gap,F9,F1154_1,Area: 10,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,18.26382701,26.81410217,1.468153534,0.554002848,0.003001509,0.013014119,Upregulated
Feature0071,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",C9 H17 N O6,235.10555,NA,"3-Hydroxy-4,5,6-trimethoxytetrahydro-2H-pyran-2-carboxamide",9,17,1,6,0,0,0,1.888888889,0.666666667,-0.222222222,66.63333333,2,-4,-2.5,-0.4,-5,Amino Sugar,Full gap,F1,CTRL1,Area: 2,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,18.26382701,26.81410217,1.468153534,0.554002848,0.003001509,0.013014119,Upregulated
Feature0168,[Similar to: NP-020414; ΔMass: -0.0036 Da],C25 H48 N2 O12,568.32251,NA,[Similar to: NP-020414; ΔMass: -0.0036 Da],25,48,2,12,0,0,0,1.92,0.48,-0.72,80.82,3,-9,-1,-0.294117647,-11,Protein,Full gap,F59,F1246_3,Area: 60,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,19.33757715,27.69566019,1.432219764,0.518252881,0.008407784,0.025362324,Upregulated
Feature0168,[Similar to: NP-020414; ΔMass: -0.0036 Da],C25 H48 N2 O12,568.32251,NA,[Similar to: NP-020414; ΔMass: -0.0036 Da],25,48,2,12,0,0,0,1.92,0.48,-0.72,80.82,3,-9,-1,-0.294117647,-11,Protein,Full gap,F58,F1154_3,Area: 59,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,19.33757715,27.69566019,1.432219764,0.518252881,0.008407784,0.025362324,Upregulated
Feature0168,[Similar to: NP-020414; ΔMass: -0.0036 Da],C25 H48 N2 O12,568.32251,NA,[Similar to: NP-020414; ΔMass: -0.0036 Da],25,48,2,12,0,0,0,1.92,0.48,-0.72,80.82,3,-9,-1,-0.294117647,-11,Protein,No gap,F56,F1246_2,Area: 57,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,19.33757715,27.69566019,1.432219764,0.518252881,0.008407784,0.025362324,Upregulated
Feature0168,[Similar to: NP-020414; ΔMass: -0.0036 Da],C25 H48 N2 O12,568.32251,NA,[Similar to: NP-020414; ΔMass: -0.0036 Da],25,48,2,12,0,0,0,1.92,0.48,-0.72,80.82,3,-9,-1,-0.294117647,-11,Protein,Full gap,F46,F1177_3,Area: 47,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,19.33757715,27.69566019,1.432219764,0.518252881,0.008407784,0.025362324,Upregulated
Feature0168,[Similar to: NP-020414; ΔMass: -0.0036 Da],C25 H48 N2 O12,568.32251,NA,[Similar to: NP-020414; ΔMass: -0.0036 Da],25,48,2,12,0,0,0,1.92,0.48,-0.72,80.82,3,-9,-1,-0.294117647,-11,Protein,Full gap,F45,F1154_2,Area: 46,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,19.33757715,27.69566019,1.432219764,0.518252881,0.008407784,0.025362324,Upregulated
Feature0168,[Similar to: NP-020414; ΔMass: -0.0036 Da],C25 H48 N2 O12,568.32251,NA,[Similar to: NP-020414; ΔMass: -0.0036 Da],25,48,2,12,0,0,0,1.92,0.48,-0.72,80.82,3,-9,-1,-0.294117647,-11,Protein,No gap,F40,CTRL3,Area: 41,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,19.33757715,27.69566019,1.432219764,0.518252881,0.008407784,0.025362324,Upregulated
Feature0168,[Similar to: NP-020414; ΔMass: -0.0036 Da],C25 H48 N2 O12,568.32251,NA,[Similar to: NP-020414; ΔMass: -0.0036 Da],25,48,2,12,0,0,0,1.92,0.48,-0.72,80.82,3,-9,-1,-0.294117647,-11,Protein,Full gap,F39,CTRL2,Area: 40,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,19.33757715,27.69566019,1.432219764,0.518252881,0.008407784,0.025362324,Upregulated
Feature0168,[Similar to: NP-020414; ΔMass: -0.0036 Da],C25 H48 N2 O12,568.32251,NA,[Similar to: NP-020414; ΔMass: -0.0036 Da],25,48,2,12,0,0,0,1.92,0.48,-0.72,80.82,3,-9,-1,-0.294117647,-11,Protein,NA,F18,F1246_1,Area: 19,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,19.33757715,27.69566019,1.432219764,0.518252881,0.008407784,0.025362324,Upregulated
Feature0168,[Similar to: NP-020414; ΔMass: -0.0036 Da],C25 H48 N2 O12,568.32251,NA,[Similar to: NP-020414; ΔMass: -0.0036 Da],25,48,2,12,0,0,0,1.92,0.48,-0.72,80.82,3,-9,-1,-0.294117647,-11,Protein,Full gap,F13,F1177_1,Area: 14,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,19.33757715,27.69566019,1.432219764,0.518252881,0.008407784,0.025362324,Upregulated
Feature0168,[Similar to: NP-020414; ΔMass: -0.0036 Da],C25 H48 N2 O12,568.32251,NA,[Similar to: NP-020414; ΔMass: -0.0036 Da],25,48,2,12,0,0,0,1.92,0.48,-0.72,80.82,3,-9,-1,-0.294117647,-11,Protein,Full gap,F9,F1154_1,Area: 10,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,19.33757715,27.69566019,1.432219764,0.518252881,0.008407784,0.025362324,Upregulated
Feature0168,[Similar to: NP-020414; ΔMass: -0.0036 Da],C25 H48 N2 O12,568.32251,NA,[Similar to: NP-020414; ΔMass: -0.0036 Da],25,48,2,12,0,0,0,1.92,0.48,-0.72,80.82,3,-9,-1,-0.294117647,-11,Protein,No gap,F1,CTRL1,Area: 2,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Control,19.33757715,27.69566019,1.432219764,0.518252881,0.008407784,0.025362324,Upregulated
Feature0298,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",C14 H14 N6,266.12669,Metabolic pathways;Biosynthesis of cofactors;Other,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",14,14,6,0,0,0,0,1,0,0.285714286,52.15714286,11,11,0.625,0.625,5,Unsaturated HC,Full gap,F59,F1246_3,Area: 60,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,17.95793236,25.56470806,1.423588615,0.5095323,1.23E-04,0.001971759,Upregulated
Feature0298,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",C14 H14 N6,266.12669,Metabolic pathways;Biosynthesis of cofactors;Other,"N,N-dimethyl-N'-(3-phenyl[1,2,4]triazolo[4,3-b]pyridazin-6-yl)iminoformamide",14,14,6,0,0,0,0,1,0,0.285714286,52.15714286,11,11,0.625,0.625,5,Unsaturated HC,Full gap,F58,F1154_3,Area: 59,0,0.00 - 21.00,Orbitrap Exploris Slot #139,3.1-3.1.231.6/3.1.279.9,F55,Sample,17.95793236,25.56470806,1.423588615,0.5095323,1.23E-04,0.001971759,Upregulated
