FeatureID,Name,Formula,MW,Area: 2,Area: 10,Area: 14,Area: 19,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0269,Citric acid,C6 H8 O7,192.02696,1414006569,18353706.89,5249703.767,51025485.35,23793018.37,6685672.121,15108284.09,461060593.3,1539752182,571926322.2,1385809330,229366.333,Citric acid-peak1,6,8,0,7,0,0,0,1.3333333333333333,1.1666666666666667,1,31.799999999999997,3,-4,4,-0.2,-4,Other,25.13524472603733,25.7130702377966,1.022988656687345,0.03279014798485949,0.8633455898191542,0.9108498021077915,Upregulated
Feature0268,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,C10 H19 N O7,265.11614,502369597.5,79698117.86,23169906.2,1441632291,555393728.8,536760591.2,26406342.01,33511708.23,1095664071,100516511.3,989159664.9,124542.1197,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose-peak2,10,19,1,7,0,0,0,1.9,0.7,-0.20000000000000015,66,2,-5,-3,-0.4545454545454546,-6,Amino Sugar,28.5339466022518,25.674147179519633,0.899775538848647,-0.1523629483098575,0.03727135593409349,0.09903531719630555,Downregulated
Feature0267,Adenosine,C10 H13 N5 O4,267.09675,171950044,743269264,696101538.9,1175248996,155975869.1,188386905.4,616581587.1,1357108263,845637758.7,925647307.9,778356683.2,298650.9187,Adenosine-peak2,10,13,5,4,0,0,0,1.3,0.4,1,31.799999999999997,7,3,-2,0,-2,Phenol,27.2058436666524,29.188373387723335,1.0728714663423955,0.1014772466649526,0.002588181367376417,0.017192919083286202,Upregulated
Feature0266,DL-Carbidopa,C10 H14 N2 O4,226.09535,296704218.5,1159091671,1103375942,1101375243,276582992.2,343090102.8,882899621,1086193946,961638007,1352782325,803965985.4,321550.9151,DL-Carbidopa-peak2,10,14,2,4,0,0,0,1.4,0.4,0,60.3,5,1,-0.25,0.16666666666666666,-1,Phenol,28.142018660144767,29.7094794609968,1.0556982361422387,0.07819750947240776,0.002523057992520938,0.017192919083286202,Upregulated
Feature0265,methoxyresorcinol,C7 H8 O3,140.04735,611513.5352,7449786.748,8153301.295,1328496974,2529981.849,1253515.598,7311472.835,4501771.277,1074872485,9697784.924,984413795.7,1434514.421,methoxyresorcinol-peak2,7,8,0,3,0,0,0,1.1428571428571428,0.42857142857142855,-0.2857142857142856,68.44285714285714,4,1,0.25,0.4545454545454546,1,Phenol,19.3519891060348,23.6183292860071,1.2204600341905871,0.287425052661802,0.001763995572892276,0.014475140142263086,Upregulated
Feature0264,Choline,C5 H13 N O,103.09967,1258592902,730362497,770699118.2,346675206.1,1228856029,1327208320,822407853.3,1130348199,315737652.6,917177209.4,289742797.9,118222.4358,Choline,5,13,1,1,0,0,0,2.6,0.2,-1.5999999999999996,105.89999999999998,0,-1,-0.6666666666666666,-0.42857142857142855,-2,Other,30.196188445255967,29.269962632847566,0.9693263997842775,-0.04494555096084356,0.023595970401976307,0.07396939036125157,Downregulated
Feature0263,3-hydroxy-3-methylpentanedioic acid,C6 H10 O5,162.05285,1052393347,37699282.43,6691492.787,910969149.9,798053697.2,1266241191,13710344.87,19288284.53,805564655,9114557.041,665504032.8,612498.9898,3-hydroxy-3-methylpentanedioic acid,6,10,0,5,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,2,-3,-3,-0.14285714285714285,-3,Carbohydrate,29.342536674154534,23.922263246062066,0.8152759085458774,-0.29463971096915026,0.0014645594836959033,0.012831160639823187,Downregulated
Feature0262,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,801393.4383,593936.1114,693410.2379,1261449757,918919.0132,610581.8145,555218.437,624575.9897,1159624125,619974.5323,1247678745,372753.6115,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak5",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,20.094445363620967,20.799484289030268,1.0350862595434311,0.049751000603820685,0.05311865093171201,0.13110018427039785,Upregulated
Feature0261,lactosamine,C12 H23 N O10,341.13223,1241391359,22211282.11,33292305.31,244343124.2,1204503847,1239607570,7929260.382,34195143.3,223559758.3,21321236.42,163742657,198208.0092,lactosamine,12,23,1,10,0,0,0,1.9166666666666667,0.8333333333333334,0,60.3,2,-8,-9,-0.6666666666666666,-9,Carbohydrate,29.5559727498181,23.850089602649568,0.8069465283559768,-0.30945501721023194,0.00407710847064142,0.021143375176694956,Downregulated
Feature0260,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,1194768561,21130064.97,28225625,241167282.8,1166139855,1201971210,7261480.84,32704524.58,220555487.3,14015788.63,156862319.8,132935.8948,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak2",12,20,0,10,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,3,-7,-3.5,-0.2857142857142857,-7,Carbohydrate,29.469571229227633,23.609632947355035,0.8011529168072602,-0.3198504574170184,0.0014716743386177132,0.012831160639823187,Downregulated
Feature0259,L-Glutamic acid,C5 H9 N O4,147.05318,602576875.4,497248612.7,333902479.2,1171896090,655433370.9,886745024.7,574516796.7,939888432.6,522764080.6,523372546.6,557217616.6,377826.0532,L-Glutamic acid,5,9,1,4,0,0,0,1.8,0.8,0.3999999999999999,48.9,2,-2,-Inf,-0.5,-3,Carbohydrate,29.286613750248133,28.668254329356465,0.978885936552278,-0.030787333482809178,0.052719036231866696,0.13110018427039785,Downregulated
Feature0258,DL-Carbidopa,C10 H14 N2 O4,226.09535,296856630.4,1159091671,1103375942,1101375243,277620167.4,343090102.8,882899621,1086193946,961638007,1045269849,67820963.14,205179.3044,DL-Carbidopa-peak1,10,14,2,4,0,0,0,1.4,0.4,0,60.3,5,1,-0.25,0.16666666666666666,-1,Phenol,28.05071303549453,29.625771205788833,1.056150379075971,0.0788152662316137,2.6009505770139055e-4,0.005197323953817471,Upregulated
Feature0257,Adenosine,C10 H13 N5 O4,267.09676,7961141.119,647420268.7,613175222.5,1152326006,153407001.2,186051840.4,525758452.4,60441321.41,821615467.7,829545130.1,755940589.5,226883.2077,Adenosine-peak1,10,13,5,4,0,0,0,1.3,0.4,1,31.799999999999997,7,3,-2,0,-2,Phenol,25.5115395119865,29.085934807700365,1.140108961046214,0.1891717103979476,0.11622455732293695,0.22363207926275455,Upregulated
Feature0256,L-Phenylalanine,C9 H11 N O2,165.07901,1026682426,17707384.78,17754906.73,11344181.72,26881124.58,36940646.21,14503270,41707383.87,201643473.8,1142999795,92552629.54,123507.2297,L-Phenylalanine-peak1,9,11,1,2,0,0,0,1.2222222222222223,0.2222222222222222,-0.44444444444444464,72.96666666666667,5,3,0.3333333333333333,0.42857142857142855,2,Phenol,25.664220248164632,26.183862658272535,1.0202477380993122,0.028919512128458957,0.8671069573908013,0.9108498021077915,Upregulated
Feature0255,L-Iditol,C6 H14 O6,182.07906,32725855.72,961964058.2,666561028.9,29896025.32,33395689.7,34603911.74,1029209088,1113135697,26513627.87,1025941581,29557190.36,163712.4014,L-Iditol,6,14,0,6,0,0,0,2.3333333333333335,1,-0.33333333333333304,69.79999999999998,0,-6,-Inf,-1,-6,Carbohydrate,24.439885319221332,29.8130541147673,1.219852455335382,0.2867066602237615,1.3129079550598704e-4,0.005080206514066914,Upregulated
Feature0254,Isoleucine,C6 H13 N O2,131.0946,598472223,474245844.2,405734711,299405508.1,602726902.4,690581257.1,425204660.4,1083152870,3407404.451,9023292.215,1538905.937,238120.8703,Isoleucine-peak6,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,28.644218068730634,26.786924130549334,0.9351599009012989,-0.09671502559427488,0.39410778505871524,0.5261056078056533,Downregulated
Feature0253,methoxyresorcinol,C7 H8 O3,140.04733,582567.6317,7348471.269,1173314.752,6203298.626,614122.5862,1185520.871,7064030.415,4361081.41,1074872485,9355430.69,984413795.7,1298796.598,methoxyresorcinol-peak1,7,8,0,3,0,0,0,1.1428571428571428,0.42857142857142855,-0.2857142857142856,68.44285714285714,4,1,0.25,0.4545454545454546,1,Phenol,19.3612140030882,24.128745870644433,1.246241370339473,0.31758351464429213,0.0025610624462719875,0.017192919083286202,Upregulated
Feature0252,DL-Carnitine,C7 H15 N O3,161.10522,9637438.535,1060131791,756974997.9,407891999.1,12893917.96,10665770.03,846557165.4,975636374.6,382768014.7,1057461702,383521723.6,154070.1291,DL-Carnitine,7,15,1,3,0,0,0,2.142857142857143,0.42857142857142855,-0.8571428571428568,84.72857142857141,1,-2,-1,-0.3333333333333333,-3,Protein,22.9481010760515,29.713060722587866,1.294793875280436,0.37272244634443147,7.157597156716704e-6,9.984848033619802e-4,Upregulated
Feature0251,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],C6 H11 N O7,209.05353,749589617,314124152.6,132865269.8,972581721.9,730045800.2,849257203.1,215515881.7,232727398.6,326896.3194,6443182.545,12216957.39,54409.81371,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da]-peak2,6,11,1,7,0,0,0,1.8333333333333333,1.1666666666666667,1,31.799999999999997,2,-5,3,-1.6666666666666667,-6,Carbohydrate,28.847803211488866,26.16829905951993,0.9071158336624467,-0.14064130821267562,0.23531955635186094,0.381710210594007,Downregulated
Feature0250,Proline,C5 H9 N O2,115.06328,740088477.4,163866357.2,216613461.5,231194434.7,789911298.8,880947057.5,115747221.8,332545681,161004273.7,210962261.1,143259130.8,694260.1783,Proline,5,9,1,2,0,0,0,1.8,0.4,-0.4000000000000003,71.7,2,0,-0.5,0,-1,Protein,29.2064074965763,27.0488218566916,0.9261262912894158,-0.11071915475656309,0.0157189102369294,0.054142913038312375,Downregulated
Feature0249,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da],C6 H11 N O7,209.05353,749589617,2584537.053,1649921.556,10466036.24,7584304.276,5178917.388,4359846.653,6167949.245,866289828,304101284,783591342,55062.23915,[Similar to: Butyryl trihexyl citrate; ΔMass: -305.2970 Da]-peak1,6,11,1,7,0,0,0,1.8333333333333333,1.1666666666666667,1,31.799999999999997,2,-5,3,-1.6666666666666667,-6,Carbohydrate,23.99954837692493,24.253148994479766,1.0105668912419479,0.015164819460439983,0.9448458422133877,0.9551159057157073,Upregulated
Feature0248,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],C16 H29 N O12,427.16895,662427563.8,3628410.086,1880121.766,227680891.5,643515210,756433558.5,2324156.858,2067347.156,95927320.41,692677.8532,19295734.18,103645.5293,[Similar to: AB-CHMINACA metabolite M7; ΔMass: 39.9895 Da],16,29,1,12,0,0,0,1.8125,0.75,-0.125,63.8625,3,-9,-3.3333333333333335,-0.4444444444444444,-10,Carbohydrate,28.4811349930069,21.2177762445413,0.7449764993477611,-0.42473317912357067,0.0021624457798051886,0.016005731105025064,Downregulated
Feature0247,DL-Tryptophan,C11 H12 N2 O2,204.08988,322798979.2,304870039.8,231136782.6,101662100.6,330454074.3,392782887.8,287785096.6,707162830.2,133061050.1,9956688.188,644883.1165,235042.4274,DL-Tryptophan,11,12,2,2,0,0,0,1.0909090909090908,0.18181818181818185,-0.18181818181818168,65.48181818181817,7,5,0.42857142857142855,0.5,3,Phenol,27.721705761379432,26.479177826530833,0.955178518034066,-0.066157704132868,0.485105541204792,0.6189863152617977,Downregulated
Feature0246,Isoleucine,C6 H13 N O2,131.09459,7475678.793,5831398.786,5726398.956,18156871.08,10219539.07,11967812.14,4261904.32,35714334.12,179022694.6,703674377.3,76678778.9,263851.1982,Isoleucine-peak5,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,22.332548221679566,25.133105981447866,1.1254025170781732,0.17044109524716672,0.39097344220884556,0.5244307229628264,Upregulated
Feature0245,L-Pyroglutamic acid,C5 H7 N O3,129.04257,22270508.84,9687403.272,12213304.89,703193745.4,501289274.8,612164340.4,8423362.452,16658248.46,4698286.379,635631.3788,2590626.169,220390.7053,L-Pyroglutamic acid-peak2,5,7,1,3,0,0,0,1.4,0.6,0.3999999999999999,48.9,3,0,-1,0.2,-1,Phenol,26.616763473535034,22.349997616530068,0.8396962928551626,-0.2520604765435512,0.06813468131100288,0.14975828550504222,Downregulated
Feature0244,9-O-acetylneuraminic acid,C11 H19 N O9,309.10605,689483123.6,26087245.55,22281338.63,134458063.9,679759477.5,700618923.3,16746792.93,110099644.6,134261921,31405565.37,93487566.69,146254.5213,9-O-acetylneuraminic acid,11,19,1,9,0,0,0,1.7272727272727273,0.8181818181818182,0.18181818181818168,55.11818181818182,3,-6,-7,-0.4545454545454546,-7,Carbohydrate,28.669156723768065,24.5134910965499,0.855047510910116,-0.22592350898233268,0.0031326261126755953,0.0193309740002498,Downregulated
Feature0243,Isoleucine,C6 H13 N O2,131.0946,4546665.498,474245844.2,405734711,299405508.1,602726902.4,690581257.1,425204660.4,55822609.66,3455552.991,9184624.663,2486249.184,238769.0126,Isoleucine-peak4,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,26.002313413250832,27.0251227894361,1.0393353222049866,0.05566118805783117,0.7327939346594778,0.8177980310799774,Upregulated
Feature0242,methyl N-acetylneuraminate,C12 H21 N O9,323.12166,30594649.83,2298103.696,2726050.699,17694361.44,496183265.4,656655264.7,2097908.878,2943676.18,6907848.529,2509829.793,3333517.586,291478.3063,methyl N-acetylneuraminate-peak3,12,21,1,9,0,0,0,1.75,0.75,0,60.3,3,-6,-3.5,-0.38461538461538464,-7,Carbohydrate,27.048013701218533,22.07884191230787,0.8162833011029272,-0.29285815082425387,0.05356781722876472,0.13110018427039785,Downregulated
Feature0241,"1-{[(3S,4S,5R)-2,3,4-Trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}-2-pyrrolidinecarboxylic acid (non-preferred name)",C11 H19 N O7,277.11615,534915672.6,325487765.3,96494163.04,656250129.8,482559252,578265116.6,84389851.72,62240844.58,564725141.7,275871330.3,401158896.7,224823.6809,"1-{[(3S,4S,5R)-2,3,4-Trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}-2-pyrrolidinecarboxylic acid (non-preferred name)",11,19,1,7,0,0,0,1.7272727272727273,0.6363636363636364,-0.18181818181818168,65.48181818181817,3,-4,-1.6666666666666667,-0.2307692307692308,-5,Amino Sugar,28.617383210348134,27.3527673439315,0.9558095211878301,-0.06520495598884862,0.14506469472955014,0.2651022666687945,Downregulated
Feature0240,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.1679,256300.8884,262116.3609,580133.8115,633309591.3,1186209.35,262879.3887,290674.2275,292591.6259,562782673.9,255802.4188,620469719.7,480005.627,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak4",22,26,0,7,0,0,0,1.181818181818182,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,20.267245516793167,20.3115358864581,1.0021853176657989,0.0031493070929576317,0.9666609802096016,0.9701381779801397,Upregulated
Feature0239,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07864,112358.174,389306311.7,179447171,259501.7357,109757.5682,115519.0185,486749658.7,54551628.35,91659.79689,625563644.6,88226.95533,258235.0683,"3',4'-Dimethoxyacetophenone",10,12,0,3,0,0,0,1.2,0.3,-0.5999999999999996,77.39999999999999,5,2,0.2857142857142857,0.4117647058823529,2,Phenol,17.799012940185268,30.803264371745964,1.730616437847555,0.7912860109364868,1.7782210928160189e-6,4.961236848956693e-4,Upregulated
Feature0238,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",C11 H15 N O7,273.08486,220690735.3,30845287.32,33018001,24610646.05,23253424.34,1115213.288,20263694.33,36506981.97,545589546.9,619038530.8,487483308.6,421356.2482,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate-peak3",11,15,1,7,0,0,0,1.3636363636363635,0.6363636363636364,0.18181818181818168,55.11818181818182,5,-2,-1,0.07692307692307693,-3,Phenol,23.15238837869637,26.34431958441383,1.137866174042524,0.18633089033486355,0.3446102205148846,0.4905420996104735,Upregulated
Feature0237,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",C11 H15 N O7,273.08488,15193439.32,513657587.3,588948954.2,572112901.2,211992360.4,256911602.2,488385015.8,591610130.9,29026333.21,40271221.98,12586109.72,429175.9322,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate-peak2",11,15,1,7,0,0,0,1.3636363636363635,0.6363636363636364,0.18181818181818168,55.11818181818182,5,-2,-1,0.07692307692307693,-3,Phenol,25.920801463183565,27.5977090259473,1.0646935074575343,0.09043818264894016,0.35058869424131495,0.4941623337149449,Upregulated
Feature0236,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate",C11 H15 N O7,273.08486,13710040.44,513657587.3,588948954.2,572112901.2,211992360.4,256911602.2,488385015.8,33214731.24,25869637.49,35740653.52,12080517.7,347185.7544,"Methyl (5-acetamido-2,2-dimethyl-4,6-dioxo-1,3-dioxan-5-yl)acetate-peak1",11,15,1,7,0,0,0,1.3636363636363635,0.6363636363636364,0.18181818181818168,55.11818181818182,5,-2,-1,0.07692307692307693,-3,Phenol,25.752244105989732,27.623369814496233,1.072658743867347,0.10119116944321656,0.31521704340701107,0.46287134268713725,Upregulated
Feature0235,"1,2-di-O-methyl-4-[(2R)-2,4-dihydrobutyramido]-4,6-dideoxy-alpha-D-mannopyranoside",C12 H23 N O7,293.14749,491646150.8,103939021.9,4538185.351,84647912.58,455884089.6,577869652.7,12599402.94,10363606.26,4527814.953,4703081.141,13016415.43,263840.1536,"1,2-di-O-methyl-4-[(2R)-2,4-dihydrobutyramido]-4,6-dideoxy-alpha-D-mannopyranoside",12,23,1,7,0,0,0,1.9166666666666667,0.5833333333333334,-0.5,74.55,2,-5,-1.5,-0.3333333333333333,-6,Amino Sugar,27.959771759666666,24.460513549803434,0.8748466818705909,-0.19289789015484238,0.08343757542815163,0.17301915751078403,Downregulated
Feature0234,Isoleucine,C6 H13 N O2,131.0946,262487841.5,224127603.6,134631419.2,95542487.67,256959057.3,325628227.3,209857723.4,555798124.3,1061712.049,1303466.67,386820.4444,53079.8121,Isoleucine-peak3,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,27.10048582109903,25.497465957715832,0.9408490359189365,-0.08796484122509574,0.5542592915819604,0.6625567644533237,Downregulated
Feature0233,DL-Stachydrine,C7 H13 N O2,143.09464,2953497.736,65203253.84,132332103.5,4632637.237,3510198.058,4009808.443,105374261.1,549446801.7,3969688.1,103333771.8,4131250.19,65861.81652,DL-Stachydrine,7,13,1,2,0,0,0,1.8571428571428572,0.2857142857142857,-0.8571428571428568,84.72857142857141,2,0,-0.25,0,-1,Lipid,20.818943356248035,27.011445576767333,1.297445557853485,0.37567400288939834,0.0032165074967300637,0.0193309740002498,Upregulated
Feature0232,L-Tyrosine,C9 H11 N O3,181.07392,4686035.809,270127508.6,189117348.4,7376551.601,348656323.8,445441513.2,214830217.5,547800984.8,2099826.276,1498551.186,778008.9444,64421.49027,L-Tyrosine-peak4,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Phenol,25.486113040176434,25.751030107671532,1.010394565349274,0.014918784375932102,0.9340890962846846,0.9511345177497336,Upregulated
Feature0231,methyl N-acetylneuraminate,C12 H21 N O9,323.12166,539870182.4,2052936.064,1329564.612,178746879.1,34395714.15,32405052.95,1280639.014,1608761.985,68148121.98,1448806.63,13893241.94,260382.6485,methyl N-acetylneuraminate-peak2,12,21,1,9,0,0,0,1.75,0.75,0,60.3,3,-6,-3.5,-0.38461538461538464,-7,Carbohydrate,25.6389729186977,21.4851988418785,0.8379898410910999,-0.25499534057649315,0.10991494181993672,0.2151805146443487,Downregulated
Feature0230,L-Pyroglutamic acid,C5 H7 N O3,129.04256,466695090.1,518740.1257,517727.4775,18561659.55,18237395.63,15829918.61,1048045.284,15196486.54,529958851.6,9584111.938,464542815.6,139770.5054,L-Pyroglutamic acid-peak1,5,7,1,3,0,0,0,1.4,0.6,0.3999999999999999,48.9,3,0,-1,0.2,-1,Phenol,24.729491798000534,21.443170819473632,0.8671092392285792,-0.20571433792733712,0.2425140126172073,0.386636625829719,Downregulated
Feature0229,L-Saccharopine,C11 H20 N2 O6,276.13216,4646747.079,521488308.2,363788501.2,32226366.04,6649745.741,6156437.36,199916067.8,90744102.83,17297842.19,524871677.7,35879668.63,62587.03754,L-Saccharopine,11,20,2,6,0,0,0,1.818181818181818,0.5454545454545454,-0.18181818181818168,65.48181818181817,3,-3,-1.6666666666666667,-0.3333333333333333,-5,Protein,21.5011007825544,28.750534912557033,1.337165720179531,0.41917827535294455,0.0035921638731441254,0.02004427441214422,Upregulated
Feature0228,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13244,5107038.521,84566.9988,88463.79228,332720.1237,337373.6463,90807.28879,79123.59428,99532.74814,504586564.4,141887.4136,478639900.5,59917.69005,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak2,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid,21.5856865157605,19.680901822623866,0.9117570482761398,-0.13327864762651753,0.332295434531485,0.4754380832527401,Downregulated
