FeatureID,Name,Formula,MW,KEGG Pathways,Metabolika Pathways,name4plot,C,H,N,O,P,S,F,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,SampleID,AUC,Plant,Fungi
Feature0496,NA,C18 H34 O17,522.17964,NA,NA,Feature0496,18,34,0,17,0,0,0,0,1.8888888888888888,0.9444444444444444,0,60.3,2,-15,-15,-0.6842105263157895,-15,Carbohydrate,6,264832.5258,LEDU,1177
Feature0495,4-Oxoproline,C5 H7 N O3,129.04263,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Superpathway of butirocin biosynthesis;Other,4-Oxoproline-peak1,5,7,1,3,0,0,0,0,1.4,0.6,0.3999999999999999,48.9,3,0,-1,0.2,-1,Lignin,6,377277.0878,LEDU,1177
Feature0494,D-(−)-Erythrose,C4 H8 O4,120.0423,NA,NA,D-(−)-Erythrose-peak5,4,8,0,4,0,0,0,0,2,1,0,60.3,1,-3,-Inf,-0.5,-3,Carbohydrate,6,35592861.47,LEDU,1177
Feature0493,(3E)-4-(pyridin-3-yl)but-3-enoic acid,C9 H9 N O2,163.0633,Metabolic pathways;Microbial metabolism in diverse environments;Other,NA,(3E)-4-(pyridin-3-yl)but-3-enoic acid,9,9,1,2,0,0,0,0,1,0.2222222222222222,-0.22222222222222232,66.63333333333333,6,4,0.5,0.5714285714285714,3,Lignin,6,5879258.187,LEDU,1177
Feature0492,NA,C12 H21 N O8,307.12687,NA,NA,Feature0492,12,21,1,8,0,0,0,0,1.75,0.6666666666666666,-0.16666666666666696,65.05000000000001,3,-5,-2,-0.2857142857142857,-6,Amino Sugar,6,976462.1072,LEDU,1177
Feature0491,NA,C3 H2 N3 O4 P3,236.92588,NA,NA,Feature0491,3,2,3,4,3,0,0,0,0.6666666666666666,1.3333333333333333,0,60.3,6,2,0.5714285714285714,0.4,-4,Other,6,2839550.616,LEDU,1177
Feature0490,NP-016455,C11 H18 N2 O4,242.12667,NA,NA,NP-016455,11,18,2,4,0,0,0,0,1.6363636363636365,0.36363636363636365,-0.3636363636363633,70.66363636363636,4,0,-0.4,0,-2,Protein,6,3181251.871,LEDU,1177
Feature0489,NA,C18 H33 N O12,455.20044,NA,NA,Feature0489,18,33,1,12,0,0,0,0,1.8333333333333333,0.6666666666666666,-0.33333333333333304,69.79999999999998,3,-9,-2,-0.36363636363636365,-10,Amino Sugar,6,406184.2518,LEDU,1177
Feature0488,Xanthine,C5 H4 N4 O2,152.03346,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Other,Other,Xanthine,5,4,4,2,0,0,0,0,0.8,0.4,2.4,-8.099999999999994,6,4,-0,Inf,0,Condensed HC,6,41202177.45,LEDU,1177
Feature0487,2'-Deoxyuridine,C9 H12 N2 O5,228.07464,Metabolic pathways;ABC transporters;Other,Other,2'-Deoxyuridine,9,12,2,5,0,0,0,0,1.3333333333333333,0.5555555555555556,0.44444444444444464,47.633333333333326,5,0,-1,0.1111111111111111,-2,Lignin,6,30243866.06,LEDU,1177
Feature0486,Imidazoleacetic acid riboside,C10 H14 N2 O6,258.08522,Metabolic pathways;Biosynthesis of secondary metabolites;Other,NA,Imidazoleacetic acid riboside,10,14,2,6,0,0,0,0,1.4,0.6,0.3999999999999999,48.9,5,-1,-1.5,0,-3,Lignin,6,13899057.03,LEDU,1177
Feature0485,D-(+)-Glucose,C6 H12 O6,180.06333,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Galactose metabolism;Carbon metabolism;Biosynthesis of phenylpropanoids;Biosynthesis of plant hormones;Ascorbate and aldarate metabolism;Biosynthesis of terpenoids and steroids;Fructose and mannose metabolism;Glucagon signaling pathway;Central carbon metabolism in cancer;Phosphotransferase system (PTS);Other,Superpathway of anaerobic sucrose degradation;Chitin biosynthesis;Superpathway of scopolin and esculin biosynthesis;Homolactic fermentation;Superpathway of CMP-sialic acids biosynthesis;Superpathway of betalain biosynthesis;Other,D-(+)-Glucose-peak5,6,12,0,6,0,0,0,0,2,1,0,60.3,1,-5,-Inf,-0.6666666666666666,-5,Carbohydrate,6,257314.62,LEDU,1177
Feature0484,NA,C12 H19 N O12,369.0909,NA,NA,Feature0484,12,19,1,12,0,0,0,0,1.5833333333333333,1,0.6666666666666665,41.3,4,-8,9,-0.6,-9,Carbohydrate,6,924604.6916,LEDU,1177
Feature0483,Citric acid,C6 H8 O7,192.02702,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of phenylpropanoids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant hormones;Ascorbate and aldarate metabolism;Biosynthesis of terpenoids and steroids;Glucagon signaling pathway;Central carbon metabolism in cancer;Other,Superpathway of microbial D-galacturonate and D-glucuronate degradation;Other,Citric acid-peak4,6,8,0,7,0,0,0,0,1.3333333333333333,1.1666666666666667,1,31.799999999999997,3,-4,4,-0.2,-4,Other,6,9068186.771,LEDU,1177
Feature0482,NA,C12 H18 O9,306.09515,NA,NA,Feature0482,12,18,0,9,0,0,0,0,1.5,0.75,0,60.3,4,-5,-1.6666666666666667,-0.06666666666666667,-5,Carbohydrate,6,17559101.7,LEDU,1177
Feature0481,"1,5-Anhydro-D-fructose",C6 H10 O5,162.05276,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Fructose and mannose metabolism;Other,Superpathway of butirocin biosynthesis;Other,"1,5-Anhydro-D-fructose-peak5",6,10,0,5,0,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,2,-3,-3,-0.14285714285714285,-3,Carbohydrate,6,1378045.427,LEDU,1177
Feature0480,Glycyl-L-leucine,C8 H16 N2 O3,188.11608,Metabolic pathways;Other,Superpathway of L-lysine degradation,Glycyl-L-leucine-peak3,8,16,2,3,0,0,0,0,2,0.375,-0.5,74.55,2,-1,-1,-0.3333333333333333,-3,Protein,6,1574390.08,LEDU,1177
Feature0479,5-O-beta-D-Xylopyranosyl-L-arabinofuranose,C10 H18 O9,282.09512,ABC transporters,NA,5-O-beta-D-Xylopyranosyl-L-arabinofuranose-peak2,10,18,0,9,0,0,0,0,1.8,0.9,0,60.3,2,-7,-7,-0.45454545454545453,-7,Carbohydrate,6,968004.5795,LEDU,1177
Feature0478,Porphobilinogen,C10 H14 N2 O4,226.09533,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,Other,Porphobilinogen-peak2,10,14,2,4,0,0,0,0,1.4,0.4,0,60.3,5,1,-0.25,0.16666666666666666,-1,Lignin,6,77345357.42,LEDU,1177
Feature0477,Fumaric acid,C4 H4 O4,116.01101,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Degradation of aromatic compounds;Carbon metabolism;Biosynthesis of phenylpropanoids;Biosynthesis of plant hormones;Biosynthesis of terpenoids and steroids;Glucagon signaling pathway;Central carbon metabolism in cancer;Other,Methanobacterium thermoautotrophicum biosynthetic metabolism;Superpathway of purine nucleotide salvage;Other,Fumaric acid,4,4,0,4,0,0,0,0,1,1,1,31.799999999999997,3,-1,-Inf,0.5,-1,Tannin,6,19632981.31,LEDU,1177
Feature0476,L-(-)-Malic acid,C4 H6 O5,134.02159,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Carbon metabolism;Biosynthesis of phenylpropanoids;Biosynthesis of plant hormones;Ascorbate and aldarate metabolism;Biosynthesis of terpenoids and steroids;Glucagon signaling pathway;Central carbon metabolism in cancer;Other,Methanobacterium thermoautotrophicum biosynthetic metabolism;Other,L-(-)-Malic acid-peak3,4,6,0,5,0,0,0,0,1.5,1.25,1,31.799999999999997,2,-3,3,-0.3333333333333333,-3,Carbohydrate,6,9046065.28,LEDU,1177
Feature0475,Sulfuric acid,H2 O4 S,97.9674,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters;Other,Other,Sulfuric acid,0,2,0,4,0,1,0,0,Inf,Inf,Inf,-Inf,0,-4,1,1,-5,Other,6,971952248.8,LEDU,1177
Feature0474,NA,C10 H18 O10,298.09009,NA,NA,Feature0474,10,18,0,10,0,0,0,0,1.8,1,0.20000000000000018,54.599999999999994,2,-8,-Inf,-0.6,-8,Carbohydrate,6,80170.33515,LEDU,1177
Feature0473,D-Xylulosonic acid,C5 H8 O6,164.03204,NA,NA,D-Xylulosonic acid-peak3,5,8,0,6,0,0,0,0,1.6,1.2,0.7999999999999998,37.5,2,-4,4,-0.5,-4,Carbohydrate,6,5797382.377,LEDU,1177
Feature0472,Ethylmalonic acid,C5 H8 O4,132.0423,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,Superpathway of branched chain amino acid biosynthesis;Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Superpathway of L-lysine degradation;Other,Ethylmalonic acid-peak4,5,8,0,4,0,0,0,0,1.6,0.8,0,60.3,2,-2,-2,0,-2,Carbohydrate,6,19790574.12,LEDU,1177
Feature0471,5-O-beta-D-Xylopyranosyl-L-arabinofuranose,C10 H18 O9,282.09512,ABC transporters,NA,5-O-beta-D-Xylopyranosyl-L-arabinofuranose-peak1,10,18,0,9,0,0,0,0,1.8,0.9,0,60.3,2,-7,-7,-0.45454545454545453,-7,Carbohydrate,6,1606760.253,LEDU,1177
Feature0470,NA,C11 H8 N2 O9 S,343.99503,NA,NA,Feature0470,11,8,2,9,0,1,0,0,0.7272727272727273,0.8181818181818182,1.6363636363636362,13.663636363636364,9,0,3,0.42857142857142855,-3,Condensed HC,6,3458494.603,LEDU,1177
Feature0469,L-(+)-Lactic acid,C3 H6 O3,90.03171,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Galactose metabolism;Carbon metabolism;Fructose and mannose metabolism;Glucagon signaling pathway;Central carbon metabolism in cancer;Other,Superpathway of anaerobic sucrose degradation;Superpathway of microbial D-galacturonate and D-glucuronate degradation;Homolactic fermentation;Superpathway of coenzyme A biosynthesis II (plants);Other,L-(+)-Lactic acid-peak1,3,6,0,3,0,0,0,0,2,1,0,60.3,1,-2,-Inf,-0.3333333333333333,-2,Carbohydrate,6,10848032.77,LEDU,1177
Feature0468,Nicotinic acid,C6 H5 N O2,123.03209,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Degradation of aromatic compounds;Other,Other,Nicotinic acid,6,5,1,2,0,0,0,0,0.8333333333333334,0.3333333333333333,0.3333333333333335,50.8,5,3,0.6666666666666666,0.75,2,Lignin,6,9059687.238,LEDU,1177
Feature0467,Uridine,C9 H12 N2 O6,244.06951,Metabolic pathways;ABC transporters;Other,Other,Uridine,9,12,2,6,0,0,0,0,1.3333333333333333,0.6666666666666666,0.6666666666666665,41.3,5,-1,-3,0,-3,Tannin,6,233486554.7,LEDU,1177
Feature0466,"3,4-Dihydroxyphenylpropionic acid",C9 H10 O4,182.05789,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,Other,"3,4-Dihydroxyphenylpropionic acid-peak4",9,10,0,4,0,0,0,0,1.1111111111111112,0.4444444444444444,-0.22222222222222232,66.63333333333333,5,1,0.2,0.42857142857142855,1,Lignin,6,359857.0462,LEDU,1177
Feature0465,4-Coumaric acid,C9 H8 O3,164.0473,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of plant secondary metabolites;Degradation of aromatic compounds;Biosynthesis of amino acids;Biosynthesis of phenylpropanoids;2-Oxocarboxylic acid metabolism;Other,Superpathway of scopolin and esculin biosynthesis;Superpathway of chorismate metabolism;Other,4-Coumaric acid,9,8,0,3,0,0,0,0,0.8888888888888888,0.3333333333333333,-0.22222222222222232,66.63333333333333,6,3,0.5,0.6,3,Lignin,6,684801.7953,LEDU,1177
Feature0464,N1-Acetyl-5-methoxykynuramine,C12 H16 N2 O3,236.11611,NA,Other,N1-Acetyl-5-methoxykynuramine,12,16,2,3,0,0,0,0,1.3333333333333333,0.25,-0.33333333333333304,69.79999999999998,6,3,0.14285714285714285,0.29411764705882354,1,Lignin,6,328095.3807,LEDU,1177
Feature0463,"1,5-Anhydro-D-fructose",C6 H10 O5,162.05276,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Fructose and mannose metabolism;Other,Superpathway of butirocin biosynthesis;Other,"1,5-Anhydro-D-fructose-peak4",6,10,0,5,0,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,2,-3,-3,-0.14285714285714285,-3,Carbohydrate,6,2243573.936,LEDU,1177
Feature0462,Uracil,C4 H4 N2 O2,112.02732,Metabolic pathways;Other,Other,Uracil,4,4,2,2,0,0,0,0,1,0.5,1.5,17.549999999999997,4,2,NA,1,0,Lignin,6,20056150.39,LEDU,1177
Feature0461,"1,5-Anhydro-D-fructose",C6 H10 O5,162.05287,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Fructose and mannose metabolism;Other,Superpathway of butirocin biosynthesis;Other,"1,5-Anhydro-D-fructose-peak3",6,10,0,5,0,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,2,-3,-3,-0.14285714285714285,-3,Carbohydrate,6,1451550.169,LEDU,1177
Feature0460,Phosphoric acid,H3 O4 P,97.97691,ABC transporters;Other,Superpathway of anaerobic sucrose degradation;Chitin biosynthesis;Homolactic fermentation;Superpathway of CMP-sialic acids biosynthesis;Superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;Methanobacterium thermoautotrophicum biosynthetic metabolism;Superpathway of L-threonine metabolism;Superpathway of purine nucleotide salvage;Superpathway of chorismate metabolism;Superpathway of L-isoleucine biosynthesis I;Superpathway of L-lysine degradation;Superpathway of butirocin biosynthesis;Other,Phosphoric acid,0,3,0,4,1,0,0,0,Inf,Inf,NA,NA,0,-4,1,1,-5,Other,6,31633714.29,LEDU,1177
Feature0459,NA,C30 H32 O10,552.19959,NA,NA,Feature0459,30,32,0,10,0,0,0,0,1.0666666666666667,0.3333333333333333,-0.40000000000000036,71.7,15,5,0.25,0.4,5,Lignin,6,59350.33641,LEDU,1177
Feature0458,Glycyl-L-leucine,C8 H16 N2 O3,188.11608,Metabolic pathways;Other,Superpathway of L-lysine degradation,Glycyl-L-leucine-peak2,8,16,2,3,0,0,0,0,2,0.375,-0.5,74.55,2,-1,-1,-0.3333333333333333,-3,Protein,6,4513943.38,LEDU,1177
Feature0457,Glucose 1-phosphate,C6 H13 O9 P,260.02974,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Galactose metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of phenylpropanoids;Biosynthesis of plant hormones;Ascorbate and aldarate metabolism;Biosynthesis of terpenoids and steroids;Fructose and mannose metabolism;Glucagon signaling pathway;Central carbon metabolism in cancer;Phosphotransferase system (PTS);Other,Superpathway of anaerobic sucrose degradation;Chitin biosynthesis;Homolactic fermentation;Superpathway of CMP-sialic acids biosynthesis;Superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;Methanobacterium thermoautotrophicum biosynthetic metabolism;Superpathway of butirocin biosynthesis;Other,Glucose 1-phosphate-peak2,6,13,0,9,1,0,0,0,2.1666666666666665,1.5,0,60.3,1,-8,2.25,-9,-9,Carbohydrate,6,5701777.381,LEDU,1177
Feature0456,dihydroxyphenylalanine,C9 H11 N O4,197.06883,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,Superpathway of betalain biosynthesis;Other,dihydroxyphenylalanine,9,11,1,4,0,0,0,0,1.2222222222222223,0.4444444444444444,0,60.3,5,1,0,0.3333333333333333,0,Lignin,6,10250747.46,LEDU,1177
Feature0455,NA,C11 H14 O7,258.07404,NA,NA,Feature0455,11,14,0,7,0,0,0,0,1.2727272727272727,0.6363636363636364,0,60.3,5,-2,-0.5,0.2,-2,Lignin,6,8020480.855,LEDU,1177
Feature0454,Casimiroin,C12 H11 N O4,233.06879,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,NA,Casimiroin,12,11,1,4,0,0,0,0,0.9166666666666666,0.3333333333333333,0,60.3,8,4,0.42857142857142855,0.5555555555555556,3,Lignin,6,2041883.587,LEDU,1177
Feature0453,Ser-Leu,C9 H18 N2 O4,218.12658,Other,NA,Ser-Leu-peak2,9,18,2,4,0,0,0,0,2,0.4444444444444444,-0.44444444444444464,72.96666666666667,2,-2,-1.3333333333333333,-0.4,-4,Protein,6,678044.71,LEDU,1177
Feature0452,NA,C12 H23 N O14,405.11203,NA,NA,Feature0452,12,23,1,14,0,0,0,0,1.9166666666666667,1.1666666666666667,0.6666666666666665,41.3,2,-12,4.333333333333333,-1.5,-13,Carbohydrate,6,470415.2647,LEDU,1177
