FeatureID,Name,Formula,MW,KEGG Pathways,Metabolika Pathways,name4plot,C,H,O,N,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment,KEGGPathways
Feature0931,Caffeic acid,C9 H8 O4,180.04227,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of cofactors;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of various antibiotics;Phenylalanine metabolism;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Superpathway of chorismate metabolism;Superpathway of scopolin and esculin biosynthesis;Superpathway of aromatic amino acid biosynthesis;Superpathway of 4-hydroxybenzoate biosynthesis (yeast);Other,Caffeic acid-peak2,9,8,4,0,0,0,0.8888888888888888,0.4444444444444444,0,60.3,6,2,0.4,0.5714285714285714,2,Phenol,758510.8406459065,61269786.36289309,80.77641489041748,6.335862211037378,2.8395144926462394e-5,7.640132519781968e-5,Upregulated,Biosynthesis of secondary metabolites
Feature0922,(4S)-4-Hydroxy-4-methyltetrahydro-2H-pyran-2-one,C6 H10 O3,130.06296,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Superpathway of L-isoleucine biosynthesis I,(4S)-4-Hydroxy-4-methyltetrahydro-2H-pyran-2-one,6,10,3,0,0,0,1.6666666666666667,0.5,-0.666666666666667,79.30000000000001,2,-1,-0.3333333333333333,0.1111111111111111,-1,Protein,10308857.661592565,93492964.16714951,9.06918760896988,3.1809733241824136,1.539661605446093e-10,1.6297172842552041e-9,Upregulated,Biosynthesis of secondary metabolites
Feature0882,L-Cystathionine,C7 H14 N2 O4 S,222.06742,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of amino acids;Other,Other,L-Cystathionine,7,14,4,2,1,0,2,0.5714285714285714,0.2857142857142856,52.15714285714286,2,-2,-Inf,-1.5,-5,Amino Sugar,5084854.922482722,45311504.42188575,8.911071232640406,3.155598873848364,2.5722715556769248e-9,1.8038054284184434e-8,Upregulated,Biosynthesis of secondary metabolites
Feature0868,α-Linolenic acid,C18 H30 O2,278.22444,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,Superpathway of lipoxygenase,α-Linolenic acid,18,30,2,0,0,0,1.6666666666666667,0.1111111111111111,-1.4444444444444446,101.46666666666668,4,2,0.125,0.17647058823529413,2,Lipid,7580271.305094686,19470119.050692864,2.568525355762271,1.360940315636178,0.024692745513736167,0.040210827962862086,Upregulated,Biosynthesis of secondary metabolites
Feature0833,(-)-Caryophyllene oxide,C15 H24 O,220.1827,Biosynthesis of secondary metabolites;Other,Other,(-)-Caryophyllene oxide,15,24,1,0,0,0,1.6,0.06666666666666667,-1.4666666666666668,102.1,4,3,0.21428571428571427,0.2413793103448276,3,Lipid,1152434.4235405081,52688816.5254855,45.71957887513891,5.5147402097795,2.2744204629627158e-9,1.6379485402777034e-8,Upregulated,Biosynthesis of secondary metabolites
Feature0824,"(2Z,4E)-2,4-Pentadecadienal",C15 H26 O,222.19833,Metabolic pathways;Biosynthesis of secondary metabolites;Other,NA,"(2Z,4E)-2,4-Pentadecadienal",15,26,1,0,0,0,1.7333333333333334,0.06666666666666667,-1.5999999999999996,105.89999999999998,3,2,0.14285714285714285,0.1724137931034483,2,Lipid,1309316.7605030718,31761096.460918885,24.25776360543608,4.6003746451780385,1.966786147421334e-5,5.4757668918281305e-5,Upregulated,Biosynthesis of secondary metabolites
Feature0804,"(E,E)-alpha-Farnesene",C15 H24,204.18778,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various antibiotics;Other,Other,"(E,E)-alpha-Farnesene",15,24,0,0,0,0,1.6,0,-1.5999999999999996,105.89999999999998,4,4,0.26666666666666666,0.26666666666666666,4,Lipid,868062.66923988,29196314.406530432,33.633878567887514,5.071843251034358,2.057185330387991e-5,5.7132721304339744e-5,Upregulated,Biosynthesis of secondary metabolites
Feature0796,UNII:74D1OHC38H,C19 H32 O4,324.23008,Metabolic pathways;Biosynthesis of secondary metabolites;Other,NA,UNII:74D1OHC38H-peak2,19,32,4,0,0,0,1.6842105263157894,0.21052631578947367,-1.2631578947368425,96.3,4,0,0,0.1176470588235294,0,Lipid,2714583.32964859,7408231.285310401,2.729049134133383,1.448398369303314,0.01821751336700376,0.030690765762429753,Upregulated,Biosynthesis of secondary metabolites
Feature0779,Pipecolic acid,C6 H11 N O2,129.07895,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Lysine degradation;Other,Superpathway of L-lysine degradation,Pipecolic acid,6,11,2,1,0,0,1.8333333333333333,0.3333333333333333,-0.666666666666667,79.30000000000001,2,0,-0.3333333333333333,0,-1,Protein,1110229.5290885328,12057612.672546748,10.860468359588408,3.4410144158459812,1.908232677326884e-5,5.339244548530583e-5,Upregulated,Biosynthesis of secondary metabolites
Feature0720,3-Methoxy-4-hydroxyhippuric acid,C10 H11 N O5,225.06372,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Other,Superpathway of chorismate metabolism;Other,3-Methoxy-4-hydroxyhippuric acid,10,11,5,1,0,0,1.1,0.5,0.20000000000000015,54.599999999999994,6,1,0,0.38461538461538464,0,Phenol,21437798.91529014,31264707.305892505,1.4583916674203663,0.5443782236169081,4.473392322201072e-8,2.1822374719606967e-7,Upregulated,Biosynthesis of secondary metabolites
Feature0701,Alanylclavam,C8 H12 N2 O4,200.0797,Metabolic pathways;Biosynthesis of secondary metabolites;Other,NA,Alanylclavam,8,12,4,2,0,0,1.5,0.5,0.25,53.175,4,0,-1,0,-2,Protein,6146200.017529741,14963379.496189393,2.4345741195392177,1.283669423492191,3.573899686855814e-4,8.08450695292787e-4,Upregulated,Biosynthesis of secondary metabolites
Feature0676,"3',4'-Dimethoxyacetophenone",C10 H12 O3,180.07865,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,NA,"3',4'-Dimethoxyacetophenone-peak1",10,12,3,0,0,0,1.2,0.3,-0.5999999999999996,77.39999999999999,5,2,0.2857142857142857,0.4117647058823529,2,Phenol,1118181.1555340476,16664870.94952158,14.903551957609565,3.8975843034897752,1.210277853605492e-6,4.230316983630412e-6,Upregulated,Biosynthesis of secondary metabolites
Feature0664,afegostat,C6 H13 N O3,147.08956,Biosynthesis of secondary metabolites;Other,Superpathway of linamarin and lotaustralin biosynthesis,afegostat-peak1,6,13,3,1,0,0,2.1666666666666665,0.5,-0.666666666666667,79.30000000000001,1,-2,-1.5,-0.42857142857142855,-3,Protein,1775565.8544452367,24077316.387145627,13.560362363843957,3.7613238259822435,6.574383328897594e-11,8.105997906618792e-10,Upregulated,Biosynthesis of secondary metabolites
Feature0583,(2S)-2-Amino-4-hexynoic acid,C6 H9 N O2,127.06329,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Lysine degradation;Other,Superpathway of L-lysine degradation,(2S)-2-Amino-4-hexynoic acid,6,9,2,1,0,0,1.5,0.3333333333333333,-0.33333333333333304,69.79999999999998,3,1,0,0.25,0,Protein,1105449.8612422193,11842764.837357175,10.713072797394165,3.421300438069266,9.522193570944321e-6,2.8041735397899025e-5,Upregulated,Biosynthesis of secondary metabolites
Feature0582,DL-Lactic Acid,C3 H6 O3,90.03171,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Other,Other,DL-Lactic Acid,3,6,3,0,0,0,2,1,0,60.3,1,-2,-Inf,-0.3333333333333333,-2,Carbohydrate,2950187.338670052,5563024.538744346,1.8856512824884417,0.9150629000104847,3.983888377351352e-4,8.957761040858149e-4,Upregulated,Biosynthesis of secondary metabolites
Feature0563,Aspartyl-L-proline,C9 H14 N2 O5,230.09027,Biosynthesis of secondary metabolites;Other,NA,Aspartyl-L-proline,9,14,5,2,0,0,1.5555555555555556,0.5555555555555556,0.22222222222222232,53.96666666666666,4,-1,-1.5,-0.1111111111111111,-3,Amino Sugar,787154.7509330759,9529577.828168228,12.106358777447607,3.597693106605241,1.231552069264146e-7,5.418829104762243e-7,Upregulated,Biosynthesis of secondary metabolites
Feature0556,6-Methoxyquinoline,C10 H9 N O,159.06843,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various antibiotics;Other,NA,6-Methoxyquinoline,10,9,1,1,0,0,0.9,0.1,-0.4000000000000003,71.7,7,6,0.625,0.6470588235294118,5,Unsaturated HC,1821684.7141617418,9423107.957678411,5.1727436061923076,2.3709296842457155,0.007700026482874982,0.013889758382292169,Upregulated,Biosynthesis of secondary metabolites
Feature0549,2-Amino-3-methoxybenzoic acid,C8 H9 N O3,167.05827,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,Other,2-Amino-3-methoxybenzoic acid,8,9,3,1,0,0,1.125,0.375,0,60.3,5,2,0.25,0.4545454545454546,1,Phenol,2309589.0713677835,6493570.7951561455,2.811569761763086,1.4913758440336224,5.175877135236965e-4,0.001140930087570899,Upregulated,Biosynthesis of secondary metabolites
Feature0520,Adipic acid,C6 H10 O4,146.05793,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of cofactors;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Aminobenzoate degradation;Other,Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Superpathway of L-isoleucine biosynthesis I;Other,Adipic acid,6,10,4,0,0,0,1.6666666666666667,0.6666666666666666,-0.33333333333333304,69.79999999999998,2,-2,-1,0,-2,Amino Sugar,2160986.605103289,11688624.887234198,5.40892981919965,2.435343178661778,1.4647162440159354e-7,6.272563457198014e-7,Upregulated,Biosynthesis of secondary metabolites
Feature0518,Stearidonic acid,C18 H28 O2,276.20889,Biosynthesis of secondary metabolites;Other,NA,Stearidonic acid,18,28,2,0,0,0,1.5555555555555556,0.1111111111111111,-1.333333333333333,98.29999999999998,5,3,0.1875,0.2352941176470588,3,Lipid,1201211.4051740754,3668222.7278278153,3.0537694797330275,1.6105911613495443,0.001022852375730057,0.0021403430160848893,Upregulated,Biosynthesis of secondary metabolites
Feature0495,Linamarin,C10 H17 N O6,247.10559,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Superpathway of linamarin and lotaustralin biosynthesis,Linamarin,10,17,6,1,0,0,1.7,0.6,-0.20000000000000015,66,3,-3,-1.3333333333333333,-0.16666666666666666,-4,Amino Sugar,427639.8708993485,12298607.284337733,28.759262457153802,4.845954772644736,1.6064572826690094e-12,3.400839756895526e-11,Upregulated,Biosynthesis of secondary metabolites
Feature0490,1-Deoxynojirimycin,C6 H13 N O4,163.08449,Biosynthesis of secondary metabolites;Other,Superpathway of butirocin biosynthesis;Superpathway of linamarin and lotaustralin biosynthesis;Kanamycin biosynthesis;Superpathway of neomycin biosynthesis,1-Deoxynojirimycin,6,13,4,1,0,0,2.1666666666666665,0.6666666666666666,-0.33333333333333304,69.79999999999998,1,-3,-4,-0.6666666666666666,-4,Amino Sugar,1472443.2673932493,12870043.336749103,8.740603880469825,3.1277329576735475,8.667990598008761e-5,2.1516560732225286e-4,Upregulated,Biosynthesis of secondary metabolites
Feature0449,dapdiamide A,C12 H20 N4 O5,300.14339,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various antibiotics,NA,dapdiamide A,12,20,5,4,0,0,1.6666666666666667,0.4166666666666667,0.16666666666666652,55.55,5,0,-1.3333333333333333,-0.2727272727272727,-4,Protein,4158473.4126933166,7709159.3437750125,1.8538436052623515,0.8905195398482861,8.402869044714118e-5,2.090469859904488e-4,Upregulated,Biosynthesis of secondary metabolites
Feature0381,4-Ethoxy-m-anisaldehyde,C10 H12 O3,180.07871,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of various plant secondary metabolites;Other,NA,4-Ethoxy-m-anisaldehyde,10,12,3,0,0,0,1.2,0.3,-0.5999999999999996,77.39999999999999,5,2,0.2857142857142857,0.4117647058823529,2,Phenol,3808055.254093975,8811765.793389387,2.3139805505489996,1.21037673836743,1.9258027526053117e-5,5.375001712495422e-5,Upregulated,Biosynthesis of secondary metabolites
Feature0378,"N1-[4-(1,3-Oxazol-5-yl)phenyl]cyclopropane-1-carboxamide",C13 H12 N2 O2,228.08992,Metabolic pathways;Biosynthesis of secondary metabolites;Other,NA,"N1-[4-(1,3-Oxazol-5-yl)phenyl]cyclopropane-1-carboxamide",13,12,2,2,0,0,0.9230769230769232,0.15384615384615383,-0.1538461538461542,64.6846153846154,9,7,0.5555555555555556,0.6,5,Phenol,3763552.3049439956,4745333.172548561,1.2608654770958938,0.3344143614081466,0.0025063092102436666,0.004856785723477365,Upregulated,Biosynthesis of secondary metabolites
Feature0262,Bicine,C6 H13 N O4,163.08447,Biosynthesis of secondary metabolites;Other,Superpathway of butirocin biosynthesis;Superpathway of linamarin and lotaustralin biosynthesis;Kanamycin biosynthesis;Superpathway of neomycin biosynthesis,Bicine,6,13,4,1,0,0,2.1666666666666665,0.6666666666666666,-0.33333333333333304,69.79999999999998,1,-3,-4,-0.6666666666666666,-4,Amino Sugar,1208775.8231091606,5832009.417836737,4.8247237464064225,2.2704463390440703,2.069497140947041e-5,5.7332735608458755e-5,Upregulated,Biosynthesis of secondary metabolites
Feature0229,Caffeic acid,C9 H8 O4,180.04231,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of cofactors;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of various antibiotics;Phenylalanine metabolism;Tyrosine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Superpathway of chorismate metabolism;Superpathway of scopolin and esculin biosynthesis;Superpathway of aromatic amino acid biosynthesis;Superpathway of 4-hydroxybenzoate biosynthesis (yeast);Other,Caffeic acid-peak1,9,8,4,0,0,0,0.8888888888888888,0.4444444444444444,0,60.3,6,2,0.4,0.5714285714285714,2,Phenol,661684.751644444,2456088.3638229314,3.7118708837085452,1.8921465276332898,2.8099973623873987e-5,7.596482757825306e-5,Upregulated,Biosynthesis of secondary metabolites
Feature0213,Trigonelline,C7 H7 N O2,137.04766,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of cofactors;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of various antibiotics;Phenylalanine, tyrosine and tryptophan biosynthesis;Aminobenzoate degradation;Other",Superpathway of chorismate metabolism;Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic amino acid biosynthesis;Anaerobic aromatic compound degradation (Thauera aromatica);Superpathway of aromatic compound degradation via 3-oxoadipate;Other,Trigonelline-peak2,7,7,2,1,0,0,1,0.2857142857142857,0,60.3,5,3,0.5,0.6,2,Phenol,570842.949760694,3270451.559954957,5.729161692066057,2.5183240550069828,1.2518723625615006e-6,4.34860925942416e-6,Upregulated,Biosynthesis of secondary metabolites
Feature0112,"(1S,4E,8E,12E)-2,2,5,9,13-Pentamethyl-4,8,12-cyclopentadecatrien-1-ol",C20 H34 O,290.261,Metabolic pathways;Biosynthesis of secondary metabolites;Other,NA,"(1S,4E,8E,12E)-2,2,5,9,13-Pentamethyl-4,8,12-cyclopentadecatrien-1-ol",20,34,1,0,0,0,1.7,0.05,-1.5999999999999996,105.89999999999998,4,3,0.15789473684210523,0.1794871794871795,3,Lipid,360279.53073679766,4892484.063646683,13.57968923086249,3.7633785589896194,4.8780865013415235e-11,6.219560289210442e-10,Upregulated,Biosynthesis of secondary metabolites
Feature0093,N-[(5S)-5-Amino-5-carboxypentanoyl]cysteinyl-D-valine,C14 H25 N3 O6 S,363.1465,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Other,N-[(5S)-5-Amino-5-carboxypentanoyl]cysteinyl-D-valine,14,25,6,3,1,0,1.7857142857142858,0.42857142857142855,-0.14285714285714324,64.37142857142858,4,-2,-1.5,-0.42857142857142855,-6,Protein,197230.94913364874,867474.937317699,4.398269851299432,2.1369361219710235,9.06017864363807e-8,4.149192015576292e-7,Upregulated,Biosynthesis of secondary metabolites
Feature0051,Ajmaline,C20 H26 N2 O2,326.19951,Biosynthesis of secondary metabolites;Other,NA,Ajmaline,20,26,2,2,0,0,1.3,0.1,-0.7999999999999998,83.1,9,7,0.3125,0.35294117647058826,5,Unsaturated HC,209670.68033885185,3251216.6592058423,15.506300899827785,3.954782660696071,0.01121614131199857,0.019541165453513035,Upregulated,Biosynthesis of secondary metabolites
