FeatureID,Name,Formula,MW,KEGG Pathways,Metabolika Pathways,Area: B,Area: 60,Area: 59,Area: 58,Area: 57,Area: 56,Area: 55,Area: 54,Area: 53,Area: 52,Area: 51,Area: 50,Area: 49,Area: 48,Area: 47,Area: 46,Area: 45,Area: 44,Area: 43,Area: 42,Area: 41,Area: 40,Area: 39,Area: 38,Area: 37,Area: 36,Area: 35,Area: 34,Area: 33,Area: 32,Area: 31,Area: 30,Area: 29,Area: 28,Area: 27,Area: 26,Area: 25,Area: 24,Area: 23,Area: 22,Area: 21,Area: 20,Area: 19,Area: 18,Area: 17,Area: 16,Area: 15,Area: 14,Area: 13,Area: 12,Area: 11,Area: 10,Area: 9,Area: 8,Area: 7,Area: 6,Area: 5,Area: 4,Area: 3,Area: 2,Area: 1,Gap Status: B,Gap Status: 60,Gap Status: 59,Gap Status: 58,Gap Status: 57,Gap Status: 56,Gap Status: 55,Gap Status: 54,Gap Status: 53,Gap Status: 52,Gap Status: 51,Gap Status: 50,Gap Status: 49,Gap Status: 48,Gap Status: 47,Gap Status: 46,Gap Status: 45,Gap Status: 44,Gap Status: 43,Gap Status: 42,Gap Status: 41,Gap Status: 40,Gap Status: 39,Gap Status: 38,Gap Status: 37,Gap Status: 36,Gap Status: 35,Gap Status: 34,Gap Status: 33,Gap Status: 32,Gap Status: 31,Gap Status: 30,Gap Status: 29,Gap Status: 28,Gap Status: 27,Gap Status: 26,Gap Status: 25,Gap Status: 24,Gap Status: 23,Gap Status: 22,Gap Status: 21,Gap Status: 20,Gap Status: 19,Gap Status: 18,Gap Status: 17,Gap Status: 16,Gap Status: 15,Gap Status: 14,Gap Status: 13,Gap Status: 12,Gap Status: 11,Gap Status: 10,Gap Status: 9,Gap Status: 8,Gap Status: 7,Gap Status: 6,Gap Status: 5,Gap Status: 4,Gap Status: 3,Gap Status: 2,Gap Status: 1,name4plot,C,H,O,N,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class
Feature1025,6-(alpha-D-glucosaminyl)-1D-myo-inositol,C12 H23 N O10,341.13231,NA,NA,100682.7662,88605622.43,23339998.55,7004032.649,87776012.4,97392279.45,253892784.9,218521882.5,6180482.49,89738387.95,52680514.75,67821080.65,45434902.76,214639665.1,14330659.92,8938904.345,12282355.23,13181136.62,4585150.306,3346458.686,228007779.9,228771817.7,5690093.45,27823906.11,72765910.39,249455354,81103936.21,17603102.54,29538655.98,255781544.4,210820110,4949142.367,90009512.78,224737170,30464358.06,62517895.95,224885499,7736358.098,103282.1341,174453887,18410414.65,5215947.669,93734010.13,27327717.33,266901033.4,249681271.7,24253550.17,20299143.8,64396355.09,5851033.464,58885358.17,17047783.53,3191011.418,81137910.76,16350620.86,18683630.07,9980485.386,75955435.49,11865978.09,261639391.3,4185130.913,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,6-(alpha-D-glucosaminyl)-1D-myo-inositol-peak5,12,23,10,1,0,0,1.9166666666666667,0.8333333333333334,0,60.3,2,-8,-9,-0.6666666666666666,-9,Carbohydrate
Feature1024,2-Deoxyhexopyranose,C6 H12 O5,164.0685,Metabolic pathways;Microbial metabolism in diverse environments;ABC transporters;Other,Other,77264.871,26758095.37,233108462.3,218753383.4,27712929.69,24836895.97,8191878.993,5581782.122,87094201.37,25457588.42,18834240.17,266851546.5,24538367.72,5028365.05,259424502,203487064.8,167467927.6,184047288.6,142428763.5,122546895.8,7514559.202,1276376.459,150620143.5,40215211.33,24370363.89,6811242.426,36791072.46,35606323.28,41780824.74,7210202.995,5219622.892,189151127.1,24928641.04,6382732.943,51160475.69,28432362.8,6496118.58,160948027.7,3059208.572,11562718.92,214998138.4,210518763,33736318.63,35391491.91,5665825.161,1053912.889,162353023.6,144238409,22457523.13,142895838.7,27090733.7,200198659.8,116053009.1,26506504.36,200857734,168913587.4,158788619.3,18584220.2,179347382.3,6552330.071,99018294.37,Full gap,Missing ions,Full gap,Full gap,Missing ions,Missing ions,Full gap,Full gap,Full gap,Missing ions,No gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,2-Deoxyhexopyranose,6,12,5,0,0,0,2,0.8333333333333334,-0.33333333333333304,69.79999999999998,1,-4,-4,-0.42857142857142855,-4,Carbohydrate
Feature1023,Glutarylcarnitine,C12 H21 N O6,275.13695,NA,NA,142621.0681,5522910.805,43908369.86,7289131.985,19727875.81,33235727.14,251619410.5,121548892.1,3690757.712,179002930.6,3004023.534,262362962.3,5103986.058,101508283.2,49153183.93,9599779.671,21074523.86,15651808.32,6736398.776,4900919.544,217772592.8,170184896.1,10003063.52,15487260.92,6008862.768,228952612.8,44696236.47,27765620.59,12483521.87,221708670.5,130422876,3687791.521,78614385.89,147324270.6,13557657.08,77500842.26,225748791.6,4492913.218,457059.5541,70497772.52,11208311.99,5382199.247,28048008.93,63272639.39,89891356.73,242873543.2,8970019.572,7243015.724,8492168.172,5360777.322,3155474.099,43282792.96,2593814.073,8526394.048,9541784.476,9011836.673,8135497.592,15749226.06,10663908.19,171140883.7,4852325.056,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Glutarylcarnitine,12,21,6,1,0,0,1.75,0.5,-0.5,74.55,3,-3,-0.8,-0.125,-4,Protein
Feature1022,NA,C10 H15 N O8,277.07983,NA,NA,150901.7813,116544121.2,78414129.4,34128756.54,131442505.1,137202380,232570548.5,163688353.3,23231470.99,247699706.8,37601010.59,257259159.2,34307129.15,151069668.5,102773448.3,25593151.28,47695975.11,54908542.76,26807012.13,17394668.15,194389126.8,189519695.7,45718179.83,136420094.5,57659315.19,226106611,190996383.1,149059276.3,92010659.23,216422444.2,183236255.9,19380403.91,179846596.6,181913229.5,96996718.55,168774903.8,213279175.8,28381043.59,15830890.98,133331989.7,50295972.31,27735966.01,141285591.5,189313036.7,148747265.9,216161326.8,38034933.86,42322025.09,139999724.5,27543877.18,55994596.82,65321959.58,11345994.11,76529405.9,24794170.85,31446655.06,33400667.58,104579828.2,37146086.17,161597753.4,19535113.2,Full gap,Missing ions,Full gap,Full gap,Missing ions,Missing ions,Missing ions,Missing ions,Full gap,Missing ions,Full gap,Missing ions,Full gap,Missing ions,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Missing ions,Missing ions,Full gap,Full gap,Full gap,Missing ions,Missing ions,Full gap,Full gap,Missing ions,Missing ions,Full gap,Missing ions,Missing ions,Full gap,Missing ions,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Missing ions,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Missing ions,Missing ions,Full gap,Feature1022,10,15,8,1,0,0,1.5,0.8,0.3999999999999999,48.9,4,-4,-5,-0.2,-5,Carbohydrate
Feature1021,NA,C6 H11 N3 O2,157.08515,NA,NA,374739.9482,184724433.9,192586176.8,138885616.3,197909474.6,252912219.5,148905918,86204151.89,130201951.8,233864666.7,117565775,145181923.2,120490729.7,77348468.15,210135103.3,165319867.6,177253312.6,198064870.9,124164829.1,87892881.2,149069591.2,125875864.8,148175191,167977029.4,153997196.2,161098972.7,257131506,111027330.3,158527019.9,162669817.9,99123521.33,121497515.1,237157979.9,111576153,161629906.3,196076394.2,153950581.5,127979124.8,4583427.649,82184470.24,207679879.3,130102185.1,210615493.3,175823744.2,119366357.8,152940204.2,169817751.1,172375727.3,140998418.5,114500959.7,134157443.7,174690467.8,85859045.93,151320560.9,206959130.6,147437936.2,200755697.8,200657500,203271943.6,137636662.3,73909427.53,Full gap,Missing ions,No gap,No gap,Missing ions,Missing ions,Missing ions,Missing ions,No gap,Missing ions,Missing ions,Missing ions,No gap,Missing ions,No gap,No gap,No gap,No gap,No gap,No gap,Missing ions,Missing ions,No gap,No gap,Missing ions,Missing ions,Missing ions,No gap,No gap,Missing ions,Missing ions,No gap,Missing ions,Missing ions,No gap,Missing ions,Missing ions,No gap,Full gap,Missing ions,No gap,No gap,Missing ions,No gap,Missing ions,Missing ions,No gap,No gap,Missing ions,No gap,Missing ions,No gap,No gap,Missing ions,No gap,No gap,No gap,Missing ions,No gap,Missing ions,No gap,Feature1021,6,11,2,3,0,0,1.8333333333333333,0.3333333333333333,0.3333333333333335,50.8,3,1,-2,-0.5,-2,Protein
Feature1020,Pinolenic acid,C18 H30 O2,278.22458,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,Superpathway of lipoxygenase,19346656.12,6622752.162,7900470.075,8492693.001,7574307.395,9797799.303,8747004.351,6808236.865,52370239.83,9913205.016,10304480.96,7798382.347,10915639,9177651.686,40251710.76,9021942.57,11375772.84,8650893.8,8530441.465,10228677.97,7199145.471,8738390.565,19215337.44,97704275.38,8634699.174,7676663.911,9428913.354,21301058.38,127856539.7,8061898.755,8607194.802,9970453.706,12184260.99,7607145.749,132900473.5,7749794.916,7652194.368,37231043.9,6467134.149,8529234.265,110924840.7,9942991.572,9767609.749,9370767.446,9316046.317,8333490.634,255997616.3,99628106.4,7366400.35,7235611.392,9342520.667,8442268.967,10335700.18,9252054.391,7992165.952,243613906.2,8578489.14,10731243.08,7163281.04,9032329.904,6350369.786,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Missing ions,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Pinolenic acid,18,30,2,0,0,0,1.6666666666666667,0.1111111111111111,-1.4444444444444446,101.46666666666667,4,2,0.125,0.17647058823529413,2,Lipid
Feature1019,NA,C22 H14 N3 O4 P,415.07208,NA,NA,1278058.044,628724.0212,771553.8179,676916.319,633476.5759,684709.4147,877386.8514,811167.1453,211561332.1,705829.8306,641057.8656,842590.0301,671706.3952,750879.6873,97793968.07,748683.9516,756262.714,787549.7112,727857.68,676338.5876,876755.8407,819579.873,255737592.3,29226809.35,714022.5956,848314.868,724731.664,102570213.2,8878721.864,840995.3019,740282.974,664932.2431,698358.0934,784481.8947,17423880.21,681641.5365,848027.4122,74809305.91,585846.0093,720344.7805,23312240.06,704653.5024,735819.3773,758927.9251,760276.1307,868163.4771,808356.8986,54641814.16,645842.9857,83134292.81,672529.1412,753002.3481,644369.2047,689868.3397,799874.3486,759573.3823,730149.0751,704137.6602,773010.7327,831222.6715,11920645.64,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Feature1019,22,14,4,3,0,1,0.6363636363636364,0.18181818181818182,-0.09090909090909083,62.890909090909084,18,14,0.7142857142857143,0.75,10,Condensed HC
Feature1018,4-Acetamidobutanoic acid,C6 H11 N O3,145.07391,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Lysine degradation;Other,Superpathway of L-lysine degradation;Other,314634.9709,64411242.03,14492457.73,810715.794,94692328.81,123857224.2,10594211.41,5684516.15,3479414.074,103781628.2,74412921.47,104344858.1,83129420.2,8471277.07,6818190.795,4848841.722,5604777.647,7650768.326,1345727.602,1281838.211,9707142.828,9744838.163,2288100.327,243116246.8,87671860.04,9726672.593,153297168,109339058.3,216593874.2,10176550.09,12574836.19,357511.1003,134616755.6,7310491.144,255314275.9,118310535.6,8863237.996,2352976.509,7730021.1,4794702.161,7100575.562,998431.7089,127810152,99920498.54,50149267.79,9753641.009,16041578.28,13909160.53,133430004.6,4098025.989,81833041.4,14527679.6,411676.3509,106182320.8,5897599.186,9882260.458,6337012.044,82172772.55,3818208.025,8170448.521,1245791.074,Full gap,Missing ions,Missing ions,Full gap,Missing ions,Missing ions,Full gap,Full gap,Full gap,Missing ions,Missing ions,Missing ions,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Missing ions,Full gap,Missing ions,Missing ions,No gap,Full gap,Full gap,Full gap,Missing ions,Full gap,No gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Missing ions,Missing ions,Full gap,Missing ions,Full gap,Missing ions,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,4-Acetamidobutanoic acid-peak2,6,11,3,1,0,0,1.8333333333333333,0.5,-0.33333333333333304,69.79999999999998,2,-1,-1,-0.14285714285714285,-2,Protein
Feature1017,Valylproline,C10 H18 N2 O3,214.13174,Metabolic pathways;Biosynthesis of cofactors;Other,Other,328555.1993,18695864.76,91820836.47,78201762.35,89681757.17,203335263.9,92120335.72,57550201.86,29110610.29,220758676.3,44325338.69,70439420.35,92714431.66,29845806.35,254496343.2,59246761.99,136756179.3,118662875.4,49788518.84,33486722.52,89339529.99,77875797.17,52010063.07,40890283.93,106858393.9,85372027.95,176158323.2,5790304.675,31268108.78,99980022.38,42831061.63,47374708.67,161996225.4,73489287.31,51292797.76,85150354.07,76346590.14,41643763.83,797210.1,35522889.55,124783538.3,55084060.57,128284327.1,21280563.99,33631847.52,125276417.1,132117746.1,49153240.8,61377863.47,37954723.82,48449998.92,59057973.05,29419905.28,76379168.73,67235671.01,95630532.05,63631015.42,94201653.11,105512923.1,77189281.73,44555311.43,Full gap,Full gap,No gap,Missing ions,Missing ions,No gap,No gap,Missing ions,Missing ions,No gap,Missing ions,Full gap,No gap,Missing ions,No gap,Missing ions,No gap,No gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,No gap,No gap,No gap,Full gap,Full gap,No gap,Missing ions,Missing ions,No gap,Missing ions,Missing ions,Missing ions,No gap,Full gap,Full gap,Missing ions,No gap,Missing ions,No gap,Full gap,Missing ions,No gap,No gap,Missing ions,Missing ions,Full gap,Missing ions,Missing ions,Full gap,Missing ions,Missing ions,No gap,Missing ions,Missing ions,No gap,Missing ions,Missing ions,Valylproline,10,18,3,2,0,0,1.8,0.3,-0.5999999999999996,77.39999999999999,3,0,-0.4,-0.07692307692307693,-2,Lipid
Feature1016,D-Glucose 6-phosphate,C6 H13 O9 P,260.02974,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;ABC transporters;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of various antibiotics;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Superpathway of butirocin biosynthesis;Kanamycin biosynthesis;Superpathway of neomycin biosynthesis;Other,254257.7548,119349829.9,37321303.81,19751503.12,182751887,209644401.9,119698820.8,95825622.45,24123311.97,248579185.6,99241677.4,121108055.9,99430977.73,77470583.32,56937749.19,26638560.05,55599962.52,43329355.16,19171405.67,16894669.19,126789990.7,110902849.7,21844063.37,30864962.3,112435437.1,124750877.5,198041063.9,26190986.3,33484861.83,124772743.5,97553317.93,12162263.96,228987679,95610511.13,28449946.07,197438304.8,146178736.9,25775607.68,2562664.752,74961638.01,54464955.98,12774762.41,182545488.3,13778953.25,125287707.7,113961605.8,105758448.9,42024153.21,151185960.4,19273317.97,124743942.7,37329451.82,13120357.49,155419212.8,44099511.78,70407477.75,39534761.03,191211221.6,36828124.27,116357554.1,16312822.92,Full gap,Missing ions,Full gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Full gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Full gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,No gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Full gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,D-Glucose 6-phosphate,6,13,9,0,0,1,2.1666666666666665,1.5,0,60.3,1,-8,2.25,-9,-9,Carbohydrate
Feature1015,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.1679,NA,NA,698234.8298,228981401.5,369306.708,373410.0803,216621331.6,201601563.3,372117.1836,382204.7139,401717.3408,204833022,223793002.4,374037.1662,234464032,399273.3524,398968.9343,359009.5383,393887.5578,394436.0808,380601.9734,382280.019,376938.4484,386484.6613,391262.6322,642236.1233,248415786.2,365891.6685,217208608,448345.0616,484059.3254,372909.6096,377340.0068,391906.1694,226249500.1,370559.2113,433358.5229,150257415.2,368004.9143,359481.9888,367200.9732,359610.7959,386426.2639,429171.8125,231682185.4,368269.3015,369238.22120000003,359358.4291,556380.238,462180.3101,141785565.9,767803.0596,210401502.2,364331.3795,383380.8614,217442656.1,364457.719,393252.0821,370740.2503,191239134.7,363685.7134,381987.3478,425581.5745,Full gap,No gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak1",22,26,7,0,0,0,1.1818181818181819,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Lignin
Feature1014,1-linoleoyl-sn-glycerol,C21 H38 O4,354.27689,NA,NA,2886693.046,34300849.09,213852830.5,44042992.56,38640623.57,157913544.5,2504283.917,2741824.957,11889265.75,111996213.8,68230341.5,4798648.072,22204949.22,4240238.955,218671001.4,142296292.7,244157082.5,26296352.99,21918760.37,84045704.61,6319022.647,2093984.232,10839079.55,4191265.249,64743680.96,5036948.436,21511914.65,7523760.398,6631394.274,4808761.815,2219245.056,29328969.5,54595108.27,3310211.58,4384432.505,40246739.04,5159826.074,10095642.3,3080543.001,2545339.699,191990457.1,27102706.79,35497919.6,20296218.44,2591713.147,2049147.418,34276232.44,25041041.18,18382270.84,3049447.484,26446705.42,106976822.2,24934830.87,5705137.618,187107001.5,40282609.28,165013485.1,13089544.97,142269891.3,2811367.486,3279806.957,Full gap,Full gap,No gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,1-linoleoyl-sn-glycerol,21,38,4,0,0,0,1.8095238095238095,0.19047619047619047,-1.4285714285714288,101.01428571428572,3,-1,-0.058823529411764705,0.05263157894736842,-1,Lipid
Feature1013,NA,C10 H17 N O9,295.09039,NA,NA,134332.7019,116013043.9,77544673.46,34293835.02,138289160,121172166.8,158801481.8,104055444.1,23691186.94,235919673.3,37289790.42,182588006.1,30636056.96,120245902.8,53704662.03,43068656.72,50099127.93,57680200.6,30326253.04,20681585.56,147795362.4,141017449.5,31716712.74,166380778.3,55445873.58,154357185.3,177327277.7,204802165,112367135.9,132903250.6,119547092.4,24504606.69,162380814.5,129550246.1,115570165.2,170493420.1,148426870.7,27891194.65,17202353.81,104459939.4,37321953.52,30412926.19,143506344.3,238081640.4,116385079.2,150164405,41760765.23,42641964.48,146497381.5,24719686.66,57088436.56,70937047.69,14468465.88,74764250.17,52801923.86,29887956.95,41321842.74,116535452.3,40658567.7,123349178.5,23288845.34,Full gap,Missing ions,Missing ions,Missing ions,Missing ions,Full gap,Missing ions,Full gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Full gap,Full gap,Missing ions,No gap,Missing ions,Missing ions,Missing ions,No gap,No gap,Full gap,Missing ions,Missing ions,Missing ions,Missing ions,No gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Missing ions,Missing ions,No gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,Full gap,Missing ions,Missing ions,Missing ions,Feature1013,10,17,9,1,0,0,1.7,0.9,0.3999999999999999,48.9,3,-6,-Inf,-0.5555555555555556,-7,Carbohydrate
Feature1012,(5S)-5-(Carboxymethyl)-L-proline,C7 H11 N O4,173.06883,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,Other,179482.4117,169186693.4,68753965.46,34397204.28,200934664,238072671.9,32002223.44,36699038.76,33768728.12,123583172.6,108370502.6,98569435.99,105191466.2,26509021.91,58295906.64,20818453.4,36765281.36,51286390.04,26042790.74,20261285.88,36373693.57,36013901.8,42843711.29,57571596.99,152925364.4,39535145.82,171415923.8,67366407.93,60721010.44,35253466.61,35136769.3,25485762.72,136378726.5,33238112.67,70377787.48,82885316.13,39795522,34788784.56,1428084.881,21478769.89,48391072.96,39465401.08,225937249.7,48975490.79,28809383.59,29893007.79,70017121.89,59399857.65,71203455.72,31026615.18,162287681.3,62445685.36,13671280.33,137491881.4,48645791.01,36061808.73,28859253.7,156350798.5,36841473.6,32669371.53,26991111.66,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Missing ions,Full gap,Missing ions,Full gap,Missing ions,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Missing ions,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,(5S)-5-(Carboxymethyl)-L-proline,7,11,4,1,0,0,1.5714285714285714,0.5714285714285714,0,60.3,3,-1,-1,0,-2,Amino Sugar
Feature1011,Guanine,C5 H5 N5 O,151.04943,Metabolic pathways;Other,Superpathway of purine nucleotide salvage;Other,327774.1995,706930.5238,7006228.932,13464871.78,916414.4136,1749707.369,137254288.8,128779813.9,20876181.97,2179541.891,760108.0437,5829131.126,976465.1421,81021889.81,19952973.25,25910369.64,7840721.786,11877069.79,7262481.619,2841940.922,60796188.93,58026382.66,4932355.668,1742522.404,1839042.713,156505820.4,6712491.259,351687.4598,860891.6774,109141570.2,57016479.69,18127686.86,9477488.388,92733430.49,772026.2715,6076467.528,160069216.2,8895589.512,455379.9583,29957297.06,46475220.35,3739505.008,1418778.269,857094.2837,237990220.6,107410185.6,7697685.1,3179339.319,1582702.709,2764379.533,1113591.779,5958216.383,10350111.76,941527.5291,26383930.49,24156039.3,28914215.04,2364626.264,23053504.16,58372489.41,4123725.115,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,No gap,No gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Missing ions,Missing ions,Missing ions,Full gap,Full gap,Full gap,Full gap,Missing ions,Missing ions,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Missing ions,Missing ions,Missing ions,Full gap,Missing ions,Full gap,Full gap,No gap,Full gap,Full gap,Missing ions,Missing ions,Full gap,Full gap,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Missing ions,Missing ions,Full gap,Missing ions,Missing ions,Full gap,Guanine-peak2,5,5,1,5,0,0,1,0.2,2.4,-8.099999999999994,6,5,-0,-1,0,Lignin
