FeatureID,Name,Formula,MW,KEGG Pathways,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,gap_status,control_means,treatment_means,log2FC,pval,pval.adj,Comment,isolate
Feature0234,L-Glutamic acid,C5 H9 N O4,147.05318,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Cyanoamino acid metabolism;Other,L-Glutamic acid,5,9,1,4,0,0,0,1.8,0.8,0.3999999999999999,48.9,2,-2,-Inf,-0.5,-3,Carbohydrate,Missing ions,29.02902633941006,28.645109037283127,-0.38391730212693176,0.01800954113064396,0.027273708378917603,Downregulated,1154
Feature0230,L-Aspartic acid,C4 H7 N O4,133.03749,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Biosynthesis of various plant secondary metabolites;D-Amino acid metabolism;Cyanoamino acid metabolism;Other,L-Aspartic acid,4,7,1,4,0,0,0,1.75,1,1,31.799999999999997,2,-2,3,-1,-3,Carbohydrate,No gap,25.603783557654438,26.605447289370446,1.0016637317160075,1.1782229610681942e-5,2.5655979270597366e-5,Upregulated,1154
Feature0223,Isoleucine,C6 H13 N O2,131.0946,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Tropane, piperidine and pyridine alkaloid biosynthesis;Cyanoamino acid metabolism;Other",Isoleucine-peak3,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,No gap,23.15048872323696,24.964361781034633,1.8138730577976716,0.018200872958424562,0.027450496920902616,Upregulated,1154
Feature0199,Glucosamine,C6 H13 N O5,179.07941,Metabolic pathways;Biosynthesis of secondary metabolites;Other,Glucosamine,6,13,1,5,0,0,0,2.1666666666666665,0.8333333333333334,0,60.3,1,-4,-Inf,-1,-5,Carbohydrate,No gap,22.085179815231548,24.59315539395034,2.507975578718792,2.5444568422642307e-11,1.185265972092705e-10,Upregulated,1154
Feature0193,DL-Carnitine,C7 H15 N O3,161.10522,Other,DL-Carnitine,7,15,1,3,0,0,0,2.142857142857143,0.42857142857142855,-0.8571428571428568,84.72857142857141,1,-2,-1,-0.3333333333333333,-3,Protein,No gap,23.14444559410577,29.38149417318186,6.237048579076092,5.158748579261295e-12,2.791793348776701e-11,Upregulated,1154
Feature0192,DL-Carbidopa,C10 H14 N2 O4,226.09535,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,DL-Carbidopa,10,14,2,4,0,0,0,1.4,0.4,0,60.3,5,1,-0.25,0.16666666666666666,-1,Phenol,Missing ions,27.78282329521373,28.98180631498894,1.1989830197752092,6.233377481017254e-7,1.5395187335666777e-6,Upregulated,1154
Feature0191,"DL-2,6-Diaminopimelic acid",C7 H14 N2 O4,190.09538,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;D-Amino acid metabolism;Other,"DL-2,6-Diaminopimelic acid",7,14,2,4,0,0,0,2,0.5714285714285714,0,60.3,2,-2,-4,-0.6666666666666666,-4,Amino Sugar,No gap,23.537568438517347,25.111955671390866,1.5743872328735193,5.457333991226043e-9,1.859536026639985e-8,Upregulated,1154
Feature0184,D-Glucose 6-phosphate,C6 H13 O9 P,260.02972,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;ABC transporters;Biosynthesis of phenylpropanoids;Phenylalanine, tyrosine and tryptophan biosynthesis;Central carbon metabolism in cancer;Other",D-Glucose 6-phosphate,6,13,0,9,0,1,0,2.1666666666666665,1.5,0,60.3,1,-8,2.25,-9,-9,Carbohydrate,Missing ions,25.874747773128707,24.188710243589732,-1.6860375295389751,9.449248363654222e-9,3.0502836823024155e-8,Downregulated,1154
Feature0178,Cyclo(phenylalanyl-prolyl),C14 H16 N2 O2,244.12118,NA,Cyclo(phenylalanyl-prolyl),14,16,2,2,0,0,0,1.1428571428571428,0.14285714285714285,-0.4285714285714288,72.51428571428572,8,6,0.4,0.4545454545454546,4,Phenol,Missing ions,26.438603414184005,26.931969113411306,0.4933656992273008,3.742708884814786e-6,8.449796746084915e-6,Upregulated,1154
Feature0177,Cyclo(leucylprolyl),C11 H18 N2 O2,210.13681,NA,Cyclo(leucylprolyl),11,18,2,2,0,0,0,1.6363636363636365,0.18181818181818185,-0.7272727272727275,81.02727272727273,4,2,0,0.125,0,Lipid,No gap,26.9983137864234,27.32904712427242,0.33073333784902204,0.0015372001227421605,0.002706649019947919,Upregulated,1154
Feature0176,Citric acid,C6 H8 O7,192.02696,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;Biosynthesis of phenylpropanoids;Central carbon metabolism in cancer;Other,Citric acid,6,8,0,7,0,0,0,1.3333333333333333,1.1666666666666667,1,31.799999999999997,3,-4,4,-0.2,-4,Other,No gap,29.778013440589373,28.279219229977066,-1.4987942106123064,1.1504231387817019e-4,2.2761059950089586e-4,Downregulated,1154
Feature0175,Choline O-Sulfate,C5 H13 N O4 S,183.05656,ABC transporters,Choline O-Sulfate,5,13,1,4,1,0,0,2.6,0.8,0,60.3,0,-4,6,-4,-6,Other,Missing ions,26.099610502575015,27.85863331375254,1.7590228111775268,1.791920432902424e-7,4.884642365245126e-7,Upregulated,1154
Feature0174,Choline,C5 H13 N O,103.09967,NA,Choline,5,13,1,1,0,0,0,2.6,0.2,-1.5999999999999996,105.89999999999998,0,-1,-0.6666666666666666,-0.42857142857142855,-2,Other,Missing ions,29.677908654259127,29.126066281923187,-0.5518423723359405,3.0427241204367488e-6,6.954797989569711e-6,Downregulated,1154
Feature0167,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,NA,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak2",12,20,0,10,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,3,-7,-3.5,-0.2857142857142857,-7,Carbohydrate,Missing ions,29.375985144797774,22.9715602542373,-6.404424890560474,1.7464764538032883e-22,8.033791687495126e-21,Downregulated,1154
Feature0166,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,NA,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak1",12,20,0,10,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,3,-7,-3.5,-0.2857142857142857,-7,Carbohydrate,Missing ions,26.99255107684852,23.149545919442215,-3.8430051574063064,5.25748956102057e-16,7.73902463382228e-15,Downregulated,1154
Feature0165,Betaine,C5 H11 N O2,117.07895,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Cyanoamino acid metabolism;Other,Betaine,5,11,1,2,0,0,0,2.2,0.4,-0.7999999999999998,83.1,1,-1,-1,-0.3333333333333333,-2,Protein,No gap,30.44457433828272,28.918357846545394,-1.5262164917373262,2.290732997493991e-9,8.028473743597988e-9,Downregulated,1154
Feature0152,Adenosine,C10 H13 N5 O4,267.09675,Metabolic pathways;ABC transporters;Other,Adenosine-peak2,10,13,5,4,0,0,0,1.3,0.4,1,31.799999999999997,7,3,-2,0,-2,Phenol,Missing ions,22.221146152500125,26.062453221320393,3.8413070688202673,2.726195630266286e-7,7.115177247787187e-7,Upregulated,1154
Feature0149,Acetyl-L-carnitine,C9 H17 N O4,203.11568,NA,Acetyl-L-carnitine,9,17,1,4,0,0,0,1.8888888888888888,0.4444444444444444,-0.666666666666667,79.30000000000001,2,-2,-0.75,-0.16666666666666666,-3,Protein,No gap,22.59823660814686,20.835489125994588,-1.762747482152271,0.004414304253655475,0.007187893651969978,Downregulated,1154
Feature0145,[Similar to: RPH; ΔMass: -155.0695 Da],C11 H19 N5 O2,253.15388,NA,[Similar to: RPH; ΔMass: -155.0695 Da],11,19,5,2,0,0,0,1.7272727272727273,0.18181818181818185,0,60.3,5,3,-0.5,-0.2,-2,Lipid,No gap,26.84822198489114,21.124124560099713,-5.724097424791427,2.7674183329249436e-24,2.0368198930327583e-22,Downregulated,1154
Feature0144,[Similar to: NP-022075; ΔMass: 142.0631 Da],C30 H32 O10,552.19968,NA,[Similar to: NP-022075; ΔMass: 142.0631 Da],30,32,0,10,0,0,0,1.0666666666666669,0.3333333333333333,-0.4000000000000003,71.7,15,5,0.25,0.4,5,Phenol,No gap,20.9625663218414,22.212933589908914,1.2503672680675137,9.278438819126181e-8,2.6805587997493605e-7,Upregulated,1154
Feature0138,[Similar to: Maltotriose; ΔMass: -251.0528 Da],C9 H19 N O7,253.11619,NA,[Similar to: Maltotriose; ΔMass: -251.0528 Da],9,19,1,7,0,0,0,2.111111111111111,0.7777777777777778,-0.22222222222222232,66.63333333333333,1,-6,-7,-0.7777777777777778,-7,Carbohydrate,No gap,27.15456777504839,21.258166384591675,-5.896401390456713,7.628402297428567e-6,1.6709833603891148e-5,Downregulated,1154
Feature0134,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],C3 H7 Cl N2 O5 S,217.97633,NA,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],4,7,2,5,1,0,1,1.75,1.25,2.75,-18.075000000000003,2.5,-2.5,1.375,2,-5.5,Carbohydrate,No gap,26.95668840867434,26.57339602288722,-0.38329238578711866,8.350484549339982e-4,0.0014990138117839578,Downregulated,1154
Feature0124,[Similar to: 2'-O-Methyladenosine; ΔMass: 0.0350 Da],C11 H23 N O7,281.14743,NA,[Similar to: 2'-O-Methyladenosine; ΔMass: 0.0350 Da],11,23,1,7,0,0,0,2.090909090909091,0.6363636363636364,-0.5454545454545459,75.84545454545456,1,-6,-2.3333333333333335,-0.5384615384615384,-7,Amino Sugar,No gap,26.445775687281692,21.295576222756946,-5.150199464524746,2.145769608761287e-8,6.635657277513896e-8,Downregulated,1154
Feature0122,"[Similar to: (2R,3R,3aR,5R)-5,7-dimethoxy-2-(7-methoxy-2H-1,3-benzodioxol-5-yl)-3-methyl-3a-(prop-2-en-1-yl)-2,3,3a,4,5,6-hexahydro-1-benzofuran-6-one; ΔMass: 150.0318 Da]",C30 H32 O10,552.19968,NA,"[Similar to: (2R,3R,3aR,5R)-5,7-dimethoxy-2-(7-methoxy-2H-1,3-benzodioxol-5-yl)-3-methyl-3a-(prop-2-en-1-yl)-2,3,3a,4,5,6-hexahydro-1-benzofuran-6-one; ΔMass: 150.0318 Da]",30,32,0,10,0,0,0,1.0666666666666669,0.3333333333333333,-0.4000000000000003,71.7,15,5,0.25,0.4,5,Phenol,No gap,20.6814968497823,21.472228415500535,0.7907315657182359,1.6674405354952444e-5,3.567547192222383e-5,Upregulated,1154
Feature0115,8-hydroxy-deoxyguanosine,C10 H13 N5 O5,283.0917,Metabolic pathways;ABC transporters;Other,8-hydroxy-deoxyguanosine,10,13,5,5,0,0,0,1.3,0.5,1.2000000000000002,26.09999999999999,7,2,-Inf,-0.2,-3,Phenol,Missing ions,26.779596008006106,27.23565613612558,0.45606012811947494,1.0096212087929308e-4,2.0083275937070192e-4,Upregulated,1154
Feature0113,"7-(tert-butyl)-4-imino-1,2,3,4,5,6-hexahydropyrido[3,4-d]pyridazine-1,5-dione",C11 H14 N4 O2,234.11166,NA,"7-(tert-butyl)-4-imino-1,2,3,4,5,6-hexahydropyrido[3,4-d]pyridazine-1,5-dione-peak2",11,14,4,2,0,0,0,1.2727272727272727,0.18181818181818185,0.18181818181818168,55.11818181818182,7,5,0.2,0.3333333333333333,1,Phenol,No gap,23.792495853818632,20.68293220646524,-3.1095636473533936,3.2524100780103313e-4,6.075568064506609e-4,Downregulated,1154
Feature0110,6-hydroxypropylthymine,C8 H12 N2 O3,184.08482,NA,6-hydroxypropylthymine,8,12,2,3,0,0,0,1.5,0.375,0,60.3,4,1,-0.3333333333333333,0.1111111111111111,-1,Protein,No gap,25.290034889735015,26.038166133497548,0.7481312437625327,1.2384286648246067e-9,4.60345200662076e-9,Upregulated,1154
Feature0102,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",C6 H8 O4,144.04225,Microbial metabolism in diverse environments;Other,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one-peak2",6,8,0,4,0,0,0,1.3333333333333333,0.6666666666666666,0,60.3,3,-1,-0.5,0.25,-1,Other,No gap,27.03642937569202,22.5670408845628,-4.469388491129219,1.1196429490805398e-14,1.2118488390048198e-13,Downregulated,1154
Feature0093,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak8",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,Missing ions,20.739639267454848,21.652659363570734,0.9130200961158863,0.03023555297383549,0.04369954451812731,Upregulated,1154
Feature0092,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak7",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,No gap,20.579038685138073,21.346406414194615,0.7673677290565415,0.015056025566715495,0.022990113728428636,Upregulated,1154
Feature0091,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak6",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,No gap,20.57091287316886,21.32526137979197,0.7543485066231099,0.02856535761243536,0.041714490481651635,Upregulated,1154
Feature0090,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak5",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,No gap,20.98031796030237,21.5471871414127,0.5668691811103308,0.020305974931947034,0.030253436335856313,Upregulated,1154
Feature0089,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak4",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,No gap,21.385280181841306,21.86111440902132,0.47583422718001245,0.031654359194929683,0.04550314134271142,Upregulated,1154
Feature0088,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak3",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,No gap,21.04170322928514,21.800205714754508,0.7585024854693678,0.011310069815979935,0.01771108805225794,Upregulated,1154
Feature0083,4-Guanidinobutyric acid,C5 H11 N3 O2,145.08514,Metabolic pathways;Other,4-Guanidinobutyric acid,5,11,3,2,0,0,0,2.2,0.4,0.3999999999999999,48.9,2,0,-Inf,-2,-3,Protein,No gap,25.93826193466826,20.328295402084425,-5.609966532583837,4.021683154437963e-14,3.523760478174215e-13,Downregulated,1154
Feature0079,"4-({4-[(2,4-Dihydroxy-3,6-dimethylbenzoyl)oxy]-2-methoxy-3,5,6-trimethylbenzoyl}oxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C31 H34 O10,566.21536,Biosynthesis of secondary metabolites;Other,"4-({4-[(2,4-Dihydroxy-3,6-dimethylbenzoyl)oxy]-2-methoxy-3,5,6-trimethylbenzoyl}oxy)-2-methoxy-3,5,6-trimethylbenzoic acid",31,34,0,10,0,0,0,1.096774193548387,0.3225806451612903,-0.4516129032258061,73.17096774193547,15,5,0.23809523809523808,0.38461538461538464,5,Phenol,No gap,21.0641308628363,21.43124876333894,0.36711790050263815,0.0020190668720377414,0.003488340886900887,Upregulated,1154
Feature0076,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.16791,NA,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak2",22,26,0,7,0,0,0,1.181818181818182,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,No gap,20.102470073891155,20.447321051853628,0.3448509779624729,0.013056426661622312,0.020103619294882892,Upregulated,1154
Feature0075,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.16794,NA,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak1",22,26,0,7,0,0,0,1.181818181818182,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Phenol,No gap,20.664554408924808,21.12041844209647,0.455864033171661,0.004344958282782043,0.007106420658061297,Upregulated,1154
