FeatureID,Name,Formula,MW,KEGG Pathways,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,gap_status,control_means,treatment_means,log2FC,pval,pval.adj,Comment,Fungi,KEGGPathways
Feature0241,L-Saccharopine,C11 H20 N2 O6,276.13215,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Other,L-Saccharopine,11,20,2,6,0,0,0,1.818181818181818,0.5454545454545454,-0.18181818181818168,65.48181818181817,3,-3,-1.6666666666666667,-0.3333333333333333,-5,Protein,No gap,21.88804845663126,24.464232964839468,2.5761845082082075,6.912274580210676e-8,2.3552935606643786e-7,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0192,DL-Carbidopa,C10 H14 N2 O4,226.09535,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,DL-Carbidopa,10,14,2,4,0,0,0,1.4,0.4,0,60.3,5,1,-0.25,0.16666666666666666,-1,Phenol,No gap,27.78282329521373,29.142629072331008,1.359805777117277,5.956451602174184e-10,2.962127283243378e-9,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0169,Butyl glyoxylate,C6 H10 O3,130.06295,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Other,Butyl glyoxylate,6,10,0,3,0,0,0,1.6666666666666667,0.5,-0.666666666666667,79.30000000000001,2,-1,-0.3333333333333333,0.1111111111111111,-1,Protein,No gap,20.585604682952447,21.476893584719388,0.8912889017669414,0.00281445164703127,0.004839804701436951,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0241,L-Saccharopine,C11 H20 N2 O6,276.13215,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Other,L-Saccharopine,11,20,2,6,0,0,0,1.818181818181818,0.5454545454545454,-0.18181818181818168,65.48181818181817,3,-3,-1.6666666666666667,-0.3333333333333333,-5,Protein,Missing ions,21.88804845663126,24.464232964839468,2.5761845082082075,6.912274580210676e-8,2.3552935606643786e-7,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0282,Methyl piperonyl ketone,C10 H10 O3,178.06304,"Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids;Phenylalanine, tyrosine and tryptophan biosynthesis;Other",Methyl piperonyl ketone,10,10,0,3,0,0,0,1,0.3,-0.4000000000000003,71.7,6,3,0.42857142857142855,0.5294117647058824,3,Phenol,No gap,21.387694453394513,28.225900822726032,6.83820636933152,2.721424483745074e-15,4.005936840072749e-14,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0278,"Methyl 4-hydroxy-2-methoxy-3,6-dimethylbenzoate",C11 H14 O4,210.08921,Metabolic pathways;Biosynthesis of secondary metabolites;Phenylpropanoid biosynthesis;Biosynthesis of phenylpropanoids,"Methyl 4-hydroxy-2-methoxy-3,6-dimethylbenzoate",11,14,0,4,0,0,0,1.2727272727272727,0.3636363636363637,-0.5454545454545459,75.84545454545456,5,1,0.14285714285714285,0.3333333333333333,1,Phenol,No gap,20.509168460857147,27.23601992224166,6.726851461384513,5.519103330930843e-12,3.8321321241180195e-11,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0184,D-Glucose 6-phosphate,C6 H13 O9 P,260.02972,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;ABC transporters;Biosynthesis of phenylpropanoids;Phenylalanine, tyrosine and tryptophan biosynthesis;Central carbon metabolism in cancer;Other",D-Glucose 6-phosphate,6,13,0,9,0,1,0,2.1666666666666665,1.5,0,60.3,1,-8,2.25,-9,-9,Carbohydrate,No gap,25.874747773128707,26.52751287738684,0.6527651042581333,4.055984423957927e-6,1.0437778098017602e-5,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0100,5-Aminolevulinic acid,C5 H9 N O3,131.05822,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;ABC transporters;D-Amino acid metabolism;Other,5-Aminolevulinic acid,5,9,1,3,0,0,0,1.8,0.6,0,60.3,2,-1,-2,-0.2,-2,Amino Sugar,Missing ions,22.09408936324332,28.022501254939133,5.928411891695813,5.352064458650391e-13,4.1905525974113694e-12,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0240,L-Pyroglutamic acid,C5 H7 N O3,129.04256,Metabolic pathways;Biosynthesis of secondary metabolites;D-Amino acid metabolism;Other,L-Pyroglutamic acid,5,7,1,3,0,0,0,1.4,0.6,0.3999999999999999,48.9,3,0,-1,0.2,-1,Phenol,No gap,28.01601602352698,28.706077200102868,0.6900611765758882,6.231926871110873e-5,1.3180167175682765e-4,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0225,L-(+)-Valine,C5 H11 N O2,117.07894,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of cofactors;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;D-Amino acid metabolism;Cyanoamino acid metabolism;Other,L-(+)-Valine,5,11,1,2,0,0,0,2.2,0.4,-0.7999999999999998,83.1,1,-1,-1,-0.3333333333333333,-2,Protein,No gap,22.35003601008314,25.931340733958567,3.5813047238754265,1.5981537241806717e-7,5.026671542722112e-7,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0012,(+)-Piperitol,C20 H20 O6,356.12609,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Other,(+)-Piperitol,20,20,0,6,0,0,0,1,0.3,-0.4000000000000003,71.7,11,5,0.35714285714285715,0.4705882352941176,5,Phenol,Missing ions,21.30004488327116,28.034665080757073,6.7346201974859135,1.4115023676030946e-14,1.5740390038725419e-13,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0093,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak8",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,No gap,20.739639267454848,31.498420169175574,10.758780901720726,1.919636060436718e-20,7.849178558230135e-19,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0086,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Phenylpropanoid biosynthesis;Other,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak1",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Phenol,No gap,21.70910026637128,25.648154357152954,3.9390540907816742,1.206402756787357e-8,4.988272073008398e-8,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0111,"6-Methoxy-1,2,4-benzenetriol",C7 H8 O4,156.04229,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Phenylalanine, tyrosine and tryptophan biosynthesis;Other","6-Methoxy-1,2,4-benzenetriol",7,8,0,4,0,0,0,1.1428571428571428,0.5714285714285714,0,60.3,4,0,0,0.4,0,Phenol,No gap,20.532073568744227,27.57070508108613,7.038631512341901,4.7614300399238314e-14,5.0063035848342e-13,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0187,D-PANTOTHENIC ACID,C9 H17 N O5,219.11067,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Other,D-PANTOTHENIC ACID,9,17,1,5,0,0,0,1.8888888888888888,0.5555555555555556,-0.44444444444444464,72.96666666666667,2,-3,-1.3333333333333333,-0.2727272727272727,-4,Amino Sugar,Missing ions,23.943506741599432,24.56621135658054,0.6227046149811066,0.008610028947071168,0.01377604631531387,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0109,6-Aminocaproic acid,C6 H13 N O2,131.09459,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Tropane, piperidine and pyridine alkaloid biosynthesis;Cyanoamino acid metabolism;Other",6-Aminocaproic acid-peak3,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,No gap,22.57956053923522,24.483450930782947,1.9038903915477263,0.0057715789695988486,0.009397969295629985,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0283,Mevalonolactone,C6 H10 O3,130.06297,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Other,Mevalonolactone,6,10,0,3,0,0,0,1.6666666666666667,0.5,-0.666666666666667,79.30000000000001,2,-1,-0.3333333333333333,0.1111111111111111,-1,Protein,No gap,21.044547441371154,23.989909919315092,2.945362477943938,4.35847429208409e-7,1.3039988125910122e-6,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0187,D-PANTOTHENIC ACID,C9 H17 N O5,219.11067,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Other,D-PANTOTHENIC ACID,9,17,1,5,0,0,0,1.8888888888888888,0.5555555555555556,-0.44444444444444464,72.96666666666667,2,-3,-1.3333333333333333,-0.2727272727272727,-4,Amino Sugar,No gap,23.943506741599432,24.56621135658054,0.6227046149811066,0.008610028947071168,0.01377604631531387,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0118,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid,C18 H28 O3,292.2038,Metabolic pathways;Biosynthesis of secondary metabolites;Other,8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid-peak3,18,28,0,3,0,0,0,1.5555555555555556,0.16666666666666666,-1.2222222222222223,95.13333333333333,5,2,0.13333333333333333,0.21212121212121213,2,Lipid,No gap,21.223283079190953,22.949810077031707,1.7265269978407538,0.0039077651308842476,0.006536625309842741,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0161,Azobenzene,C12 H10 N2,182.08444,Biosynthesis of secondary metabolites;Other,Azobenzene,12,10,2,0,0,0,0,0.8333333333333334,0,-0.33333333333333304,69.79999999999998,9,9,0.7,0.7,7,Unsaturated HC,No gap,19.57811825111258,27.11945244151592,7.54133419040334,7.515780925995747e-17,1.3829036903832174e-15,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0100,5-Aminolevulinic acid,C5 H9 N O3,131.05822,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;Biosynthesis of cofactors;ABC transporters;D-Amino acid metabolism;Other,5-Aminolevulinic acid,5,9,1,3,0,0,0,1.8,0.6,0,60.3,2,-1,-2,-0.2,-2,Amino Sugar,No gap,22.09408936324332,28.022501254939133,5.928411891695813,5.352064458650391e-13,4.1905525974113694e-12,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0367,α-Eleostearic acid,C18 H30 O2,278.22457000000003,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Other,α-Eleostearic acid,18,30,0,2,0,0,0,1.6666666666666667,0.1111111111111111,-1.4444444444444446,101.46666666666668,4,2,0.125,0.17647058823529413,2,Lipid,No gap,22.9612269990449,23.76143834653712,0.800211347492219,0.0052470448299139225,0.008581833321814772,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0107,6-Aminocaproic acid,C6 H13 N O2,131.09459,"Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;2-Oxocarboxylic acid metabolism;ABC transporters;Protein digestion and absorption;Aminoacyl-tRNA biosynthesis;Central carbon metabolism in cancer;Tropane, piperidine and pyridine alkaloid biosynthesis;Cyanoamino acid metabolism;Other",6-Aminocaproic acid-peak1,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein,No gap,21.21590980985074,22.40363690661216,1.1877270967614209,2.5689089469892987e-4,5.055393007978941e-4,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0085,"4-Hydroxy-N-(2-hydroxy-8-methyl-4-oxo-7-{[(2R,3R,4R,5R)-3,4,5-trihydroxy-6,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-4H-chromen-3-yl)-3-(3-methyl-2-buten-1-yl)benzamide",C29 H33 N O10,555.21068,Metabolic pathways;Biosynthesis of secondary metabolites;Other,"4-Hydroxy-N-(2-hydroxy-8-methyl-4-oxo-7-{[(2R,3R,4R,5R)-3,4,5-trihydroxy-6,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-4H-chromen-3-yl)-3-(3-methyl-2-buten-1-yl)benzamide",29,33,1,10,0,0,0,1.137931034482759,0.3448275862068966,-0.3448275862068968,70.12758620689655,14,4,0.16666666666666666,0.34782608695652173,3,Phenol,No gap,20.128926475356522,27.225694270247068,7.096767794890546,2.562991220261193e-17,5.894879806600744e-16,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0331,Pipecolic acid,C6 H11 N O2,129.07895,"Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of plant secondary metabolites;Tropane, piperidine and pyridine alkaloid biosynthesis;Other",Pipecolic acid-peak1,6,11,1,2,0,0,0,1.8333333333333333,0.3333333333333333,-0.666666666666667,79.30000000000001,2,0,-0.3333333333333333,0,-1,Protein,No gap,21.045279831332408,21.96467177006682,0.9193919387344103,0.00234539623417024,0.004071253840446455,Upregulated,1246,Biosynthesis of secondary metabolites
Feature0264,Linamarin,C10 H17 N O6,247.10556,Metabolic pathways;Biosynthesis of secondary metabolites;Cyanoamino acid metabolism,Linamarin,10,17,1,6,0,0,0,1.7,0.6,-0.20000000000000015,66,3,-3,-1.3333333333333333,-0.16666666666666666,-4,Amino Sugar,No gap,25.929041312004827,27.290672810415334,1.3616314984105067,8.316678527147713e-12,5.3693643824392245e-11,Upregulated,1246,Biosynthesis of secondary metabolites
