FeatureID,Name,Formula,MW,KEGG Pathways,Metabolika Pathways,name4plot,C,H,N,O,S,P,F,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0332,NA,C8 H11 N O5,201.06375,NA,NA,Feature0332,8,11,1,5,0,0,0,0,1.375,0.625,0.25,53.175,4,-1,-1,0.1111111111111111,-2,Lignin,3319624.009788627,1864048.5618370266,0.5615240028209453,-0.8325804017171994,0.4106993969833482,0.5340653755448862,Downregulated
Feature0331,NA,C9 H13 N O4 S,231.05648,NA,NA,Feature0331,9,13,1,4,1,0,0,0,1.4444444444444444,0.4444444444444444,0,60.3,4,0,-0.6666666666666666,0,-2,Lignin,790819.409824469,1664898.0404438768,2.1052822171036736,1.074013642282109,0.17671540635576147,0.34471932508735253,Upregulated
Feature0330,"8-Azabicyclo[3.2.1]octane-1,2,3,4-tetrol",C7 H13 N O4,175.08438,NA,NA,"8-Azabicyclo[3.2.1]octane-1,2,3,4-tetrol",7,13,1,4,0,0,0,0,1.8571428571428572,0.5714285714285714,-0.2857142857142856,68.44285714285714,2,-2,-1.5,-0.25,-3,Amino Sugar,387654.463108267,135383.04782393767,0.3492363966054143,-1.5177241737612241,0.12378331760300523,0.2965243003787072,Downregulated
Feature0329,NA,C21 H36 N2 O6 S4,540.14577,NA,NA,Feature0329,21,36,2,6,4,0,0,0,1.7142857142857142,0.2857142857142857,-0.4761904761904763,73.87142857142857,5,-1,-0.7777777777777778,-0.3333333333333333,-7,Lipid,119326.64182731233,116561.87472283977,0.976830261355434,-0.03382020042694562,0.8743428589070961,0.9033995702302927,Downregulated
Feature0328,3-methoxyanthranilic acid,C8 H9 N O3,167.05821,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,Other,3-methoxyanthranilic acid,8,9,1,3,0,0,0,0,1.125,0.375,0,60.3,5,2,0.25,0.4545454545454546,1,Lignin,1300068.1402222952,1327932.1168455868,1.0214327047646343,0.03059415786413975,0.931957532989087,0.9552565448451726,Upregulated
Feature0327,cis-trihomoaconitic acid,C9 H12 O6,216.0633,Metabolic pathways;Microbial metabolism in diverse environments;2-Oxocarboxylic acid metabolism;Other,NA,cis-trihomoaconitic acid-peak2,9,12,0,6,0,0,0,0,1.3333333333333333,0.6666666666666666,0,60.3,4,-2,-0.6666666666666666,0.16666666666666666,-2,Tannin,417511.89928004233,264232.172365884,0.6328733931213124,-0.660011178780294,0.15656891997962796,0.3285065683008145,Downregulated
Feature0326,asp-leu,C10 H18 N2 O5,246.12159,Metabolic pathways;Other,NA,asp-leu-peak2,10,18,2,5,0,0,0,0,1.8,0.5,-0.20000000000000015,66,3,-2,-1.3333333333333333,-0.2727272727272727,-4,Protein,466002.8799981958,305637.9417078173,0.6558713579388192,-0.6085152212991607,0.7102781782045671,0.8092659958559845,Downregulated
Feature0325,"6-(1-Hydroxyethyl)-3-(hydroxymethyl)-2,7-dioxabicyclo[4.1.0]hept-3-en-5-one",C8 H10 O5,186.05284,NA,NA,"6-(1-Hydroxyethyl)-3-(hydroxymethyl)-2,7-dioxabicyclo[4.1.0]hept-3-en-5-one-peak3",8,10,0,5,0,0,0,0,1.25,0.625,0,60.3,4,-1,-0.3333333333333333,0.2727272727272727,-1,Lignin,2484753.1143332995,3527094.4744126596,1.4194949405905213,0.5053777069714467,0.4924447825710578,0.5993456072573017,Upregulated
Feature0324,NA,C13 H11 N7 O4 S,361.05925,NA,NA,Feature0324,13,11,7,4,1,0,0,0,0.8461538461538461,0.3076923076923077,1.5384615384615383,16.453846153846158,12,8,0,0.6666666666666666,0,Lignin,115480.54733430364,87303.54183717203,0.7560021480019293,-0.40353776135724606,0.42424797476754317,0.5434187541966283,Downregulated
Feature0323,4-Undecylbenzenesulfonic acid,C17 H28 O3 S,312.17604,NA,NA,4-Undecylbenzenesulfonic acid-peak2,17,28,0,3,1,0,0,0,1.6470588235294117,0.17647058823529413,-1.1764705882352944,93.8294117647059,4,1,0,0.10344827586206896,0,Lipid,3768488.64467401,4658542.1525537,1.2361831470920308,0.3058925020022081,0.15172498321719982,0.3222977904365362,Upregulated
Feature0322,Genipin,C11 H14 O5,226.0841,NA,NA,Genipin,11,14,0,5,0,0,0,0,1.2727272727272727,0.4545454545454546,-0.3636363636363633,70.66363636363636,5,0,0,0.29411764705882354,0,Lignin,94105.8015672571,313274.9309677667,3.3289651195826657,1.7350737542063996,0.06944412201528913,0.2199063863817489,Upregulated
Feature0321,Ro 20-1724,C15 H22 N2 O3,278.16312,NA,NA,Ro 20-1724,15,22,2,3,0,0,0,0,1.4666666666666666,0.2,-0.666666666666667,79.30000000000001,6,3,0.1,0.21739130434782608,1,Lignin,232800.15686752534,1429244.7052621231,6.139363153760387,2.618089010226877,0.1447280601234459,0.31722272091709075,Upregulated
Feature0320,Phenyl D-glucopyranosiduronic acid,C12 H14 O7,270.074,NA,NA,Phenyl D-glucopyranosiduronic acid,12,14,0,7,0,0,0,0,1.1666666666666667,0.5833333333333334,0,60.3,6,-1,-0.2,0.29411764705882354,-1,Lignin,2356008.7261747867,1862071.9666332998,0.7903501994479273,-0.33943605038510066,0.14902226762929613,0.3198601445549503,Downregulated
Feature0319,NA,C6 H12 O8 S,244.02539,NA,NA,Feature0319,6,12,0,8,1,0,0,0,2,1.3333333333333333,1,31.799999999999997,1,-7,2.6666666666666665,-4,-8,Carbohydrate,1550487.113267174,1526881.1043035176,0.984775101475101,-0.022133808930646863,0.9741801723928929,0.9828012358653964,Downregulated
Feature0318,NA,C7 H16 O6,196.09468,NA,NA,Feature0318,7,16,0,6,0,0,0,0,2.2857142857142856,0.8571428571428571,-0.5714285714285712,76.58571428571427,0,-6,-6,-0.75,-6,Carbohydrate,93176.9942320604,348148.967181406,3.736426250393197,1.9016590466563785,0.25437791543674537,0.3967724785698909,Upregulated
Feature0317,"2,2-Bis(hydroxymethyl)propionic acid",C5 H10 O4,134.05797,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,Superpathway of branched chain amino acid biosynthesis,"2,2-Bis(hydroxymethyl)propionic acid",5,10,0,4,0,0,0,0,2,0.8,-0.4000000000000003,71.7,1,-3,-3,-0.3333333333333333,-3,Carbohydrate,6153790.278143817,3545861.901791333,0.5762077908935305,-0.7953389276081263,0.019052780136216408,0.16912126459608967,Downregulated
Feature0316,Adipic acid,C6 H10 O4,146.05797,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Degradation of aromatic compounds;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Superpathway of coenzyme A biosynthesis II (plants);Superpathway of L-isoleucine biosynthesis I;Other,Adipic acid,6,10,0,4,0,0,0,0,1.6666666666666667,0.6666666666666666,-0.33333333333333304,69.79999999999998,2,-2,-1,0,-2,Amino Sugar,185970.51543169733,227010.16069721564,1.2206782358496566,0.28768296386343706,0.22957229518040154,0.37535912016174644,Upregulated
Feature0315,D-(+)-Mannose,C6 H12 O6,180.06334,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Galactose metabolism;Carbon metabolism;Biosynthesis of phenylpropanoids;Biosynthesis of plant hormones;Ascorbate and aldarate metabolism;Biosynthesis of terpenoids and steroids;Fructose and mannose metabolism;Glucagon signaling pathway;Central carbon metabolism in cancer;Phosphotransferase system (PTS);Other,Superpathway of anaerobic sucrose degradation;Chitin biosynthesis;Superpathway of scopolin and esculin biosynthesis;Homolactic fermentation;Superpathway of CMP-sialic acids biosynthesis;Superpathway of betalain biosynthesis;Other,D-(+)-Mannose,6,12,0,6,0,0,0,0,2,1,0,60.3,1,-5,-Inf,-0.6666666666666666,-5,Carbohydrate,201399.409967367,228208.915366422,1.133116106960785,0.18029569730519013,0.8064559748305665,0.875875171257202,Upregulated
Feature0314,N-(2-Hydroxyethyl)glutamine,C7 H14 N2 O4,190.09535,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Other,Other,N-(2-Hydroxyethyl)glutamine,7,14,2,4,0,0,0,0,2,0.5714285714285714,0,60.3,2,-2,-4,-0.6666666666666666,-4,Amino Sugar,1988540.0024647533,3602564.8435132997,1.81166324994619,0.8573148136719972,0.026353920561129805,0.16912126459608967,Upregulated
Feature0313,Glycyl-L-leucine,C8 H16 N2 O3,188.11609,Metabolic pathways;Other,Superpathway of L-lysine degradation,Glycyl-L-leucine,8,16,2,3,0,0,0,0,2,0.375,-0.5,74.55,2,-1,-1,-0.3333333333333333,-3,Protein,1602575.5730328134,3694907.058614523,2.3056055020369817,1.2051456834393148,0.030960490286607394,0.17078205932289886,Upregulated
Feature0312,NA,C12 H9 N5 O7 S,367.02222,NA,NA,Feature0312,12,9,5,7,1,0,0,0,0.75,0.5833333333333334,1.8333333333333337,8.04999999999999,11,4,2,0.6,-2,Condensed HC,5385616.623597844,7063180.92534725,1.3114897362725226,0.39120651710600507,0.22798002779657242,0.37535912016174644,Upregulated
Feature0311,NA,C28 H43 O4 P,474.28996,NA,NA,Feature0311,28,43,0,4,0,1,0,0,1.5357142857142858,0.14285714285714285,-1.4285714285714288,101.01428571428572,8,4,0.13043478260869565,0.2,3,Lipid,7560752.89015067,11850285.174894128,1.567341949547299,0.6483199692789181,0.07698025760929406,0.23718241533674386,Upregulated
Feature0310,NA,C8 H11 O4 P S,234.01153,NA,NA,Feature0310,8,11,0,4,1,1,0,0,1.375,0.5,-0.75,81.675,4,0,-1,0,-2,Lignin,352682.4630387557,394266.67278781766,1.1179083569700836,0.16080192488604958,0.7997444532763844,0.875875171257202,Upregulated
Feature0309,(E)-Ferulic acid,C10 H10 O4,194.05792,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of phenylpropanoids;Other,Superpathway of scopolin and esculin biosynthesis;Other,(E)-Ferulic acid,10,10,0,4,0,0,0,0,1,0.4,-0.20000000000000015,66,6,2,0.3333333333333333,0.5,2,Lignin,1857463.9405484777,13383305.18662678,7.205149394542172,2.8490283441447364,0.017757660677048565,0.16912126459608967,Upregulated
Feature0308,3-Hydroxybutyric acid,C4 H8 O3,104.04735,Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism;Other,NA,3-Hydroxybutyric acid-peak3,4,8,0,3,0,0,0,0,2,0.75,-0.5,74.55,1,-2,-2,-0.2,-2,Carbohydrate,2632593.144169407,453279.72465700534,0.1721799381195368,-2.538011040779637,0.4299670997019484,0.5475958867974121,Downregulated
Feature0307,"2,4-Dihydroxybenzoic acid",C7 H6 O4,154.02667,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of phenylpropanoids;Other,Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Superpathway of chorismate metabolism;Other,"2,4-Dihydroxybenzoic acid",7,6,0,4,0,0,0,0,0.8571428571428571,0.5714285714285714,0.2857142857142856,52.15714285714286,5,1,0.3333333333333333,0.6,1,Lignin,6280809.63329692,5637701.960490444,0.8976075203112156,-0.1558433317411835,0.27061848439484104,0.40952000735856475,Downregulated
Feature0306,NA,C12 H17 N O4,239.11571,NA,NA,Feature0306,12,17,1,4,0,0,0,0,1.4166666666666667,0.3333333333333333,-0.5,74.55,5,1,0,0.2222222222222222,0,Lignin,6698600.760286267,5954150.6051315935,0.8888648268802246,-0.1699640553790506,0.4752153900136716,0.586728026659479,Downregulated
Feature0305,6-Deoxy-3-O-methyl-beta-D-galactopyranose,C7 H14 O5,178.08407,NA,NA,6-Deoxy-3-O-methyl-beta-D-galactopyranose-peak2,7,14,0,5,0,0,0,0,2,0.7142857142857143,-0.5714285714285712,76.58571428571427,1,-4,-2,-0.3333333333333333,-4,Carbohydrate,129500.48184312003,238106.31518349334,1.8386519632563298,0.8786484191717124,0.022685271198377696,0.16912126459608967,Upregulated
Feature0304,NA,C6 H7 N3 O5 P2,262.98597,NA,NA,Feature0304,6,7,3,5,0,2,0,0,1.1666666666666667,0.8333333333333334,0.3333333333333335,50.8,6,1,1,1,-4,Tannin,175984.162795565,323323.412659979,1.8372301661915633,0.8775323770329567,0.022834166926172055,0.16912126459608967,Upregulated
Feature0303,diphthinate,C13 H22 N4 O4,298.16421,NA,NA,diphthinate,13,22,4,4,0,0,0,0,1.6923076923076923,0.3076923076923077,-0.1538461538461542,64.6846153846154,5,1,-0.6,-0.14285714285714285,-3,Protein,76987.11451832496,133311.54404837667,1.731608528030298,0.7921128108354175,0.014526372401716343,0.16912126459608967,Upregulated
Feature0302,NA,C3 H9 N4 O2 P,164.04635,NA,NA,Feature0302,3,9,4,2,0,1,0,0,3,0.6666666666666666,0.6666666666666665,41.3,2,0,1.25,1.3333333333333333,-5,Other,838010.8616265063,202601.15783203984,0.2417643578495016,-2.0483265241793207,0.4565088709030405,0.5677310321775995,Downregulated
Feature0301,"6-(1-Hydroxyethyl)-3-(hydroxymethyl)-2,7-dioxabicyclo[4.1.0]hept-3-en-5-one",C8 H10 O5,186.05281,NA,NA,"6-(1-Hydroxyethyl)-3-(hydroxymethyl)-2,7-dioxabicyclo[4.1.0]hept-3-en-5-one-peak2",8,10,0,5,0,0,0,0,1.25,0.625,0,60.3,4,-1,-0.3333333333333333,0.2727272727272727,-1,Lignin,770065.0148386477,3303401.3509551203,4.289769418556542,2.1009001028191596,0.04249325676977621,0.18042689182236984,Upregulated
Feature0300,DL-Nordihydroguaiaretic acid,C18 H22 O4,302.1519,NA,NA,DL-Nordihydroguaiaretic acid,18,22,0,4,0,0,0,0,1.2222222222222223,0.2222222222222222,-0.7777777777777777,82.46666666666667,8,4,0.2857142857142857,0.375,4,Lignin,375528.069147123,18669363.04346157,49.71496028475931,5.635608149509862,0.06660967852655954,0.21430332881038902,Upregulated
Feature0299,N-Acetyl-α-D-glucosamine 1-phosphate,C8 H16 N O9 P,301.05637,Metabolic pathways;Galactose metabolism;Phosphotransferase system (PTS);Other,Chitin biosynthesis;Superpathway of CMP-sialic acids biosynthesis;Superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;Other,N-Acetyl-α-D-glucosamine 1-phosphate,8,16,1,9,0,1,0,0,2,1.125,0,60.3,2,-7,3,-3,-9,Carbohydrate,2777051.057463753,2758286.7296480834,0.9932430742440843,-0.009781266265455103,0.9840942438836682,0.9898830335535721,Downregulated
Feature0298,3-O-methylgallic acid,C8 H8 O5,184.03711,Metabolic pathways;Microbial metabolism in diverse environments;Other,Other,3-O-methylgallic acid,8,8,0,5,0,0,0,0,1,0.625,0.25,53.175,5,0,0,0.4545454545454546,0,Lignin,311567.802377776,333672.310166683,1.0709460593174684,0.0988858172357423,0.8461728660705257,0.8849881351563296,Upregulated
Feature0297,Wikstromol,C20 H22 O7,374.13667,NA,NA,Wikstromol,20,22,0,7,0,0,0,0,1.1,0.35,-0.4000000000000003,71.7,10,3,0.2307692307692308,0.3939393939393939,3,Lignin,64833.63844544693,104286.72402012956,1.6085280191066202,0.6857410666553098,0.06704811749330884,0.21430332881038902,Upregulated
Feature0296,Propyl gallate,C10 H12 O5,212.06837,NA,NA,Propyl gallate,10,12,0,5,0,0,0,0,1.2,0.5,-0.20000000000000015,66,5,0,0,0.3333333333333333,0,Lignin,199532.83501104,269549.3202654263,1.3509020720850897,0.4339230963972516,0.3866360809384655,0.5205887389013985,Upregulated
Feature0295,D-Sedoheptulose 7-phosphate,C7 H15 O10 P,290.04036,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Other,Other,D-Sedoheptulose 7-phosphate,7,15,0,10,0,1,0,0,2.142857142857143,1.4285714285714286,0,60.3,1,-9,2.5,-5,-10,Carbohydrate,2187179.8490146734,863489.9930762127,0.394796062822733,-1.3408204925663072,0.02142029740550002,0.16912126459608967,Downregulated
Feature0294,Acetyl-L-methionine,C7 H13 N O3 S,191.06167,NA,NA,Acetyl-L-methionine,7,13,1,3,1,0,0,0,1.8571428571428572,0.42857142857142855,-0.2857142857142856,68.44285714285714,2,-1,-1.5,-0.42857142857142855,-3,Protein,972974.6016110013,126272.84004629166,0.1297802017002454,-2.9458577815613696,0.39158914765470104,0.5225915546166897,Downregulated
Feature0293,Dodecyl sulfate,C12 H26 O4 S,266.15528,NA,NA,Dodecyl sulfate-peak2,12,26,0,4,1,0,0,0,2.1666666666666665,0.3333333333333333,-1.333333333333333,98.29999999999998,0,-4,-0.7142857142857143,-0.3333333333333333,-5,Protein,4615100.788007277,6467376.621013137,1.4013511119451936,0.4868184718275997,0.013510629281642199,0.16912126459608967,Upregulated
Feature0292,Glycolic acid,C2 H4 O3,76.01607,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Other,Other,Glycolic acid-peak2,2,4,0,3,0,0,0,0,2,1.5,1,31.799999999999997,1,-2,2,-1,-2,Carbohydrate,2255536.037007308,3731293.08745141,1.654282186686836,0.7262053497507042,0.4342056788648824,0.5475958867974121,Upregulated
Feature0291,NA,C12 H22 N6 O7 P2 S2,488.04681,NA,NA,Feature0291,12,22,6,7,2,2,0,0,1.8333333333333333,0.5833333333333334,0.3333333333333335,50.8,6,-1,2.2,5,-11,Amino Sugar,3542369.60473187,2074801.5715382334,0.5857100763191762,-0.7717413806846642,0.3848600643628006,0.520245620601098,Downregulated
Feature0290,(2E)-3-[4-(Sulfooxy)phenyl]acrylic acid,C9 H8 O6 S,244.00407,NA,NA,(2E)-3-[4-(Sulfooxy)phenyl]acrylic acid-peak3,9,8,0,6,1,0,0,0,0.8888888888888888,0.6666666666666666,0.6666666666666665,41.3,6,0,-0.5,0.4,-1,Tannin,158118.82784685466,297121.13718190766,1.8791003021454415,0.9100420766279662,0.1494684055746268,0.3198601445549503,Upregulated
Feature0289,NA,C23 H51 N6 O15 P S3,778.23108,NA,NA,Feature0289,23,51,6,15,3,1,0,0,2.217391304347826,0.6521739130434783,-0.08695652173913082,62.77826086956522,2,-13,11.5,-2.8181818181818183,-23,Other,119895.82787336447,190809.69526341566,1.5914623440020894,0.670353021401008,0.04758203741448338,0.18284333478374512,Upregulated
Feature0288,"N'-(2-Thienylcarbonyl)-2,5-bis(2,2,2-trifluoroethoxy)benzohydrazide",C16 H12 F6 N2 O4 S,442.04207,NA,NA,"N'-(2-Thienylcarbonyl)-2,5-bis(2,2,2-trifluoroethoxy)benzohydrazide",16,12,2,4,1,0,6,0,0.75,0.25,0.25,53.175,12,8,0.5555555555555556,0.6363636363636364,5,Condensed HC,106455.5792854249,114624.90990960666,1.076739337468433,0.10666903720170828,0.8220551868957798,0.875875171257202,Upregulated
Feature0287,"(1S,2S,3R,4S,5R,6S)-2,3,4,6-Tetrahydroxy-5-methoxycyclohexyl 6-O-alpha-D-galactopyranosyl-alpha-D-galactopyranoside",C19 H34 O16,518.18462,NA,NA,"(1S,2S,3R,4S,5R,6S)-2,3,4,6-Tetrahydroxy-5-methoxycyclohexyl 6-O-alpha-D-galactopyranosyl-alpha-D-galactopyranoside",19,34,0,16,0,0,0,0,1.7894736842105263,0.8421052631578947,-0.10526315789473716,63.3,3,-13,-4.333333333333333,-0.4545454545454546,-13,Carbohydrate,114085.84174464093,201201.65084713133,1.7635987758891438,0.8185223806945163,0.03287467645794675,0.17252933836885667,Upregulated
Feature0286,(-)-Shikimic acid,C7 H10 O5,174.05278,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Degradation of aromatic compounds;Biosynthesis of amino acids;Biosynthesis of phenylpropanoids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant hormones;Other,Superpathway of branched chain amino acid biosynthesis;Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Superpathway of chorismate metabolism;Other,(-)-Shikimic acid-peak2,7,10,0,5,0,0,0,0,1.4285714285714286,0.7142857142857143,0,60.3,3,-2,-1,0.1111111111111111,-2,Tannin,927468.2663929173,956080.0181490147,1.030849305353997,0.043833447828742024,0.9358602557886171,0.9554155447155435,Upregulated
Feature0285,"2,3-Dihydroxypropyl beta-D-galactopyranoside",C9 H18 O8,254.10022,Galactose metabolism;Other,NA,"2,3-Dihydroxypropyl beta-D-galactopyranoside",9,18,0,8,0,0,0,0,2,0.8888888888888888,-0.22222222222222232,66.63333333333333,1,-7,-7,-0.6,-7,Carbohydrate,4722665.87058022,203891.96272530066,0.043173065449207994,-4.5337246565917715,0.01597776236186392,0.16912126459608967,Downregulated
Feature0284,NA,C31 H27 N2 O10 P,618.14042,NA,NA,Feature0284,31,27,2,10,0,1,0,0,0.8709677419354839,0.3225806451612903,-0.193548387096774,65.81612903225806,20,10,0.3888888888888889,0.5217391304347826,7,Lignin,30160.339919445836,49726.45538095163,1.6487365697390755,0.7213609076346675,0.05583892738535231,0.1989261788103176,Upregulated
Feature0283,NA,C2 H5 N O4 S4,234.91002,NA,NA,Feature0283,2,5,1,4,4,0,0,0,2.5,2,7,-139.2,1,-3,1.1428571428571428,1.2,-8,Other,148053.0698634783,206116.59402309134,1.392180481047466,0.4773462530212428,0.19898421198387242,0.35949979306502305,Upregulated
Feature0282,D-Glucono-delta-lactone,C6 H10 O6,178.04779,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Galactose metabolism;Carbon metabolism;Ascorbate and aldarate metabolism;Other,Superpathway of microbial D-galacturonate and D-glucuronate degradation;Other,D-Glucono-delta-lactone-peak2,6,10,0,6,0,0,0,0,1.6666666666666667,1,0.3333333333333335,50.8,2,-4,-Inf,-0.3333333333333333,-4,Carbohydrate,2932428.9543203874,748392.75300053,0.2552125779204003,-1.9702286621159995,0.2589650178830148,0.39818254000503933,Downregulated
Feature0281,NA,C12 H10 N2 O7 S,326.02086,NA,NA,Feature0281,12,10,2,7,1,0,0,0,0.8333333333333334,0.5833333333333334,1,31.799999999999997,9,2,-0.5,0.4545454545454546,-1,Lignin,2886633.087695404,796296.715684651,0.27585657459514157,-1.8580097297044678,0.3139884183958546,0.45244106620631586,Downregulated
Feature0280,NA,C17 H33 N O8 S2,443.16496,NA,NA,Feature0280,17,33,1,8,2,0,0,0,1.9411764705882353,0.4705882352941176,-0.5882352941176467,77.06470588235292,2,-6,-1.5,-0.5,-9,Protein,646260.7309730316,189104.19547889035,0.29261285177295054,-1.7729349597857915,0.0369567072305354,0.17252933836885667,Downregulated
Feature0279,NA,C16 H28 O14,444.14812,NA,NA,Feature0279,16,28,0,14,0,0,0,0,1.75,0.875,0,60.3,3,-11,-5.5,-0.4444444444444444,-11,Carbohydrate,136054.76428039547,135889.283555511,0.9987837197340372,-0.0017557894906721336,0.9956613195629721,0.9983440877807055,Downregulated
