FeatureID,Name,Formula,MW,KEGG Pathways,Metabolika Pathways,name4plot,C,H,N,O,S,P,F,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0316,Adipic acid,C6 H10 O4,146.05797,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Degradation of aromatic compounds;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Superpathway of coenzyme A biosynthesis II (plants);Superpathway of L-isoleucine biosynthesis I;Other,Adipic acid,6,10,0,4,0,0,0,0,1.6666666666666667,0.6666666666666666,-0.33333333333333304,69.79999999999998,2,-2,-1,0,-2,Amino Sugar,185970.51543169733,171373.098010992,0.92150681850389,-0.11793325406083145,0.6625914980797027,0.9006456949859296,Downregulated
Feature0315,D-(+)-Mannose,C6 H12 O6,180.06334,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Galactose metabolism;Carbon metabolism;Biosynthesis of phenylpropanoids;Biosynthesis of plant hormones;Ascorbate and aldarate metabolism;Biosynthesis of terpenoids and steroids;Fructose and mannose metabolism;Glucagon signaling pathway;Central carbon metabolism in cancer;Phosphotransferase system (PTS);Other,Superpathway of anaerobic sucrose degradation;Chitin biosynthesis;Superpathway of scopolin and esculin biosynthesis;Homolactic fermentation;Superpathway of CMP-sialic acids biosynthesis;Superpathway of betalain biosynthesis;Other,D-(+)-Mannose,6,12,0,6,0,0,0,0,2,1,0,60.3,1,-5,-Inf,-0.6666666666666666,-5,Carbohydrate,201399.409967367,259328.093531774,1.287630850426986,0.3647190479618072,0.5398800730137976,0.9006456949859296,Upregulated
Feature0314,N-(2-Hydroxyethyl)glutamine,C7 H14 N2 O4,190.09535,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Other,Other,N-(2-Hydroxyethyl)glutamine,7,14,2,4,0,0,0,0,2,0.5714285714285714,0,60.3,2,-2,-4,-0.6666666666666666,-4,Amino Sugar,1988540.0024647533,1780839.3499939034,0.8955511821671129,-0.1591522080154985,0.6339497537979215,0.9006456949859296,Downregulated
Feature0313,Glycyl-L-leucine,C8 H16 N2 O3,188.11609,Metabolic pathways;Other,Superpathway of L-lysine degradation,Glycyl-L-leucine,8,16,2,3,0,0,0,0,2,0.375,-0.5,74.55,2,-1,-1,-0.3333333333333333,-3,Protein,1602575.5730328134,3818898.8348470964,2.3829758166224733,1.2527643105647497,0.16683671008055295,0.8033925546539246,Upregulated
Feature0312,NA,C12 H9 N5 O7 S,367.02222,NA,NA,Feature0312,12,9,5,7,1,0,0,0,0.75,0.5833333333333334,1.8333333333333337,8.04999999999999,11,4,2,0.6,-2,Condensed HC,5385616.623597844,6339902.723671316,1.1771916136570384,0.2353491696314328,0.23522127769431325,0.8033925546539246,Upregulated
Feature0311,NA,C28 H43 O4 P,474.28996,NA,NA,Feature0311,28,43,0,4,0,1,0,0,1.5357142857142858,0.14285714285714285,-1.4285714285714288,101.01428571428572,8,4,0.13043478260869565,0.2,3,Lipid,7560752.89015067,6611861.977908406,0.8744978276596798,-0.19347329453517398,0.727203011762688,0.9006456949859296,Downregulated
Feature0310,NA,C8 H11 O4 P S,234.01153,NA,NA,Feature0310,8,11,0,4,1,1,0,0,1.375,0.5,-0.75,81.675,4,0,-1,0,-2,Lignin,352682.4630387557,425060.1686983547,1.2052205971229295,0.2692972337977427,0.5174726401772844,0.9006456949859296,Upregulated
Feature0309,(E)-Ferulic acid,C10 H10 O4,194.05792,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of phenylpropanoids;Other,Superpathway of scopolin and esculin biosynthesis;Other,(E)-Ferulic acid,10,10,0,4,0,0,0,0,1,0.4,-0.20000000000000015,66,6,2,0.3333333333333333,0.5,2,Lignin,1857463.9405484777,2769149.24328901,1.4908226118625632,0.5761086062390923,0.6585295204143655,0.9006456949859296,Upregulated
Feature0308,3-Hydroxybutyric acid,C4 H8 O3,104.04735,Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism;Other,NA,3-Hydroxybutyric acid-peak3,4,8,0,3,0,0,0,0,2,0.75,-0.5,74.55,1,-2,-2,-0.2,-2,Carbohydrate,2632593.144169407,342981.6643588643,0.13028282213622353,-2.9402812185991167,0.4109656951373664,0.8803647474626204,Downregulated
Feature0307,"2,4-Dihydroxybenzoic acid",C7 H6 O4,154.02667,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of phenylpropanoids;Other,Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Superpathway of chorismate metabolism;Other,"2,4-Dihydroxybenzoic acid",7,6,0,4,0,0,0,0,0.8571428571428571,0.5714285714285714,0.2857142857142856,52.15714285714286,5,1,0.3333333333333333,0.6,1,Lignin,6280809.63329692,7035345.701730033,1.1201335675631745,0.16367077315047238,0.23555157989312722,0.8033925546539246,Upregulated
Feature0306,NA,C12 H17 N O4,239.11571,NA,NA,Feature0306,12,17,1,4,0,0,0,0,1.4166666666666667,0.3333333333333333,-0.5,74.55,5,1,0,0.2222222222222222,0,Lignin,6698600.760286267,7435719.188594596,1.1100406569500985,0.15061251847276513,0.3784086573267665,0.8664927124531452,Upregulated
Feature0305,6-Deoxy-3-O-methyl-beta-D-galactopyranose,C7 H14 O5,178.08407,NA,NA,6-Deoxy-3-O-methyl-beta-D-galactopyranose-peak2,7,14,0,5,0,0,0,0,2,0.7142857142857143,-0.5714285714285712,76.58571428571427,1,-4,-2,-0.3333333333333333,-4,Carbohydrate,129500.48184312003,145992.09495018466,1.12734788992556,0.17293278757892852,0.6254067075748203,0.9006456949859296,Upregulated
Feature0304,NA,C6 H7 N3 O5 P2,262.98597,NA,NA,Feature0304,6,7,3,5,0,2,0,0,1.1666666666666667,0.8333333333333334,0.3333333333333335,50.8,6,1,1,1,-4,Tannin,175984.162795565,214870.60425029034,1.2209655734754863,0.2880225224576724,0.401212359516651,0.8803647474626204,Upregulated
Feature0303,diphthinate,C13 H22 N4 O4,298.16421,NA,NA,diphthinate,13,22,4,4,0,0,0,0,1.6923076923076923,0.3076923076923077,-0.1538461538461542,64.6846153846154,5,1,-0.6,-0.14285714285714285,-3,Protein,76987.11451832496,3511305.199084056,45.608998610387886,5.511246589667832,0.268487670946886,0.8033925546539246,Upregulated
Feature0302,NA,C3 H9 N4 O2 P,164.04635,NA,NA,Feature0302,3,9,4,2,0,1,0,0,3,0.6666666666666666,0.6666666666666665,41.3,2,0,1.25,1.3333333333333333,-5,Other,838010.8616265063,2058389.8396922434,2.4562806211092387,1.296475392774635,0.21671368351576253,0.8033925546539246,Upregulated
Feature0301,"6-(1-Hydroxyethyl)-3-(hydroxymethyl)-2,7-dioxabicyclo[4.1.0]hept-3-en-5-one",C8 H10 O5,186.05281,NA,NA,"6-(1-Hydroxyethyl)-3-(hydroxymethyl)-2,7-dioxabicyclo[4.1.0]hept-3-en-5-one-peak2",8,10,0,5,0,0,0,0,1.25,0.625,0,60.3,4,-1,-0.3333333333333333,0.2727272727272727,-1,Lignin,770065.0148386477,594741.5736675389,0.7723264428421743,-0.3727173278025421,0.5498700194937691,0.9006456949859296,Downregulated
Feature0300,DL-Nordihydroguaiaretic acid,C18 H22 O4,302.1519,NA,NA,DL-Nordihydroguaiaretic acid,18,22,0,4,0,0,0,0,1.2222222222222223,0.2222222222222222,-0.7777777777777777,82.46666666666667,8,4,0.2857142857142857,0.375,4,Lignin,375528.069147123,399829.12019859767,1.0647116768306182,0.09046280254245613,0.9009919368978905,0.9452124000585231,Upregulated
Feature0299,N-Acetyl-α-D-glucosamine 1-phosphate,C8 H16 N O9 P,301.05637,Metabolic pathways;Galactose metabolism;Phosphotransferase system (PTS);Other,Chitin biosynthesis;Superpathway of CMP-sialic acids biosynthesis;Superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;Other,N-Acetyl-α-D-glucosamine 1-phosphate,8,16,1,9,0,1,0,0,2,1.125,0,60.3,2,-7,3,-3,-9,Carbohydrate,2777051.057463753,3544826.2076186365,1.2764713843093987,0.35216119604690105,0.6473614526861601,0.9006456949859296,Upregulated
Feature0298,3-O-methylgallic acid,C8 H8 O5,184.03711,Metabolic pathways;Microbial metabolism in diverse environments;Other,Other,3-O-methylgallic acid,8,8,0,5,0,0,0,0,1,0.625,0.25,53.175,5,0,0,0.4545454545454546,0,Lignin,311567.802377776,337089.55562909297,1.0819139624073602,0.11358577555699396,0.8484269252073061,0.9182342038636034,Upregulated
Feature0297,Wikstromol,C20 H22 O7,374.13667,NA,NA,Wikstromol,20,22,0,7,0,0,0,0,1.1,0.35,-0.4000000000000003,71.7,10,3,0.2307692307692308,0.3939393939393939,3,Lignin,64833.63844544693,76011.98108002037,1.1724157845001903,0.22948429660209566,0.5382576743722008,0.9006456949859296,Upregulated
Feature0296,Propyl gallate,C10 H12 O5,212.06837,NA,NA,Propyl gallate,10,12,0,5,0,0,0,0,1.2,0.5,-0.20000000000000015,66,5,0,0,0.3333333333333333,0,Lignin,199532.83501104,225325.07467376933,1.129263134367345,0.1753816937412796,0.7354197409997973,0.9006456949859296,Upregulated
Feature0295,D-Sedoheptulose 7-phosphate,C7 H15 O10 P,290.04036,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Other,Other,D-Sedoheptulose 7-phosphate,7,15,0,10,0,1,0,0,2.142857142857143,1.4285714285714286,0,60.3,1,-9,2.5,-5,-10,Carbohydrate,2187179.8490146734,2552906.6790263937,1.167213880548726,0.22306894505087807,0.3111766029507303,0.8247223872174839,Upregulated
Feature0294,Acetyl-L-methionine,C7 H13 N O3 S,191.06167,NA,NA,Acetyl-L-methionine,7,13,1,3,1,0,0,0,1.8571428571428572,0.42857142857142855,-0.2857142857142856,68.44285714285714,2,-1,-1.5,-0.42857142857142855,-3,Protein,972974.6016110013,269034.489741313,0.27650720717258137,-1.8546110100272648,0.4625997355768324,0.8803647474626204,Downregulated
Feature0293,Dodecyl sulfate,C12 H26 O4 S,266.15528,NA,NA,Dodecyl sulfate-peak2,12,26,0,4,1,0,0,0,2.1666666666666665,0.3333333333333333,-1.333333333333333,98.29999999999998,0,-4,-0.7142857142857143,-0.3333333333333333,-5,Protein,4615100.788007277,4213366.985558723,0.9129523230581459,-0.13138857430938192,0.8088719341264927,0.9099809258923043,Downregulated
Feature0292,Glycolic acid,C2 H4 O3,76.01607,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Other,Other,Glycolic acid-peak2,2,4,0,3,0,0,0,0,2,1.5,1,31.799999999999997,1,-2,2,-1,-2,Carbohydrate,2255536.037007308,1912885.8186030255,0.8480847954622273,-0.23771957552709477,0.7934449877874857,0.9015222120376083,Downregulated
Feature0291,NA,C12 H22 N6 O7 P2 S2,488.04681,NA,NA,Feature0291,12,22,6,7,2,2,0,0,1.8333333333333333,0.5833333333333334,0.3333333333333335,50.8,6,-1,2.2,5,-11,Amino Sugar,3542369.60473187,1255409.3998366261,0.35439819666464506,-1.496556832048587,0.22461477504269725,0.8033925546539246,Downregulated
Feature0290,(2E)-3-[4-(Sulfooxy)phenyl]acrylic acid,C9 H8 O6 S,244.00407,NA,NA,(2E)-3-[4-(Sulfooxy)phenyl]acrylic acid-peak3,9,8,0,6,1,0,0,0,0.8888888888888888,0.6666666666666666,0.6666666666666665,41.3,6,0,-0.5,0.4,-1,Tannin,158118.82784685466,162489.5791663724,1.0276421940323957,0.03933803228361578,0.9370525251348782,0.9495988263090452,Upregulated
Feature0289,NA,C23 H51 N6 O15 P S3,778.23108,NA,NA,Feature0289,23,51,6,15,3,1,0,0,2.217391304347826,0.6521739130434783,-0.08695652173913082,62.77826086956522,2,-13,11.5,-2.8181818181818183,-23,Other,119895.82787336447,140350.91553840533,1.170607168138042,0.22725701805849083,0.4079764412204046,0.8803647474626204,Upregulated
Feature0288,"N'-(2-Thienylcarbonyl)-2,5-bis(2,2,2-trifluoroethoxy)benzohydrazide",C16 H12 F6 N2 O4 S,442.04207,NA,NA,"N'-(2-Thienylcarbonyl)-2,5-bis(2,2,2-trifluoroethoxy)benzohydrazide",16,12,2,4,1,0,6,0,0.75,0.25,0.25,53.175,12,8,0.5555555555555556,0.6363636363636364,5,Condensed HC,106455.5792854249,483780.488863079,4.544435266901174,2.184101023074524,0.19498500495858206,0.8033925546539246,Upregulated
Feature0287,"(1S,2S,3R,4S,5R,6S)-2,3,4,6-Tetrahydroxy-5-methoxycyclohexyl 6-O-alpha-D-galactopyranosyl-alpha-D-galactopyranoside",C19 H34 O16,518.18462,NA,NA,"(1S,2S,3R,4S,5R,6S)-2,3,4,6-Tetrahydroxy-5-methoxycyclohexyl 6-O-alpha-D-galactopyranosyl-alpha-D-galactopyranoside",19,34,0,16,0,0,0,0,1.7894736842105263,0.8421052631578947,-0.10526315789473716,63.3,3,-13,-4.333333333333333,-0.4545454545454546,-13,Carbohydrate,114085.84174464093,122237.3033756562,1.0714502475185375,0.09956486044400835,0.782801414047181,0.9006456949859296,Upregulated
Feature0286,(-)-Shikimic acid,C7 H10 O5,174.05278,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Degradation of aromatic compounds;Biosynthesis of amino acids;Biosynthesis of phenylpropanoids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant hormones;Other,Superpathway of branched chain amino acid biosynthesis;Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Superpathway of chorismate metabolism;Other,(-)-Shikimic acid-peak2,7,10,0,5,0,0,0,0,1.4285714285714286,0.7142857142857143,0,60.3,3,-2,-1,0.1111111111111111,-2,Tannin,927468.2663929173,1326672.5651433966,1.4304236740121075,0.5164425189389791,0.20064790227452525,0.8033925546539246,Upregulated
Feature0285,"2,3-Dihydroxypropyl beta-D-galactopyranoside",C9 H18 O8,254.10022,Galactose metabolism;Other,NA,"2,3-Dihydroxypropyl beta-D-galactopyranoside",9,18,0,8,0,0,0,0,2,0.8888888888888888,-0.22222222222222232,66.63333333333333,1,-7,-7,-0.6,-7,Carbohydrate,4722665.87058022,5111539.3666796265,1.0823419455782144,0.11415636353963099,0.6472063382845326,0.9006456949859296,Upregulated
Feature0284,NA,C31 H27 N2 O10 P,618.14042,NA,NA,Feature0284,31,27,2,10,0,1,0,0,0.8709677419354839,0.3225806451612903,-0.193548387096774,65.81612903225806,20,10,0.3888888888888889,0.5217391304347826,7,Lignin,30160.339919445836,33151.13269837747,1.0991630991865355,0.1364054763044924,0.7076552010387711,0.9006456949859296,Upregulated
Feature0283,NA,C2 H5 N O4 S4,234.91002,NA,NA,Feature0283,2,5,1,4,4,0,0,0,2.5,2,7,-139.2,1,-3,1.1428571428571428,1.2,-8,Other,148053.0698634783,180497.78108137468,1.219142441611066,0.28586669675417686,0.4501028122875846,0.8803647474626204,Upregulated
Feature0282,D-Glucono-delta-lactone,C6 H10 O6,178.04779,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Galactose metabolism;Carbon metabolism;Ascorbate and aldarate metabolism;Other,Superpathway of microbial D-galacturonate and D-glucuronate degradation;Other,D-Glucono-delta-lactone-peak2,6,10,0,6,0,0,0,0,1.6666666666666667,1,0.3333333333333335,50.8,2,-4,-Inf,-0.3333333333333333,-4,Carbohydrate,2932428.9543203874,2182386.74976064,0.7442249356272723,-0.42618936539770447,0.6689515158784347,0.9006456949859296,Downregulated
Feature0281,NA,C12 H10 N2 O7 S,326.02086,NA,NA,Feature0281,12,10,2,7,1,0,0,0,0.8333333333333334,0.5833333333333334,1,31.799999999999997,9,2,-0.5,0.4545454545454546,-1,Lignin,2886633.087695404,1744082.4111530753,0.604192621011455,-0.7269195303103994,0.6254189192018647,0.9006456949859296,Downregulated
Feature0280,NA,C17 H33 N O8 S2,443.16496,NA,NA,Feature0280,17,33,1,8,2,0,0,0,1.9411764705882353,0.4705882352941176,-0.5882352941176467,77.06470588235292,2,-6,-1.5,-0.5,-9,Protein,646260.7309730316,405978.33741304866,0.6281958936322716,-0.6707135824223502,0.13111040673368976,0.8033925546539246,Downregulated
Feature0279,NA,C16 H28 O14,444.14812,NA,NA,Feature0279,16,28,0,14,0,0,0,0,1.75,0.875,0,60.3,3,-11,-5.5,-0.4444444444444444,-11,Carbohydrate,136054.76428039547,99360.1742659765,0.7302954423647008,-0.4534478678726882,0.28064666886391443,0.8033925546539246,Downregulated
