FeatureID,Name,Formula,MW,KEGG Pathways,Metabolika Pathways,name4plot,C,H,N,O,S,P,F,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class,control_means,treatment_means,ratio,log2FC,pval,pval.adj,Comment
Feature0332,NA,C8 H11 N O5,201.06375,NA,NA,Feature0332,8,11,1,5,0,0,0,0,1.375,0.625,0.25,53.175,4,-1,-1,0.1111111111111111,-2,Lignin,3319624.009788627,1363971.67834316,0.4108813752163485,-1.2832061586188168,0.2898296372438265,0.999161322630535,Downregulated
Feature0331,NA,C9 H13 N O4 S,231.05648,NA,NA,Feature0331,9,13,1,4,1,0,0,0,1.4444444444444444,0.4444444444444444,0,60.3,4,0,-0.6666666666666666,0,-2,Lignin,790819.409824469,679412.1165083114,0.8591242299668824,-0.21906133372335945,0.8359970494482829,0.999161322630535,Downregulated
Feature0330,"8-Azabicyclo[3.2.1]octane-1,2,3,4-tetrol",C7 H13 N O4,175.08438,NA,NA,"8-Azabicyclo[3.2.1]octane-1,2,3,4-tetrol",7,13,1,4,0,0,0,0,1.8571428571428572,0.5714285714285714,-0.2857142857142856,68.44285714285714,2,-2,-1.5,-0.25,-3,Amino Sugar,387654.463108267,393560.7456483786,1.0152359461896923,0.021815056316391773,0.9813965159791238,0.999161322630535,Upregulated
Feature0329,NA,C21 H36 N2 O6 S4,540.14577,NA,NA,Feature0329,21,36,2,6,4,0,0,0,1.7142857142857142,0.2857142857142857,-0.4761904761904763,73.87142857142857,5,-1,-0.7777777777777778,-0.3333333333333333,-7,Lipid,119326.64182731233,141255.28248613334,1.1837698633181666,0.24338863390501192,0.5461043703441646,0.999161322630535,Upregulated
Feature0328,3-methoxyanthranilic acid,C8 H9 N O3,167.05821,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Other,Other,3-methoxyanthranilic acid,8,9,1,3,0,0,0,0,1.125,0.375,0,60.3,5,2,0.25,0.4545454545454546,1,Lignin,1300068.1402222952,973197.4687252874,0.748574200548352,-0.41778276797241753,0.3611067060147204,0.999161322630535,Downregulated
Feature0327,cis-trihomoaconitic acid,C9 H12 O6,216.0633,Metabolic pathways;Microbial metabolism in diverse environments;2-Oxocarboxylic acid metabolism;Other,NA,cis-trihomoaconitic acid-peak2,9,12,0,6,0,0,0,0,1.3333333333333333,0.6666666666666666,0,60.3,4,-2,-0.6666666666666666,0.16666666666666666,-2,Tannin,417511.89928004233,498281.24575398763,1.1934539988278754,0.255142959430246,0.6181579708347418,0.999161322630535,Upregulated
Feature0326,asp-leu,C10 H18 N2 O5,246.12159,Metabolic pathways;Other,NA,asp-leu-peak2,10,18,2,5,0,0,0,0,1.8,0.5,-0.20000000000000015,66,3,-2,-1.3333333333333333,-0.2727272727272727,-4,Protein,466002.8799981958,134562.98280790908,0.2887599810722845,-1.7920572803253483,0.4640012513557288,0.999161322630535,Downregulated
Feature0325,"6-(1-Hydroxyethyl)-3-(hydroxymethyl)-2,7-dioxabicyclo[4.1.0]hept-3-en-5-one",C8 H10 O5,186.05284,NA,NA,"6-(1-Hydroxyethyl)-3-(hydroxymethyl)-2,7-dioxabicyclo[4.1.0]hept-3-en-5-one-peak3",8,10,0,5,0,0,0,0,1.25,0.625,0,60.3,4,-1,-0.3333333333333333,0.2727272727272727,-1,Lignin,2484753.1143332995,4263290.264826307,1.7157802279162124,0.7788647717181664,0.2769848743951838,0.999161322630535,Upregulated
Feature0324,NA,C13 H11 N7 O4 S,361.05925,NA,NA,Feature0324,13,11,7,4,1,0,0,0,0.8461538461538461,0.3076923076923077,1.5384615384615383,16.453846153846158,12,8,0,0.6666666666666666,0,Lignin,115480.54733430364,71544.43260612301,0.6195366601355781,-0.6907384407201275,0.2555666785947425,0.999161322630535,Downregulated
Feature0323,4-Undecylbenzenesulfonic acid,C17 H28 O3 S,312.17604,NA,NA,4-Undecylbenzenesulfonic acid-peak2,17,28,0,3,1,0,0,0,1.6470588235294117,0.17647058823529413,-1.1764705882352944,93.8294117647059,4,1,0,0.10344827586206896,0,Lipid,3768488.64467401,3727412.972509343,0.9891002266325735,-0.015811376593097115,0.9562456102117878,0.999161322630535,Downregulated
Feature0322,Genipin,C11 H14 O5,226.0841,NA,NA,Genipin,11,14,0,5,0,0,0,0,1.2727272727272727,0.4545454545454546,-0.3636363636363633,70.66363636363636,5,0,0,0.29411764705882354,0,Lignin,94105.8015672571,185214.9568274694,1.9681566252331093,0.9768450344250386,0.4308139190163823,0.999161322630535,Upregulated
Feature0321,Ro 20-1724,C15 H22 N2 O3,278.16312,NA,NA,Ro 20-1724,15,22,2,3,0,0,0,0,1.4666666666666666,0.2,-0.666666666666667,79.30000000000001,6,3,0.1,0.21739130434782608,1,Lignin,232800.15686752534,609761.033185831,2.6192466594118957,1.389151927406748,0.31226624425751603,0.999161322630535,Upregulated
Feature0320,Phenyl D-glucopyranosiduronic acid,C12 H14 O7,270.074,NA,NA,Phenyl D-glucopyranosiduronic acid,12,14,0,7,0,0,0,0,1.1666666666666667,0.5833333333333334,0,60.3,6,-1,-0.2,0.29411764705882354,-1,Lignin,2356008.7261747867,2637378.57980697,1.1194264904481126,0.162759793623336,0.048346967842908824,0.999161322630535,Upregulated
Feature0319,NA,C6 H12 O8 S,244.02539,NA,NA,Feature0319,6,12,0,8,1,0,0,0,2,1.3333333333333333,1,31.799999999999997,1,-7,2.6666666666666665,-4,-8,Carbohydrate,1550487.113267174,1871121.1164370978,1.2067956582330353,0.271181411129125,0.7586989990910623,0.999161322630535,Upregulated
Feature0318,NA,C7 H16 O6,196.09468,NA,NA,Feature0318,7,16,0,6,0,0,0,0,2.2857142857142856,0.8571428571428571,-0.5714285714285712,76.58571428571427,0,-6,-6,-0.75,-6,Carbohydrate,93176.9942320604,243993.13506832233,2.6185984757208343,1.388794860186421,0.3460054404691801,0.999161322630535,Upregulated
Feature0317,"2,2-Bis(hydroxymethyl)propionic acid",C5 H10 O4,134.05797,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,Superpathway of branched chain amino acid biosynthesis,"2,2-Bis(hydroxymethyl)propionic acid",5,10,0,4,0,0,0,0,2,0.8,-0.4000000000000003,71.7,1,-3,-3,-0.3333333333333333,-3,Carbohydrate,6153790.278143817,5874663.038509073,0.9546414117123703,-0.06696917398413554,0.6725606531212619,0.999161322630535,Downregulated
Feature0316,Adipic acid,C6 H10 O4,146.05797,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Degradation of aromatic compounds;Biosynthesis of amino acids;2-Oxocarboxylic acid metabolism;Other,Superpathway of branched chain amino acid biosynthesis;Superpathway of L-threonine metabolism;Superpathway of coenzyme A biosynthesis II (plants);Superpathway of L-isoleucine biosynthesis I;Other,Adipic acid,6,10,0,4,0,0,0,0,1.6666666666666667,0.6666666666666666,-0.33333333333333304,69.79999999999998,2,-2,-1,0,-2,Amino Sugar,185970.51543169733,192324.43853354402,1.0341662929045348,0.04846818822444681,0.8828519901102099,0.999161322630535,Upregulated
Feature0315,D-(+)-Mannose,C6 H12 O6,180.06334,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Galactose metabolism;Carbon metabolism;Biosynthesis of phenylpropanoids;Biosynthesis of plant hormones;Ascorbate and aldarate metabolism;Biosynthesis of terpenoids and steroids;Fructose and mannose metabolism;Glucagon signaling pathway;Central carbon metabolism in cancer;Phosphotransferase system (PTS);Other,Superpathway of anaerobic sucrose degradation;Chitin biosynthesis;Superpathway of scopolin and esculin biosynthesis;Homolactic fermentation;Superpathway of CMP-sialic acids biosynthesis;Superpathway of betalain biosynthesis;Other,D-(+)-Mannose,6,12,0,6,0,0,0,0,2,1,0,60.3,1,-5,-Inf,-0.6666666666666666,-5,Carbohydrate,201399.409967367,270293.96085646236,1.3420792091707638,0.42446982154223695,0.2855599479222425,0.999161322630535,Upregulated
Feature0314,N-(2-Hydroxyethyl)glutamine,C7 H14 N2 O4,190.09535,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Other,Other,N-(2-Hydroxyethyl)glutamine,7,14,2,4,0,0,0,0,2,0.5714285714285714,0,60.3,2,-2,-4,-0.6666666666666666,-4,Amino Sugar,1988540.0024647533,2526503.821169167,1.2705320577094847,0.34543277752823254,0.2961933989373293,0.999161322630535,Upregulated
Feature0313,Glycyl-L-leucine,C8 H16 N2 O3,188.11609,Metabolic pathways;Other,Superpathway of L-lysine degradation,Glycyl-L-leucine,8,16,2,3,0,0,0,0,2,0.375,-0.5,74.55,2,-1,-1,-0.3333333333333333,-3,Protein,1602575.5730328134,2050924.2540804707,1.2797675745170471,0.3558818183976641,0.7183936309089598,0.999161322630535,Upregulated
Feature0312,NA,C12 H9 N5 O7 S,367.02222,NA,NA,Feature0312,12,9,5,7,1,0,0,0,0.75,0.5833333333333334,1.8333333333333337,8.04999999999999,11,4,2,0.6,-2,Condensed HC,5385616.623597844,5800566.353840373,1.0770477661600286,0.10708223360921279,0.709205358229552,0.999161322630535,Upregulated
Feature0311,NA,C28 H43 O4 P,474.28996,NA,NA,Feature0311,28,43,0,4,0,1,0,0,1.5357142857142858,0.14285714285714285,-1.4285714285714288,101.01428571428572,8,4,0.13043478260869565,0.2,3,Lipid,7560752.89015067,7485373.203750891,0.9900301348959605,-0.014455655752395685,0.9431568377389279,0.999161322630535,Downregulated
Feature0310,NA,C8 H11 O4 P S,234.01153,NA,NA,Feature0310,8,11,0,4,1,1,0,0,1.375,0.5,-0.75,81.675,4,0,-1,0,-2,Lignin,352682.4630387557,220108.79778687167,0.6240990716986239,-0.6801530290962013,0.47270489407206806,0.999161322630535,Downregulated
Feature0309,(E)-Ferulic acid,C10 H10 O4,194.05792,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of phenylpropanoids;Other,Superpathway of scopolin and esculin biosynthesis;Other,(E)-Ferulic acid,10,10,0,4,0,0,0,0,1,0.4,-0.20000000000000015,66,6,2,0.3333333333333333,0.5,2,Lignin,1857463.9405484777,1676914.2124939377,0.9027977210684226,-0.14752531814697414,0.9254930266736503,0.999161322630535,Downregulated
Feature0308,3-Hydroxybutyric acid,C4 H8 O3,104.04735,Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism;Other,NA,3-Hydroxybutyric acid-peak3,4,8,0,3,0,0,0,0,2,0.75,-0.5,74.55,1,-2,-2,-0.2,-2,Carbohydrate,2632593.144169407,405084.9765775083,0.15387298925193932,-2.7001880905916633,0.42154531015300195,0.999161322630535,Downregulated
Feature0307,"2,4-Dihydroxybenzoic acid",C7 H6 O4,154.02667,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Biosynthesis of phenylpropanoids;Other,Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Superpathway of chorismate metabolism;Other,"2,4-Dihydroxybenzoic acid",7,6,0,4,0,0,0,0,0.8571428571428571,0.5714285714285714,0.2857142857142856,52.15714285714286,5,1,0.3333333333333333,0.6,1,Lignin,6280809.63329692,8594571.01425353,1.3683858476923894,0.45247508845727763,0.01679091746361292,0.999161322630535,Upregulated
Feature0306,NA,C12 H17 N O4,239.11571,NA,NA,Feature0306,12,17,1,4,0,0,0,0,1.4166666666666667,0.3333333333333333,-0.5,74.55,5,1,0,0.2222222222222222,0,Lignin,6698600.760286267,7180749.057732154,1.0719774643541051,0.1002745770584505,0.6195649267631473,0.999161322630535,Upregulated
Feature0305,6-Deoxy-3-O-methyl-beta-D-galactopyranose,C7 H14 O5,178.08407,NA,NA,6-Deoxy-3-O-methyl-beta-D-galactopyranose-peak2,7,14,0,5,0,0,0,0,2,0.7142857142857143,-0.5714285714285712,76.58571428571427,1,-4,-2,-0.3333333333333333,-4,Carbohydrate,129500.48184312003,132588.911606204,1.0238487897429245,0.034002662216507204,0.9330354079639563,0.999161322630535,Upregulated
Feature0304,NA,C6 H7 N3 O5 P2,262.98597,NA,NA,Feature0304,6,7,3,5,0,2,0,0,1.1666666666666667,0.8333333333333334,0.3333333333333335,50.8,6,1,1,1,-4,Tannin,175984.162795565,196193.88546376833,1.114838303328921,0.15683447615264481,0.660774456134877,0.999161322630535,Upregulated
Feature0303,diphthinate,C13 H22 N4 O4,298.16421,NA,NA,diphthinate,13,22,4,4,0,0,0,0,1.6923076923076923,0.3076923076923077,-0.1538461538461542,64.6846153846154,5,1,-0.6,-0.14285714285714285,-3,Protein,76987.11451832496,75611.53736493427,0.9821323716053383,-0.026010611092380433,0.9407660106804072,0.999161322630535,Downregulated
Feature0302,NA,C3 H9 N4 O2 P,164.04635,NA,NA,Feature0302,3,9,4,2,0,1,0,0,3,0.6666666666666666,0.6666666666666665,41.3,2,0,1.25,1.3333333333333333,-5,Other,838010.8616265063,1284571.4468187543,1.5328816196075463,0.6162462857770765,0.7591796436117075,0.999161322630535,Upregulated
Feature0301,"6-(1-Hydroxyethyl)-3-(hydroxymethyl)-2,7-dioxabicyclo[4.1.0]hept-3-en-5-one",C8 H10 O5,186.05281,NA,NA,"6-(1-Hydroxyethyl)-3-(hydroxymethyl)-2,7-dioxabicyclo[4.1.0]hept-3-en-5-one-peak2",8,10,0,5,0,0,0,0,1.25,0.625,0,60.3,4,-1,-0.3333333333333333,0.2727272727272727,-1,Lignin,770065.0148386477,921253.6039817993,1.1963322397847542,0.25861810368847665,0.6434492698979701,0.999161322630535,Upregulated
Feature0300,DL-Nordihydroguaiaretic acid,C18 H22 O4,302.1519,NA,NA,DL-Nordihydroguaiaretic acid,18,22,0,4,0,0,0,0,1.2222222222222223,0.2222222222222222,-0.7777777777777777,82.46666666666667,8,4,0.2857142857142857,0.375,4,Lignin,375528.069147123,604492.4418772293,1.6097130721815722,0.68680355403472,0.5218421067334167,0.999161322630535,Upregulated
Feature0299,N-Acetyl-α-D-glucosamine 1-phosphate,C8 H16 N O9 P,301.05637,Metabolic pathways;Galactose metabolism;Phosphotransferase system (PTS);Other,Chitin biosynthesis;Superpathway of CMP-sialic acids biosynthesis;Superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;Other,N-Acetyl-α-D-glucosamine 1-phosphate,8,16,1,9,0,1,0,0,2,1.125,0,60.3,2,-7,3,-3,-9,Carbohydrate,2777051.057463753,2258217.8948857835,0.8131711834452862,-0.2983690039511481,0.8021205535181539,0.999161322630535,Downregulated
Feature0298,3-O-methylgallic acid,C8 H8 O5,184.03711,Metabolic pathways;Microbial metabolism in diverse environments;Other,Other,3-O-methylgallic acid,8,8,0,5,0,0,0,0,1,0.625,0.25,53.175,5,0,0,0.4545454545454546,0,Lignin,311567.802377776,1041258.2471541566,3.3419956722345487,1.7407098651615793,0.44544898002027145,0.999161322630535,Upregulated
Feature0297,Wikstromol,C20 H22 O7,374.13667,NA,NA,Wikstromol,20,22,0,7,0,0,0,0,1.1,0.35,-0.4000000000000003,71.7,10,3,0.2307692307692308,0.3939393939393939,3,Lignin,64833.63844544693,68477.69910390556,1.0562063266204758,0.07889168821546534,0.8458529240218835,0.999161322630535,Upregulated
Feature0296,Propyl gallate,C10 H12 O5,212.06837,NA,NA,Propyl gallate,10,12,0,5,0,0,0,0,1.2,0.5,-0.20000000000000015,66,5,0,0,0.3333333333333333,0,Lignin,199532.83501104,147312.99107840698,0.7382894703533694,-0.43774151225704233,0.4961995173983295,0.999161322630535,Downregulated
Feature0295,D-Sedoheptulose 7-phosphate,C7 H15 O10 P,290.04036,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Other,Other,D-Sedoheptulose 7-phosphate,7,15,0,10,0,1,0,0,2.142857142857143,1.4285714285714286,0,60.3,1,-9,2.5,-5,-10,Carbohydrate,2187179.8490146734,1947996.6124110422,0.8906430869361824,-0.16708068768151318,0.7643085525138769,0.999161322630535,Downregulated
Feature0294,Acetyl-L-methionine,C7 H13 N O3 S,191.06167,NA,NA,Acetyl-L-methionine,7,13,1,3,1,0,0,0,1.8571428571428572,0.42857142857142855,-0.2857142857142856,68.44285714285714,2,-1,-1.5,-0.42857142857142855,-3,Protein,972974.6016110013,1040008.1823438404,1.068895509319409,0.09612082821769397,0.9488991894877526,0.999161322630535,Upregulated
Feature0293,Dodecyl sulfate,C12 H26 O4 S,266.15528,NA,NA,Dodecyl sulfate-peak2,12,26,0,4,1,0,0,0,2.1666666666666665,0.3333333333333333,-1.333333333333333,98.29999999999998,0,-4,-0.7142857142857143,-0.3333333333333333,-5,Protein,4615100.788007277,4272388.925441743,0.9257411964964883,-0.11131916999491161,0.5506741752297627,0.999161322630535,Downregulated
Feature0292,Glycolic acid,C2 H4 O3,76.01607,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Other,Other,Glycolic acid-peak2,2,4,0,3,0,0,0,0,2,1.5,1,31.799999999999997,1,-2,2,-1,-2,Carbohydrate,2255536.037007308,2257013.08133563,1.0006548529059556,9.444438377776146e-4,0.999161322630535,0.999161322630535,Upregulated
Feature0291,NA,C12 H22 N6 O7 P2 S2,488.04681,NA,NA,Feature0291,12,22,6,7,2,2,0,0,1.8333333333333333,0.5833333333333334,0.3333333333333335,50.8,6,-1,2.2,5,-11,Amino Sugar,3542369.60473187,645769.6049417526,0.1822987652330628,-2.455623305304994,0.14725978572551263,0.999161322630535,Downregulated
Feature0290,(2E)-3-[4-(Sulfooxy)phenyl]acrylic acid,C9 H8 O6 S,244.00407,NA,NA,(2E)-3-[4-(Sulfooxy)phenyl]acrylic acid-peak3,9,8,0,6,1,0,0,0,0.8888888888888888,0.6666666666666666,0.6666666666666665,41.3,6,0,-0.5,0.4,-1,Tannin,158118.82784685466,133691.75023784637,0.8455144277146612,-0.2420987221387956,0.6575904099315646,0.999161322630535,Downregulated
Feature0289,NA,C23 H51 N6 O15 P S3,778.23108,NA,NA,Feature0289,23,51,6,15,3,1,0,0,2.217391304347826,0.6521739130434783,-0.08695652173913082,62.77826086956522,2,-13,11.5,-2.8181818181818183,-23,Other,119895.82787336447,118542.7799647285,0.9887148040708716,-0.016373660949137107,0.964667695012998,0.999161322630535,Downregulated
Feature0288,"N'-(2-Thienylcarbonyl)-2,5-bis(2,2,2-trifluoroethoxy)benzohydrazide",C16 H12 F6 N2 O4 S,442.04207,NA,NA,"N'-(2-Thienylcarbonyl)-2,5-bis(2,2,2-trifluoroethoxy)benzohydrazide",16,12,2,4,1,0,6,0,0.75,0.25,0.25,53.175,12,8,0.5555555555555556,0.6363636363636364,5,Condensed HC,106455.5792854249,134470.47553812753,1.263160432179793,0.33703788537344614,0.6445830623373618,0.999161322630535,Upregulated
Feature0287,"(1S,2S,3R,4S,5R,6S)-2,3,4,6-Tetrahydroxy-5-methoxycyclohexyl 6-O-alpha-D-galactopyranosyl-alpha-D-galactopyranoside",C19 H34 O16,518.18462,NA,NA,"(1S,2S,3R,4S,5R,6S)-2,3,4,6-Tetrahydroxy-5-methoxycyclohexyl 6-O-alpha-D-galactopyranosyl-alpha-D-galactopyranoside",19,34,0,16,0,0,0,0,1.7894736842105263,0.8421052631578947,-0.10526315789473716,63.3,3,-13,-4.333333333333333,-0.4545454545454546,-13,Carbohydrate,114085.84174464093,114328.5403208776,1.0021273330022835,0.0030658329039415758,0.993965739306647,0.999161322630535,Upregulated
Feature0286,(-)-Shikimic acid,C7 H10 O5,174.05278,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Biosynthesis of plant secondary metabolites;Degradation of aromatic compounds;Biosynthesis of amino acids;Biosynthesis of phenylpropanoids;2-Oxocarboxylic acid metabolism;Biosynthesis of plant hormones;Other,Superpathway of branched chain amino acid biosynthesis;Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Superpathway of chorismate metabolism;Other,(-)-Shikimic acid-peak2,7,10,0,5,0,0,0,0,1.4285714285714286,0.7142857142857143,0,60.3,3,-2,-1,0.1111111111111111,-2,Tannin,927468.2663929173,1265717.4224179601,1.3647015949565064,0.44858552657349343,0.2864942508356079,0.999161322630535,Upregulated
Feature0285,"2,3-Dihydroxypropyl beta-D-galactopyranoside",C9 H18 O8,254.10022,Galactose metabolism;Other,NA,"2,3-Dihydroxypropyl beta-D-galactopyranoside",9,18,0,8,0,0,0,0,2,0.8888888888888888,-0.22222222222222232,66.63333333333333,1,-7,-7,-0.6,-7,Carbohydrate,4722665.87058022,4815977.859492003,1.0197583296106272,0.0282272914293967,0.9114171584683759,0.999161322630535,Upregulated
Feature0284,NA,C31 H27 N2 O10 P,618.14042,NA,NA,Feature0284,31,27,2,10,0,1,0,0,0.8709677419354839,0.3225806451612903,-0.193548387096774,65.81612903225806,20,10,0.3888888888888889,0.5217391304347826,7,Lignin,30160.339919445836,31198.733808866433,1.0344291175826932,0.04883479047051232,0.8976215402191786,0.999161322630535,Upregulated
Feature0283,NA,C2 H5 N O4 S4,234.91002,NA,NA,Feature0283,2,5,1,4,4,0,0,0,2.5,2,7,-139.2,1,-3,1.1428571428571428,1.2,-8,Other,148053.0698634783,159240.79757103132,1.0755656584349744,0.10509559747803679,0.770425731033404,0.999161322630535,Upregulated
Feature0282,D-Glucono-delta-lactone,C6 H10 O6,178.04779,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors;Galactose metabolism;Carbon metabolism;Ascorbate and aldarate metabolism;Other,Superpathway of microbial D-galacturonate and D-glucuronate degradation;Other,D-Glucono-delta-lactone-peak2,6,10,0,6,0,0,0,0,1.6666666666666667,1,0.3333333333333335,50.8,2,-4,-Inf,-0.3333333333333333,-4,Carbohydrate,2932428.9543203874,739658.0071102077,0.25223390528198797,-1.98716587911631,0.25489786996065567,0.999161322630535,Downregulated
Feature0281,NA,C12 H10 N2 O7 S,326.02086,NA,NA,Feature0281,12,10,2,7,1,0,0,0,0.8333333333333334,0.5833333333333334,1,31.799999999999997,9,2,-0.5,0.4545454545454546,-1,Lignin,2886633.087695404,2628761.0532270093,0.9106668472804518,-0.13500473096146948,0.9052047402389922,0.999161322630535,Downregulated
Feature0280,NA,C17 H33 N O8 S2,443.16496,NA,NA,Feature0280,17,33,1,8,2,0,0,0,1.9411764705882353,0.4705882352941176,-0.5882352941176467,77.06470588235292,2,-6,-1.5,-0.5,-9,Protein,646260.7309730316,338282.3077967903,0.5234455562346505,-0.9338886051714346,0.2295505173622086,0.999161322630535,Downregulated
Feature0279,NA,C16 H28 O14,444.14812,NA,NA,Feature0279,16,28,0,14,0,0,0,0,1.75,0.875,0,60.3,3,-11,-5.5,-0.4444444444444444,-11,Carbohydrate,136054.76428039547,134499.2643784131,0.988567104502297,-0.016589194641724377,0.9760457785814818,0.999161322630535,Downregulated
